% Model,COMSOL_Single_Pipe.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 16 2026, 18:20"
% Table,c_Pipe_1_Sensor - c_Pipe_1_Sensor
% Time (s),c_Pipe_1 (mol/m^3),c_Pipe_1_Biff (mol/m^3),c_Pipe_1_Biff_Phase_2 (mol/m^3)
8.36,0.998938322331665,0.9914244996446407,0.9855818284335978
8.370000000000001,0.9989484981369712,0.9914690793587265,0.9856571260578239
8.38,0.9989586140208797,0.9915136590728215,0.985732423682051
8.39,0.9989686699833983,0.9915582387869077,0.9858077213062741
8.4,0.9989786660245243,0.9916028185009959,0.9858830189304976
8.41,0.9989886021442428,0.9916473982150762,0.9859583165547233
8.42,0.9989984783425779,0.9916919779291657,0.9860336141789442
8.43,0.999008294619518,0.9917365576432546,0.9861089118031654
8.44,0.9990180509750695,0.9917811373573455,0.9861842094273933
8.45,0.9990277474092273,0.9918257170714293,0.9862595070516161
8.46,0.9990373839219808,0.9918702967855139,0.986334804675838
8.47,0.9990469605133433,0.9919148764996079,0.9864101023000705
8.48,0.9990564771833139,0.9919594562136915,0.9864853999242886
8.49,0.9990659339318942,0.9920040359277809,0.9865606975485121
8.5,0.9990753307590806,0.9920486156418679,0.9866359951727417
8.51,0.9990846676648691,0.9920931953559542,0.9867112927969608
8.52,0.9990939446492682,0.9921377750700385,0.9867865904211892
8.53,0.9991031617122749,0.9921823547841283,0.9868618880454121
8.540000000000001,0.9991123188538727,0.9922269344982149,0.9869371856696363
8.55,0.9991214160740884,0.9922715142123004,0.9870124832938585
8.56,0.9991304533729047,0.9923160939263971,0.9870877809180836
8.57,0.999139430750338,0.9923606736404786,0.9871630785423102
8.58,0.9991483482063689,0.9924052533545685,0.9872383761665293
8.59,0.9991572057410091,0.9924498330686535,0.9873136737907612
8.6,0.9991660033542478,0.9924944127827419,0.9873889714149799
8.61,0.9991747410461015,0.9925389924968251,0.987464269039207
8.620000000000001,0.9991834188165604,0.9925835722109149,0.9875395666634317
8.63,0.9991920366656232,0.9926281519250026,0.9876148642876507
8.64,0.9992005945932901,0.9926727316390939,0.9876901619118738
8.65,0.999209092599563,0.9927173113531762,0.9877654595361033
8.66,0.9992175306844499,0.9927618910672682,0.9878407571603272
8.67,0.9992259088479374,0.992806470781356,0.9879160547845492
8.68,0.9992342270900386,0.9928510504954386,0.9879907755698047
8.69,0.999242485410734,0.992895630209529,0.9880596119262923
8.700000000000001,0.9992506838100396,0.9929402099236181,0.9881281962381845
8.71,0.999258822287952,0.9929847896377074,0.9881965285054745
8.72,0.9992669008444723,0.9930293693517881,0.9882646087281709
8.73,0.9992749194795983,0.9930739490658792,0.9883324369062667
8.74,0.9992828781933241,0.993118528779961,0.9884000130397657
8.75,0.9992907769856618,0.9931631084940514,0.9884673371286681
8.76,0.9992986158565986,0.9932076882081469,0.9885344091729646
8.77,0.9993063948061534,0.9932442280147775,0.9886012291726751
8.78,0.9993141138343129,0.9932766169737601,0.9886677971277822
8.790000000000001,0.9993217729410742,0.993309005932735,0.9887341130382882
8.8,0.9993293721264397,0.9933413948917121,0.9888001769041981
8.81,0.999336911390408,0.9933737838506946,0.9888659887255156
8.82,0.9993443907329943,0.9934061728096696,0.9889315485022303
8.83,0.9993518101541753,0.9934385617686531,0.988996856234347
8.84,0.9993591696539713,0.9934709507276333,0.9890619119218674
8.85,0.9993664692323687,0.9935033396866096,0.9891267155647853
8.86,0.999373708889375,0.9935357286455907,0.9891912671631071
8.870000000000001,0.9993808886249863,0.9935681176045673,0.9892555667168362
8.88,0.9993880084392037,0.9936005065635477,0.9893196142259639
8.89,0.9993950683320282,0.9936328955225269,0.9893834096904932
8.9,0.9994020683034543,0.993665284481505,0.9894469531104225
8.91,0.9994090083534914,0.9936976734404833,0.9895102444857543
8.92,0.9994158884821362,0.993730062399458,0.9895732838164907
8.93,0.9994227086893784,0.9937624513584382,0.9896360711026344
8.94,0.9994294689752371,0.993794840317417,0.9896986063441695
8.950000000000001,0.9994361693396909,0.9938272292763948,0.9897608895411124
8.96,0.9994428097827588,0.9938596182353765,0.9898229206934597
8.97,0.9994493903044308,0.9938920071943538,0.9898846998012075
8.98,0.9994559109047096,0.9939243961533296,0.9899462268643543
8.99,0.9994623715835926,0.9939567851123128,0.9900075018829022
9,0.9994687723410824,0.9939891740712913,0.9900685248568547
9.01,0.9994751131771775,0.9940215630302621,0.9901292957862119
9.02,0.9994813940918855,0.9940539519892493,0.9901898146709716
9.03,0.9994876150851877,0.9940863409482279,0.9902500815111275
9.040000000000001,0.9994937761571087,0.9941187299072027,0.9903100963066889
9.05,0.9994998773076292,0.9941511188661802,0.9903698590576524
9.06,0.9995059185367517,0.9941835078251648,0.9904293697640152
9.07,0.9995118998444875,0.9942158967841416,0.9904886284257828
9.08,0.9995178212308271,0.9942482857431196,0.9905476350429533
9.09,0.999523682695772,0.9942806747021034,0.990606389615527
9.1,0.9995294842393254,0.9943130636610785,0.9906648921434961
9.11,0.9995352258614765,0.9943454526200584,0.9907231426268764
9.120000000000001,0.9995409075622471,0.9943778415790373,0.9907811410656543
9.13,0.9995465293416212,0.9944102305380168,0.9908388874598368
9.14,0.9995520911995932,0.9944426194969918,0.9908963818094172
9.15,0.9995575931361765,0.9944750084559695,0.9909536241144035
9.16,0.9995630351513631,0.9945073974149495,0.9910106143747841
9.17,0.9995684172451619,0.9945397863739293,0.9910673525905727
9.18,0.9995737394175599,0.9945721753329064,0.9911238387617655
9.19,0.9995790016685673,0.994604564291885,0.9911800728883549
9.200000000000001,0.999584203998185,0.9946369532508649,0.9912360549703537
9.21,0.9995893464064035,0.9946693422098446,0.9912917850077531
9.22,0.9995945897949344,0.9947017311688233,0.9913472630005524
9.23,0.9996002398815746,0.9947341201278065,0.9914024889487505
9.24,0.9996058424094163,0.9947665090867811,0.9914574628523595
9.25,0.999611397378477,0.9947988980457653,0.9915121847113607
9.26,0.9996169047887484,0.994831287004738,0.9915666545257682
9.27,0.9996223646402269,0.9948636759637183,0.9916208722955789
9.28,0.9996277769329163,0.9948960649226941,0.9916748380207913
9.290000000000001,0.9996331416668156,0.9949284538816768,0.9917285517014003
9.3,0.9996384588419224,0.9949608428406527,0.9917820133374163
9.31,0.9996437284582405,0.9949932317996294,0.9918352229288374
9.32,0.9996489505157761,0.9950256207586105,0.991888180475654
9.33,0.9996541250145153,0.995058009717588,0.9919408859778813
9.34,0.9996592519544667,0.9950903986765707,0.9919933394355038
9.35,0.9996643313356273,0.9951227876355448,0.9920455408485259
9.36,0.9996693631580008,0.9951551765945235,0.9920974902169588
9.370000000000001,0.9996743474215799,0.9951848533410633,0.9921491875407813
9.38,0.9996792841263653,0.9952138021925577,0.9922006328200247
9.39,0.9996841732723702,0.9952426409103391,0.9922518260546523
9.4,0.9996890148595813,0.9952713694944004,0.9923027672446884
9.41,0.999693808888005,0.995299987944751,0.9923534563901317
9.42,0.9996985553576337,0.9953284962613834,0.9924038934909707
9.43,0.9997032542684794,0.9953568944442956,0.9924540785472143
9.44,0.9997079056205281,0.9953851824934892,0.9925040115588589
9.450000000000001,0.9997125094137959,0.9954133604089767,0.9925536925259054
9.46,0.9997170656482665,0.9954414281907421,0.9926031214483526
9.47,0.9997215743239497,0.9954693858387931,0.9926522983262057
9.48,0.9997260354408412,0.9954972333531283,0.9927012231594597
9.49,0.9997304489989407,0.9955249707337475,0.9927498959481141
9.5,0.999734814998261,0.9955525979806499,0.9927983166921732
9.51,0.9997391334387842,0.9955801150938394,0.9928464853916326
9.52,0.9997434043205228,0.9956075220733056,0.9928944020464973
9.53,0.9997476276434596,0.9956348189190569,0.9929420666567611
9.540000000000001,0.9997518034076213,0.9956620056310954,0.992989479222425
9.55,0.9997559316129837,0.995689082209417,0.9930366397434898
9.56,0.9997600122595517,0.9957160486540196,0.9930835482199618
9.57,0.9997640453473422,0.9957429049649115,0.9931302046518355
9.58,0.9997680308763407,0.9957696511420879,0.9931766090391112
9.59,0.999771968846543,0.9957962871855393,0.993222761381789
9.6,0.9997758592579591,0.9958228130952814,0.993268661679868
9.61,0.9997797021105808,0.9958492288713057,0.9933143099333422
9.620000000000001,0.999783497404427,0.9958755345136143,0.9933597061422292
9.63,0.9997872451394739,0.9959017300222097,0.9934048503065098
9.64,0.999790945315725,0.9959278153970784,0.993449742426197
9.65,0.9997945979331939,0.9959537906382379,0.993494382501285
9.66,0.9997982029918665,0.9959796557456834,0.9935387705317782
9.67,0.9998017604917563,0.9960054107194091,0.9935829065176751
9.68,0.9998052704328554,0.9960310555594237,0.9936268710406224
9.69,0.9998087328151603,0.9960565902657132,0.9936713959660364
9.700000000000001,0.999812147638678,0.996082014838295,0.9937156864986996
9.71,0.9998155149034043,0.996107329277156,0.9937597426386243
9.72,0.9998188346093437,0.9961325335823014,0.9938035643857933
9.73,0.9998221067564902,0.9961576277537363,0.9938471517402174
9.74,0.9998253313448523,0.9961826117914491,0.9938905047019072
9.75,0.9998285083744199,0.99620748569545,0.9939336232708482
9.76,0.9998316378452016,0.9962322494657311,0.9939765074470411
9.77,0.9998347197571865,0.996256903102296,0.9940191572304856
9.78,0.999837754110392,0.9962814466051454,0.9940615726211938
9.790000000000001,0.9998407409048007,0.9963058799742763,0.994103753619152
9.8,0.9998436801404166,0.9963302032096893,0.9941457002243633
9.81,0.999846571817249,0.99635441631139,0.9941874124368236
9.82,0.9998494159352889,0.996378519279382,0.9942288902565468
9.83,0.9998522124945374,0.9964025121136436,0.9942701336835236
9.84,0.9998549614950083,0.9964263948141968,0.9943111427177543
9.85,0.9998576629366693,0.9964501673810358,0.9943519173592374
9.86,0.9998603168195557,0.9964738298141569,0.9943924576079767
9.870000000000001,0.9998629231436474,0.9964973821135553,0.9944327634639688
9.88,0.9998654819089473,0.9965208242792437,0.994472834927216
9.89,0.9998679931154609,0.996544156311222,0.994512671997716
9.9,0.9998704567631795,0.9965673782094728,0.994552274675474
9.91,0.9998728728521102,0.9965904899740137,0.9945916429604854
9.92,0.9998752413822585,0.9966134916048336,0.994630776852755
9.93,0.9998775623536076,0.9966363831019406,0.9946696763522779
9.94,0.999879835766177,0.9966591644653321,0.9947083414590567
9.950000000000001,0.9998820616199491,0.9966818356950061,0.9947467721730813
9.96,0.9998842399149316,0.9967043967909602,0.9947849684943637
9.97,0.9998863706511208,0.9967268477532074,0.994822930422905
9.98,0.9998884538285313,0.9967491885817357,0.994860657958698
9.99,0.9998904894471455,0.9967714192765437,0.9948981511017527
10,0.9998924775069733,0.9967935398376331,0.9949354098520511
