% Model,COMSOL_Three_Pipes_Phase_2.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 23 2026, 16:42"
% Table,Table 34 - c_CNN_Sensor_Phase_3
% Time (s),c_CNN_Sensor_Phase_2 (mol/m^3)
49.64,0.6940235426905129
49.65,0.6942828533833666
49.660000000000004,0.6945428512099951
49.67,0.6948035020725493
49.68,0.6950647718731677
49.69,0.695326626514007
49.7,0.6955890318972248
49.71,0.6958519539249495
49.72,0.6961153584993346
49.730000000000004,0.696379211522538
49.74,0.6966434788967081
49.75,0.6969081265239745
49.76,0.6971731203065067
49.77,0.6974384261464391
49.78,0.6977040099459367
49.79,0.6979698376071263
49.800000000000004,0.6982358750321758
49.81,0.6985020881232119
49.82,0.6987684427824119
49.83,0.6990349049119002
49.84,0.6993014404138286
49.85,0.6995680151903628
49.86,0.6998345951436251
49.870000000000005,0.7001011461757805
49.88,0.7003676341889716
49.89,0.7006340250853575
49.9,0.7009002847670772
49.910000000000004,0.7011663791362697
49.92,0.7014322740951003
49.93,0.7016979355457125
49.94,0.701963329390248
49.95,0.70222842153086
49.96,0.7024931778696968
49.97,0.7027575643089148
49.980000000000004,0.7030215467506498
49.99,0.7032850910970563
50,0.7035481632502728
50.01,0.7038113897198981
50.02,0.7040754117175472
50.03,0.7043402171984462
50.04,0.7046057941178017
50.050000000000004,0.7048721304308125
50.06,0.705139214092691
50.07,0.7054070330586611
50.08,0.7056755752839245
50.09,0.7059448287236852
50.1,0.7062147813331712
50.11,0.706485421067571
50.120000000000005,0.7067567358821124
50.13,0.7070287137319927
50.14,0.7073013425724345
50.15,0.7075746103586382
50.160000000000004,0.7078485050458189
50.17,0.7081230145891958
50.18,0.7083981269439593
50.19,0.7086738300653328
50.2,0.7089501119085313
50.21,0.7092269604287542
50.22,0.7095043635812157
50.230000000000004,0.7097823093211274
50.24,0.7100607856037005
50.25,0.7103397803841437
50.26,0.710619281617662
50.27,0.7108992772594769
50.28,0.7111797552647952
50.29,0.7114607035888253
50.300000000000004,0.7117421101867677
50.31,0.7120239630138556
50.32,0.7123062500252837
50.33,0.7125889591762629
50.34,0.7128720784220087
50.35,0.7131555957177255
50.36,0.7134394990186299
50.370000000000005,0.7137237762799346
50.38,0.714008415456835
50.39,0.7142934045045585
50.4,0.7145787313783011
50.410000000000004,0.7148643840332863
50.42,0.7151503504247257
50.43,0.715436618507812
50.44,0.7157231762377744
50.45,0.7160100115698113
50.46,0.7162971124591345
50.47,0.7165844668609613
50.480000000000004,0.7168720627305005
50.49,0.7171598880229518
50.5,0.717447930693546
50.51,0.7177360045588125
50.52,0.718023939533648
50.53,0.7183117477207172
50.54,0.718599441222696
50.550000000000004,0.718887032142278
50.56,0.7191745325821404
50.57,0.7194619546449565
50.58,0.7197493104334071
50.59,0.7200366120501887
50.6,0.7203238715979657
50.61,0.7206111011794092
50.620000000000005,0.7208983128972237
50.63,0.7211855188540789
50.64,0.7214727311526528
50.65,0.721759961895624
50.660000000000004,0.7220472231856714
50.67,0.7223345271254925
50.68,0.7226218858177446
50.69,0.7229093113651186
50.7,0.7231968158702932
50.71,0.7234844114359572
50.72,0.723772110164779
50.730000000000004,0.724059924159441
50.74,0.7243478655226328
50.75,0.7246359463570224
50.76,0.7249241787652976
50.77,0.7252125748501346
50.78,0.7255011467142148
50.79,0.7257899064602117
50.800000000000004,0.7260788661908297
50.81,0.7263680380087286
50.82,0.7266574340165887
50.83,0.7269470663170913
50.84,0.7272369470129272
50.85,0.7275270882067597
50.86,0.7278175020012893
50.870000000000005,0.7281082004991716
50.88,0.7283991958031131
50.89,0.7286905000157706
50.9,0.7289821252398511
50.910000000000004,0.7292740835780085
50.92,0.7295663871329361
50.93,0.7298590480073105
50.94,0.7301520783038061
50.95,0.7304454901251226
50.96,0.7307392955739257
50.97,0.7310335067528961
50.980000000000004,0.7313281357647143
50.99,0.7316231947120656
51,0.7319186956976216
51.01,0.7322144024720045
51.02,0.7325100740094066
51.03,0.7328057152479012
51.04,0.7331013311255556
51.050000000000004,0.7333969265804265
51.06,0.7336925065505908
51.07,0.7339880759741045
51.08,0.7342836397890453
51.09,0.7345792029334806
51.1,0.7348747703454672
51.11,0.7351703469630834
51.120000000000005,0.7354659377243896
51.13,0.7357615475674486
51.14,0.7360571814303349
51.15,0.7363528442511096
51.160000000000004,0.7366485409678432
51.17,0.7369442765185977
51.18,0.7372400558414466
51.19,0.7375358838744525
51.2,0.737831765555682
51.21,0.738127705823202
51.22,0.7384237096150807
51.230000000000004,0.7387197818693831
51.24,0.7390159275241819
51.25,0.7393121515175373
51.26,0.7396084587875111
51.27,0.739904854272182
51.28,0.7402013429096166
51.29,0.7404979296378734
51.300000000000004,0.7407946193950183
51.31,0.7410914171191216
51.32,0.7413883277482567
51.33,0.7416853562204835
51.34,0.7419825074738658
51.35,0.7422797864464693
51.36,0.7425771980763753
51.370000000000005,0.742874747301637
51.38,0.7431724390603288
51.39,0.7434702782905029
51.4,0.7437682699302447
51.410000000000004,0.7440664189176162
51.42,0.7443647301906708
51.43,0.7446632086874941
51.44,0.744961859346145
51.45,0.74526068710468
51.46,0.7455596969011852
51.47,0.7458588936737106
51.480000000000004,0.7461582823603317
51.49,0.7464578678991179
51.5,0.7467576552281288
51.51,0.7470575454636251
51.52,0.7473574368566157
51.53,0.7476573300472854
51.54,0.7479572256758055
51.550000000000004,0.7482571243823637
51.56,0.7485570268071294
51.57,0.7488569335903018
51.58,0.7491568453720494
51.59,0.7494567627925602
51.6,0.7497566864920044
51.61,0.750056617110566
51.620000000000005,0.7503565552884358
51.63,0.7506565016657789
51.64,0.7509564568827927
51.65,0.7512564215796476
51.660000000000004,0.7515563963965219
51.67,0.7518563819736036
51.68,0.7521563789510759
51.69,0.7524563879691091
51.7,0.752756409667895
51.71,0.7530564446876052
51.72,0.7533564936684295
51.730000000000004,0.7536565572505373
51.74,0.7539566360741153
51.75,0.7542567307793473
51.76,0.7545568420064105
51.77,0.7548569703954838
51.78,0.7551571165867567
51.79,0.7554572812203943
51.800000000000004,0.7557574649365963
51.81,0.7560576683755315
51.82,0.7563578921773882
51.83,0.7566581369823322
51.84,0.756958403430565
51.85,0.7572586921622497
51.86,0.7575590038175756
51.870000000000005,0.7578593390367228
51.88,0.7581596984598705
51.89,0.7584600827272041
51.9,0.7587604924788947
51.910000000000004,0.7590609283551362
51.92,0.7593613909961004
51.93,0.7596618810419629
51.94,0.7599623991329152
51.95,0.7602629459091378
51.96,0.7605635220108136
51.97,0.7608641280781049
51.980000000000004,0.7611647647512179
51.99,0.7614654326703161
52,0.7617661324755793
52.01,0.7620668366445775
52.02,0.7623675167088729
52.03,0.762668171889676
52.04,0.762968801408178
52.050000000000004,0.763269404485583
52.06,0.7635699803430992
52.07,0.7638705282019168
52.08,0.7641710472832538
52.09,0.7644715368083059
52.1,0.7647719959982635
52.11,0.7650724240743352
52.120000000000005,0.7653728202577353
52.13,0.7656731837696488
52.14,0.7659735138312821
52.15,0.7662738096638473
52.160000000000004,0.7665740704885284
52.17,0.7668742955265424
52.18,0.7671744839990784
52.19,0.7674746351273534
52.2,0.7677747481325596
52.21,0.7680748222358941
52.22,0.7683748566585713
52.230000000000004,0.7686748506217862
52.24,0.7689748033467397
52.25,0.7692747140546377
52.26,0.7695745819666754
52.27,0.769874406304059
52.28,0.7701741862879933
52.29,0.7704739211396694
52.300000000000004,0.7707736100803053
52.31,0.7710732523310869
52.32,0.7713728471132254
52.33,0.771672393647924
52.34,0.7719718911563775
52.35,0.7722713388597897
52.36,0.7725707359793637
52.370000000000005,0.7728700817363032
52.38,0.7731693753518084
52.39,0.7734686160470875
52.4,0.773767803043324
52.410000000000004,0.7740669355617347
52.42,0.7743660128235275
52.43,0.7746650340498884
52.44,0.7749639984620257
52.45,0.775262905281134
52.46,0.7755617537284388
52.47,0.7758605430251152
52.480000000000004,0.7761592723923741
52.49,0.7764579410514238
52.5,0.7767565482234614
52.51,0.7770550731611789
52.52,0.7773534957883046
52.53,0.7776518163325831
52.54,0.7779500350217561
52.550000000000004,0.7782481520835518
52.56,0.778546167745726
52.57,0.7788440822360025
52.58,0.779141895782138
52.59,0.7794396086118687
52.6,0.7797372209529323
52.61,0.7800347330330677
52.620000000000005,0.7803321450800264
52.63,0.7806294573215434
52.64,0.7809266699853508
52.65,0.7812237832991993
52.660000000000004,0.7815207974908256
52.67,0.7818177127879756
52.68,0.7821145294183811
52.69,0.7824112476097884
52.7,0.7827078675899413
52.71,0.78300438958658
52.72,0.7833008138274358
52.730000000000004,0.7835971405402592
52.74,0.7838933699527875
52.75,0.7841895022927639
52.76,0.7844855377879313
52.77,0.7847814766660157
52.78,0.7850773191547746
52.79,0.7853730654819396
52.800000000000004,0.7856687158752579
52.81,0.7859642705624652
52.82,0.7862597297713059
52.83,0.7865550937295197
52.84,0.7868503626648475
52.85,0.7871455368050286
52.86,0.7874406163778043
52.870000000000005,0.7877356016109108
52.88,0.7880304927320959
52.89,0.7883252899690928
52.9,0.788619993549662
52.910000000000004,0.7889146037015222
52.92,0.7892091206524199
52.93,0.7895035446300993
52.94,0.7897978758623013
52.95,0.7900921145767585
52.96,0.7903862610012274
52.97,0.7906803153634313
52.980000000000004,0.7909742778911228
52.99,0.7912681488120327
53,0.7915619283539227
53.01,0.7918555499686194
53.02,0.7921489491476873
53.03,0.7924421291783786
53.04,0.7927350933479664
53.050000000000004,0.7930278449437034
53.06,0.793320387252876
53.07,0.7936127235627328
53.08,0.7939048571605458
53.09,0.794196791333589
53.1,0.7944885293691134
53.11,0.7947800745543915
53.120000000000005,0.7950714301766908
53.13,0.7953625995232763
53.14,0.7956535858814117
53.15,0.7959443925383656
53.160000000000004,0.7962350227814001
53.17,0.7965254798977819
53.18,0.7968157671747882
53.19,0.79710588789967
53.2,0.7973958453596907
53.21,0.7976856428421346
53.22,0.7979752836342487
53.230000000000004,0.7982647710233082
53.24,0.7985541082965782
53.25,0.7988432987413212
53.26,0.7991323456448136
53.27,0.7994212522943063
53.28,0.7997100219770765
53.29,0.7999986579803822
53.300000000000004,0.8002871635914927
53.31,0.8005755420976696
53.32,0.8008637967861841
53.33,0.8011519309443051
53.34,0.8014399478592932
53.35,0.8017278508184089
53.36,0.8020156431089335
53.370000000000005,0.8023033280181184
53.38,0.8025909088332344
53.39,0.8028783888415459
53.4,0.8031657713303262
53.410000000000004,0.8034530595868256
53.42,0.8037402568983285
53.43,0.8040273665520848
53.44,0.8043143918353715
53.45,0.8046013360354509
53.46,0.804888202439583
53.47,0.8051749943350476
53.480000000000004,0.8054617150090941
53.49,0.8057483677489949
53.5,0.8060349558420232
53.51,0.806321323536881
53.52,0.8066073181806477
53.53,0.8068929477081197
53.54,0.8071782200541003
53.550000000000004,0.8074631431533861
53.56,0.8077477249407952
53.57,0.8080319733511018
53.58,0.8083158963191309
53.59,0.8085995017796757
53.6,0.8088827976675278
53.61,0.8091657919175003
53.620000000000005,0.8094484924643907
53.63,0.8097309072430026
53.64,0.8100130441881338
53.65,0.8102949112345839
53.660000000000004,0.8105765163171664
53.67,0.8108578673706694
53.68,0.8111389723298951
53.69,0.8114198391296475
53.7,0.8117004757047314
53.71,0.8119808899899392
53.72,0.812261089920085
53.730000000000004,0.8125410834299609
53.74,0.8128208784543712
53.75,0.8131004829281119
53.76,0.8133799047859889
53.77,0.8136591519628054
53.78,0.8139382323933582
53.79,0.8142171540124502
53.800000000000004,0.8144959247548832
53.81,0.8147745525554642
53.82,0.8150530453489834
53.83,0.8153314110702446
53.84,0.8156096576540588
53.85,0.8158877930352166
53.86,0.8161658251485154
53.870000000000005,0.8164437619287758
53.88,0.8167216113107815
53.89,0.8169993812293371
53.9,0.8172770796192452
53.910000000000004,0.8175547144153144
53.92,0.8178322935523408
53.93,0.8181098249651174
53.94,0.8183873165884508
53.95,0.818664776357148
53.96,0.8189422122060064
53.97,0.8192196320698245
53.980000000000004,0.8194970438834156
53.99,0.8197744555815593
54,0.8200518750990677
54.01,0.820329025590602
54.02,0.8206056340404839
54.03,0.8208817141280212
54.04,0.8211572795325418
54.050000000000004,0.8214323439333586
54.06,0.8217069210097789
54.07,0.8219810244411362
54.08,0.8222546679067164
54.09,0.8225278650858595
54.1,0.8228006296578653
54.11,0.8230729753020638
54.120000000000005,0.8233449156977567
54.13,0.8236164645242722
54.14,0.8238876354609093
54.15,0.8241584421869912
54.160000000000004,0.8244288983818419
54.17,0.824699017724763
54.18,0.8249688138950796
54.19,0.8252383005721045
54.2,0.8255074914351442
54.21,0.8257764001635196
54.22,0.8260450404365621
54.230000000000004,0.826313425933558
54.24,0.8265815703338366
54.25,0.8268494873167209
54.26,0.8271171905615096
54.27,0.827384693747536
54.28,0.8276520105541011
54.29,0.8279191546605206
54.300000000000004,0.8281861397461215
54.31,0.8284529794902095
54.32,0.8287196875720999
54.33,0.8289862776711114
54.34,0.8292527634665571
54.35,0.8295191586377527
54.36,0.8297854768640148
54.370000000000005,0.8300517318246587
54.38,0.8303179371990033
54.39,0.8305841066663523
54.4,0.830850253906027
54.410000000000004,0.8311163925973389
54.42,0.8313825364196096
54.43,0.8316486990521637
54.44,0.8319148941742942
54.45,0.8321811354653262
54.46,0.8324474366045833
54.47,0.832713811271374
54.480000000000004,0.8329802731450004
54.49,0.833246835904797
54.5,0.8335135132300759
54.51,0.8337798867025821
54.52,0.8340455421454516
54.53,0.8343104996000936
54.54,0.8345747791078921
54.550000000000004,0.8348384007102346
54.56,0.8351013844485359
54.57,0.8353637503641795
54.58,0.8356255184985555
54.59,0.8358867088930633
54.6,0.8361473415890974
54.61,0.8364074366280594
54.620000000000005,0.8366670140513425
54.63,0.8369260939003288
54.64,0.8371846962164227
54.65,0.8374428410410226
54.660000000000004,0.837700548415527
54.67,0.8379578383813089
54.68,0.8382147309797817
54.69,0.8384712462523309
54.7,0.8387274042403654
54.71,0.8389832249852626
54.72,0.8392387285284376
54.730000000000004,0.8394939349112638
54.74,0.8397488641751463
54.75,0.8400035363614835
54.76,0.8402579715116666
54.77,0.8405121896670853
54.78,0.8407662108691337
54.79,0.8410200551592214
54.800000000000004,0.8412737425787358
54.81,0.8415272931690696
54.82,0.8417807269716107
54.83,0.8420340640277661
54.84,0.8422873243789256
54.85,0.8425405280664761
54.86,0.8427936951318358
54.870000000000005,0.8430468456163703
54.88,0.8432999995615029
54.89,0.8435531770086042
54.9,0.8438063979990916
54.910000000000004,0.8440596825743344
54.92,0.844313050775744
54.93,0.8445665226447038
54.94,0.8448201182226245
54.95,0.8450738575508983
54.96,0.8453277606709123
54.97,0.8455818476240612
54.980000000000004,0.8458361384517423
54.99,0.8460906531953528
55,0.8463454118962859
55.01,0.8466000832637591
55.02,0.8468543203686368
55.03,0.8471081197947959
55.04,0.8473614781260971
55.050000000000004,0.8476143919464239
55.06,0.847866857839635
55.07,0.8481188723896091
55.08,0.8483704321802079
55.09,0.8486215337953139
55.1,0.8488721738187806
55.11,0.849122348834495
55.120000000000005,0.8493720554263227
55.13,0.8496212901781245
55.14,0.8498700496737803
55.15,0.8501183304971635
55.160000000000004,0.8503661292321367
55.17,0.8506134424625743
55.18,0.8508602667723465
55.19,0.8511065987453217
55.2,0.8513524349653729
55.21,0.8515977720163561
55.22,0.851842606482177
55.230000000000004,0.852086934946663
55.24,0.8523307539937182
55.25,0.852574060207191
55.26,0.852816850170967
55.27,0.8530591204689084
55.28,0.8533008676848823
55.29,0.8535420884027722
55.300000000000004,0.8537827792064421
55.31,0.8540229366797505
55.32,0.8542625574065806
55.33,0.8545016379708079
55.34,0.8547401749562897
55.35,0.8549781649469048
55.36,0.8552156045265099
55.370000000000005,0.8554524902790059
55.38,0.8556888187882317
55.39,0.8559245866380726
55.4,0.8561597904123934
55.410000000000004,0.8563944266950613
55.42,0.8566284920699622
55.43,0.8568619831209511
55.44,0.857094896431903
55.45,0.8573272285866904
55.46,0.8575589761691872
55.47,0.8577901357632548
55.480000000000004,0.8580207039527723
55.49,0.8582506773216023
55.5,0.8584800524536191
55.51,0.8587093038178788
55.52,0.8589388913593862
55.53,0.8591687898758339
55.54,0.8593989741649919
55.550000000000004,0.8596294190245731
55.56,0.8598600992523173
55.57,0.8600909896459494
55.58,0.8603220650031976
55.59,0.8605533001218146
55.6,0.8607846697995212
55.61,0.8610161488340515
55.620000000000005,0.861247712023132
55.63,0.8614793341645078
55.64,0.8617109900559047
55.65,0.8619426544950485
55.660000000000004,0.8621743022796914
55.67,0.8624059082075457
55.68,0.862637447076355
55.69,0.8628688936838486
55.7,0.8631002228277646
55.71,0.8633314093058292
55.72,0.863562427915775
55.730000000000004,0.8637932534553445
55.74,0.864023860722254
55.75,0.8642542245142475
55.76,0.8644843196290563
55.77,0.8647141208644246
55.78,0.8649436030180669
55.79,0.8651727408877183
55.800000000000004,0.8654015092711199
55.81,0.8656298829659923
55.82,0.8658578367700861
55.83,0.866085345481118
55.84,0.8663123838968326
55.85,0.8665389268149523
55.86,0.8667649490332179
55.870000000000005,0.8669904253493521
55.88,0.8672153305611063
55.89,0.8674396394661998
55.9,0.8676633268623627
55.910000000000004,0.8678863675473314
55.92,0.8681087363188409
55.93,0.868330407974628
55.94,0.8685513573124064
55.95,0.8687715591299311
55.96,0.8689909882249234
55.97,0.8692096193951271
55.980000000000004,0.8694274274382618
55.99,0.8696443871520622
56,0.869860473334269
56.01,0.8700762207789071
56.02,0.8702921681987505
56.03,0.8705082962696018
56.04,0.8707245856672791
56.050000000000004,0.8709410170675916
56.06,0.8711575711463658
56.07,0.8713742285793947
56.08,0.8715909700425084
56.09,0.8718077762115223
56.1,0.8720246277622451
56.11,0.8722415053704876
56.120000000000005,0.8724583897120706
56.13,0.8726752614628028
56.14,0.8728921012984883
56.15,0.8731088898949587
56.160000000000004,0.8733256079280277
56.17,0.8735422360734999
56.18,0.8737587550072005
56.19,0.8739751454049257
56.2,0.8741913879425008
56.21,0.8744074632957455
56.22,0.874623352140461
56.230000000000004,0.8748390351524767
56.24,0.875054493007587
56.25,0.8752697063816165
56.26,0.8754846559503836
56.27,0.8756993223896984
56.28,0.8759136863753622
56.29,0.87612772858322
56.300000000000004,0.8763414296890583
56.31,0.8765547703686914
56.32,0.8767677312979492
56.33,0.8769802931526353
56.34,0.877192436608578
56.35,0.8774041423415638
56.36,0.8776153910274287
56.370000000000005,0.8778261633419803
56.38,0.8780364399610353
56.39,0.8782462015604007
56.4,0.8784554288158982
56.410000000000004,0.8786641024033423
56.42,0.8788722029985401
56.43,0.8790797112773049
56.44,0.8792866079154589
56.45,0.8794928735888075
56.46,0.8796984889731738
56.47,0.8799034347443654
56.480000000000004,0.8801076915781973
56.49,0.8803112401504921
56.5,0.8805140611370433
56.51,0.8807165871342773
56.52,0.8809192459957688
56.53,0.8811220112831581
56.54,0.8813248565580509
56.550000000000004,0.8815277553820702
56.56,0.8817306813168451
56.57,0.8819336079239788
56.58,0.8821365087650941
56.59,0.882339357401818
56.6,0.8825421273957664
56.61,0.8827447923085435
56.620000000000005,0.8829473257017878
56.63,0.8831497011371053
56.64,0.8833518921761226
56.65,0.8835538723804547
56.660000000000004,0.8837556153117302
56.67,0.8839570945315419
56.68,0.8841582836015378
56.69,0.8843591560833101
56.7,0.8845596855385107
56.71,0.8847598455287304
56.72,0.8849596096155918
56.730000000000004,0.8851589513607246
56.74,0.8853578443257417
56.75,0.8855562620722632
56.76,0.8857541781619053
56.77,0.8859515661562893
56.78,0.8861483996170301
56.79,0.8863446521057526
56.800000000000004,0.8865402971840703
56.81,0.8867353084136074
56.82,0.8869296593559822
56.83,0.8871233235728044
56.84,0.8873162746256946
56.85,0.8875084860762852
56.86,0.8876999314861855
56.870000000000005,0.8878905844170091
56.88,0.8880804184303815
56.89,0.8882694070879277
56.9,0.8884575239512515
56.910000000000004,0.8886447425819813
56.92,0.88883103654173
56.93,0.889016379392124
56.94,0.8892007446947804
56.95,0.8893841060113131
56.96,0.889566436903352
56.97,0.889747710932505
56.980000000000004,0.8899279016603827
56.99,0.8901069826486229
57,0.8902849274588333
57.01,0.8904622953672426
57.02,0.8906396632756401
57.03,0.8908170311840563
57.04,0.8909943990924468
57.050000000000004,0.8911717670008554
57.06,0.891349134909268
57.07,0.89152650281767
57.08,0.8917038707260773
57.09,0.8918812386344742
57.1,0.8920586065428876
57.11,0.8922359744512864
57.120000000000005,0.8924133423596937
57.13,0.8925907102680989
57.14,0.8927680781765008
57.15,0.8929454460849128
57.160000000000004,0.8931228139933178
57.17,0.8933001819017267
57.18,0.8934775498101271
57.19,0.8936549177185314
57.2,0.893832285626936
57.21,0.8940096535353372
57.22,0.8941870214437462
57.230000000000004,0.8943643893521459
57.24,0.8945417572605546
57.25,0.8947191251689589
57.26,0.8948964930773623
57.27,0.8950738609857646
57.28,0.8952512288941782
57.29,0.8954285968025778
57.300000000000004,0.8956059647109856
57.31,0.8957833326193926
57.32,0.8959607005277912
57.33,0.896138068436201
57.34,0.8963154363446066
57.35,0.8964928042530155
57.36,0.8966701721614152
57.370000000000005,0.8968475400698172
57.38,0.8970249079782313
57.39,0.8972022758866292
57.4,0.8973796437950391
57.410000000000004,0.8975570117034404
57.42,0.8977343796118411
57.43,0.8979117475202484
57.44,0.8980891154286587
57.45,0.8982664833370622
57.46,0.898443851245461
57.47,0.8986212191538776
57.480000000000004,0.8987985870622746
57.49,0.8989759549706798
57.5,0.8991533228790852
57.51,0.899330525375978
57.52,0.8995073934647486
57.53,0.8996839217677611
57.54,0.8998601049073924
57.550000000000004,0.9000359375059979
57.56,0.900211414185947
57.57,0.9003865295696143
57.58,0.9005612782793474
57.59,0.9007356549375244
57.6,0.9009096541665204
57.61,0.9010832705886879
57.620000000000005,0.901256498826389
57.63,0.9014293335020019
57.64,0.901601769237885
57.65,0.9017738006564079
57.660000000000004,0.901945422379928
57.67,0.9021166290308258
57.68,0.9022874152314574
57.69,0.9024577756041918
57.7,0.9026277047713915
57.71,0.9027971973554356
57.72,0.9029662479786681
57.730000000000004,0.903134851263464
57.74,0.9033030018322116
57.75,0.903470694307242
57.76,0.9036379233109547
57.77,0.9038046834656801
57.78,0.9039709693938044
57.79,0.9041367757176935
57.800000000000004,0.9043020970597154
57.81,0.9044669280422306
57.82,0.9046312632875941
57.83,0.9047950974182009
57.84,0.904958425056389
57.85,0.9051212408245399
57.86,0.905283539345021
57.870000000000005,0.9054453152401795
57.88,0.9056065631324065
57.89,0.9057672776440507
57.9,0.9059274533974787
57.910000000000004,0.9060870850150697
57.92,0.9062461671191798
57.93,0.9064046943321701
57.94,0.9065626612764155
57.95,0.9067200625742798
57.96,0.9068768928481379
57.97,0.9070331467203381
57.980000000000004,0.9071888188132556
57.99,0.9073439037492548
58,0.9074983961507038
58.01,0.9076525904923324
58.02,0.907806784833956
58.03,0.9079609791755837
58.04,0.9081151735172176
58.050000000000004,0.9082693678588399
58.06,0.9084235622004765
58.07,0.9085777565420987
58.08,0.9087319508837315
58.09,0.9088861452253643
58.1,0.9090403395669909
58.11,0.909194533908613
58.120000000000005,0.9093487282502465
58.13,0.9095029225918739
58.14,0.909657116933502
58.15,0.9098113112751259
58.160000000000004,0.9099655056167587
58.17,0.9101196999583822
58.18,0.9102738943000158
58.19,0.91042808864164
58.2,0.9105822829832754
58.21,0.9107364773248982
58.22,0.9108906716665233
58.230000000000004,0.9110448660081525
58.24,0.9111990603497853
58.25,0.911353254691409
58.26,0.9115074490330389
58.27,0.9116616433746607
58.28,0.9118158377162995
58.29,0.9119700320579265
58.300000000000004,0.9121242263995557
58.31,0.9122784207411843
58.32,0.9124326150828102
58.33,0.9125868094244424
58.34,0.9127410037660691
58.35,0.9128951981076951
58.36,0.9130493924493305
58.370000000000005,0.9132035867909526
58.38,0.9133577811325797
58.39,0.9135119754742105
58.4,0.9136661698158415
58.410000000000004,0.9138203641574749
58.42,0.9139745584990985
58.43,0.9141287528407303
58.44,0.9142829471823558
58.45,0.9144371415239771
58.46,0.9145913358656129
58.47,0.9147455302072363
58.480000000000004,0.9148997245488747
58.49,0.9150539188904953
58.5,0.9152081132321275
58.51,0.9153619460888127
58.52,0.9155150642048392
58.53,0.9156674799240501
58.54,0.9158192055902624
58.550000000000004,0.9159702535473286
58.56,0.9161206361390702
58.57,0.9162703657093296
58.58,0.9164194546019261
58.59,0.9165679151607125
58.6,0.9167157597295192
58.61,0.9168630006521692
58.620000000000005,0.9170096502725156
58.63,0.9171557209343753
58.64,0.9173012249815802
58.65,0.9174461747579861
58.660000000000004,0.9175905826074097
58.67,0.9177344608736911
58.68,0.9178778219006689
58.69,0.9180206780321715
58.7,0.918163041612024
58.71,0.9183049249840829
58.72,0.9184463404921542
58.730000000000004,0.9185873004801067
58.74,0.9187278172917466
58.75,0.9188679032709284
58.76,0.9190075707614666
58.77,0.9191468321072097
58.78,0.919285699651978
58.79,0.9194241857396327
58.800000000000004,0.9195623027139802
58.81,0.9197000629188685
58.82,0.9198374786981254
58.83,0.9199745623955953
58.84,0.9201113263551032
58.85,0.9202477829204796
58.86,0.9203839444355731
58.870000000000005,0.9205198232442084
58.88,0.9206554316902266
58.89,0.9207907821174505
58.9,0.9209258868697224
58.910000000000004,0.9210607582908774
58.92,0.9211954087247453
58.93,0.9213298505151679
58.94,0.9214640960059708
58.95,0.9215981575409875
58.96,0.9217320474640714
58.97,0.9218657781190254
58.980000000000004,0.9219993618497145
58.99,0.9221328109999586
59,0.922266137913588
59.01,0.9223994078235291
59.02,0.9225326777334673
59.03,0.9226659476433956
59.04,0.9227992175533389
59.050000000000004,0.922932487463275
59.06,0.9230657573732085
59.07,0.923199027283149
59.08,0.9233322971930904
59.09,0.9234655671030281
59.1,0.9235988370129664
59.11,0.923732106922897
59.120000000000005,0.923865376832839
59.13,0.9239986467427775
59.14,0.9241319166527147
59.15,0.9242651865626568
59.160000000000004,0.9243984564725901
59.17,0.9245317263825233
59.18,0.924664996292464
59.19,0.9247982662024036
59.2,0.9249315361123408
59.21,0.9250648060222695
59.22,0.9251980759322183
59.230000000000004,0.9253313458421529
59.24,0.9254646157520952
59.25,0.9255978856620227
59.26,0.9257311555719594
59.27,0.9258644254819002
59.28,0.9259976953918367
59.29,0.9261309653017747
59.300000000000004,0.9262642352117177
59.31,0.9263975051216606
59.32,0.9265307750315933
59.33,0.926664044941522
59.34,0.9267973148514654
59.35,0.9269305847614033
59.36,0.9270638546713396
59.370000000000005,0.9271971245812799
59.38,0.9273303944912137
59.39,0.9274636644011506
59.4,0.9275969343110954
59.410000000000004,0.9277302042210288
59.42,0.9278634741309615
59.43,0.927996744040902
59.44,0.9281300139508363
59.45,0.9282632838607766
59.46,0.9283965537707146
59.47,0.9285298236806551
59.480000000000004,0.9286630935905945
59.49,0.9287963635005302
59.5,0.9289296334104639
59.51,0.9290623938195132
59.52,0.9291941527210227
59.53,0.9293249363563598
59.54,0.9294547709668672
59.550000000000004,0.9295836827939176
59.56,0.9297116980788747
59.57,0.9298388430630824
59.58,0.929965143987922
59.59,0.9300906270947438
59.6,0.9302153186249041
59.61,0.9303392448197685
59.620000000000005,0.9304624319206958
59.63,0.9305849061690438
59.64,0.9307066938061757
59.65,0.9308278210734526
59.660000000000004,0.9309483142122268
59.67,0.9310681994638716
59.68,0.9311875030697363
59.69,0.9313062512711817
59.7,0.93142447030957
59.71,0.9315421864262603
59.72,0.9316594258626202
59.730000000000004,0.9317762148600014
59.74,0.9318925796597757
59.75,0.9320085465032799
59.76,0.9321241416318927
59.77,0.9322393912869789
59.78,0.9323543217098796
59.79,0.9324689591419688
59.800000000000004,0.9325833298246021
59.81,0.9326974599991441
59.82,0.9328113759069426
59.83,0.9329251037893785
59.84,0.9330386698877929
59.85,0.9331521004435535
59.86,0.933265421698027
59.870000000000005,0.9333786598925554
59.88,0.9334918412685175
59.89,0.933604992067263
