% Model,COMSOL_Three_Pipes_Phase_2.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 21 2026, 16:01"
% Table,Table 1 - c_Sensor
% Time (s),c_CNN (mol/m^3)
72.9,0.9807231170685723
72.91,0.9807513496682344
72.92,0.980779448938458
72.93,0.9808074148792572
72.94,0.9808352474906047
72.95,0.9808629467725322
72.96000000000001,0.9808905127250145
72.97,0.9809179453480698
72.98,0.9809452446416811
72.99,0.9809724106058619
73,0.9809994432406008
73.01,0.9810263425458982
73.02,0.981053108521768
73.03,0.9810797411681998
73.04,0.9811062404851977
73.05,0.9811326064727571
73.06,0.9811588391308815
73.07000000000001,0.9811849384595758
73.08,0.9812109044588253
73.09,0.9812367371286417
73.10000000000001,0.9812624364690243
73.11,0.9812880024799668
73.12,0.9813134351614782
73.13,0.9813400113133756
73.14,0.98136999043557
73.15,0.9813998960198188
73.16,0.9814297280661151
73.17,0.981459486574455
73.18,0.981489171544853
73.19,0.981518782977314
73.2,0.9815483208718131
73.21000000000001,0.981577785228362
73.22,0.9816071760469651
73.23,0.9816364933276089
73.24,0.9816657370703141
73.25,0.9816949072750699
73.26,0.9817240039418743
73.27,0.9817530270707265
73.28,0.9817819766616329
73.29,0.9818108527145835
73.3,0.9818396552295945
73.31,0.9818683842066455
73.32000000000001,0.9818970396457605
73.33,0.9819256215469171
73.34,0.9819541299101233
73.35000000000001,0.9819825647353864
73.36,0.9820109260226962
73.37,0.9820392137720573
73.38,0.9820674279834657
73.39,0.9820955686569267
73.4,0.9821236357924396
73.41,0.9821516293900021
73.42,0.9821795494496224
73.43,0.9822073959712838
73.44,0.9822351689549944
73.45,0.9822628684007637
73.46000000000001,0.9822904943085758
73.47,0.9823180466784482
73.48,0.9823455255103695
73.49,0.9823729308043312
73.5,0.982400262560352
73.51,0.9824275207784179
73.52,0.9824547054585362
73.53,0.9824818166007178
73.54,0.9825088542049331
73.55,0.9825358182712041
73.56,0.982562708799523
73.57000000000001,0.982589525789902
73.58,0.9826162692423254
73.59,0.9826429391567977
73.60000000000001,0.9826695355333259
73.61,0.9826960583718953
73.62,0.9827225076725259
73.63,0.9827488834352097
73.64,0.9827751856599326
73.65,0.9828014143467085
73.66,0.9828275694955481
73.67,0.9828536511064198
73.68,0.982879659179347
73.69,0.9829055937143253
73.7,0.982931454711358
73.71000000000001,0.9829572421704446
73.72,0.9829829560915662
73.73,0.9830085964747526
73.74,0.9830341633199946
73.75,0.9830596566272769
73.76,0.9830850763966156
73.77,0.9831104226280006
73.78,0.9831356953214285
73.79,0.983160894476924
73.8,0.9831860200944613
73.81,0.9832110721740441
73.82000000000001,0.9832360507156908
73.83,0.9832609557193757
73.84,0.9832857871851202
73.85000000000001,0.9833105451129044
73.86,0.9833352295027575
73.87,0.983359840354649
73.88,0.983384377668584
73.89,0.9834088414445767
73.9,0.9834332316826145
73.91,0.9834575483827206
73.92,0.9834817915448657
73.93,0.9835059611690593
73.94,0.9835300572553002
73.95,0.983554079803599
73.96000000000001,0.9835780288139506
73.97,0.9836019042863465
73.98,0.9836257062207994
73.99,0.9836494346172974
74,0.9836730894758424
74.01,0.9836966707964463
74.02,0.9837201785790962
74.03,0.9837436128238048
74.04,0.9837669735305575
74.05,0.9837902606993608
74.06,0.9838134743302148
74.07000000000001,0.9838366144231183
74.08,0.9838596809780743
74.09,0.9838826739950771
74.10000000000001,0.9839055934741374
74.11,0.9839284394152464
74.12,0.9839512118184062
74.13,0.9839739106836041
74.14,0.9839965360108738
74.15,0.9840190878001744
74.16,0.9840415660515397
74.17,0.98406397076495
74.18,0.9840863019404121
74.19,0.9841085595779276
74.2,0.9841307436774839
74.21000000000001,0.9841528542390988
74.22,0.9841748912627659
74.23,0.9841968547484764
74.24,0.9842187446962434
74.25,0.9842405611060664
74.26,0.9842623039779295
74.27,0.9842839733118465
74.28,0.9843055691078088
74.29,0.9843270913658305
74.3,0.9843485400858989
74.31,0.9843699152680284
74.32000000000001,0.9843912169121959
74.33,0.9844124450184112
74.34,0.984433599586683
74.35000000000001,0.9844546806170046
74.36,0.9844756881093786
74.37,0.9844966220637993
74.38,0.9845174824802755
74.39,0.9845382693588052
74.4,0.9845589826993765
74.41,0.9845796225019973
74.42,0.984600188766683
74.43,0.984620681493407
74.44,0.9846411006821892
74.45,0.9846614463330167
74.46000000000001,0.9846817184458981
74.47,0.9847019170208214
74.48,0.9847220420578068
74.49,0.9847420935568331
74.5,0.9847620715179237
74.51,0.9847819759410466
74.52,0.9848018068262288
74.53,0.9848215641734682
74.54,0.9848412479827436
74.55,0.9848608582540881
74.56,0.9848803949874768
74.57000000000001,0.9848998581829119
74.58,0.9849192478403969
74.59,0.9849385639599403
74.60000000000001,0.9849578065415255
74.61,0.9849769755851642
74.62,0.9849960710908457
74.63,0.9850150930585975
74.64,0.9850340414883841
74.65,0.9850529163802249
74.66,0.9850717177341125
74.67,0.9850904455500602
74.68,0.9851090998280487
74.69,0.9851276805680952
74.7,0.9851461877701932
74.71000000000001,0.985164621434333
74.72,0.9851829815605291
74.73,0.9852040782902417
74.74,0.9852258171869204
74.75,0.9852475260549176
74.76,0.9852692048942133
74.77,0.9852908537048345
74.78,0.9853124724867662
74.79,0.9853340612399976
74.8,0.9853556199645478
74.81,0.9853771486604124
74.82000000000001,0.9853986473275864
74.83,0.9854201159660784
74.84,0.9854415545758731
74.85000000000001,0.9854629631569904
74.86,0.9854843417094105
74.87,0.9855056902331424
74.88,0.9855270087281837
74.89,0.9855482971945405
74.9,0.9855695556322134
74.91,0.9855907840411932
74.92,0.9856119824214851
74.93,0.985633150773088
74.94,0.9856542890960078
74.95,0.9856753973902361
74.96000000000001,0.9856964756557808
74.97,0.9857175238926232
74.98,0.9857385421008041
74.99,0.9857595302802742
75,0.9857804884310551
75.01,0.985801416553162
75.02,0.9858223146465757
75.03,0.9858431827112928
75.04,0.9858640207473345
75.05,0.9858848287546822
75.06,0.9859056067333359
75.07000000000001,0.9859263546833046
75.08,0.9859470726045887
75.09,0.9859677604971899
75.10000000000001,0.9859884183610902
75.11,0.9860090461963111
75.12,0.9860296440028462
75.13,0.9860502117806845
75.14,0.9860707495298425
75.15,0.9860912572503004
75.16,0.9861117349420808
75.17,0.9861321826051712
75.18,0.9861526002395773
75.19,0.9861729878452864
75.2,0.9861933454223101
75.21000000000001,0.9862136729706543
75.22,0.9862339704903027
75.23,0.9862542379812611
75.24,0.9862744754435311
75.25,0.9862946828771206
75.26,0.9863148602820123
75.27,0.9863350076582205
75.28,0.9863551250057366
75.29,0.9863752123245713
75.3,0.9863952696147156
75.31,0.9864152968761769
75.32000000000001,0.9864352941089436
75.33,0.9864552613130231
75.34,0.9864751984884139
75.35000000000001,0.986495105635115
75.36,0.9865149827531368
75.37,0.9865348298424533
75.38,0.9865546469030959
75.39,0.9865744339350433
75.4,0.9865941909383079
75.41,0.9866139179128842
75.42,0.9866336148587692
75.43,0.9866532817759659
75.44,0.9866729186644746
75.45,0.986692525524306
75.46000000000001,0.9867121023554322
75.47,0.98673164915788
75.48,0.9867511659316319
75.49,0.9867706526767114
75.5,0.9867901093930862
75.51,0.9868095360807844
75.52,0.9868289327397772
75.53,0.9868482993700965
75.54,0.9868676359717222
75.55,0.9868869425446736
75.56,0.9869062190889183
75.57000000000001,0.9869254656044859
75.58,0.9869446820913604
75.59,0.9869638685495461
75.60000000000001,0.9869830249790481
75.61,0.9870021513798629
75.62,0.9870212477519839
75.63,0.987040314095414
75.64,0.9870593504101651
75.65,0.9870783566962226
75.66,0.9870973329535935
75.67,0.9871162791822746
75.68,0.98713519538227
75.69,0.9871540815535793
75.7,0.9871729376961933
75.71000000000001,0.9871917638101203
75.72,0.9872105598953613
75.73,0.9872293259519177
75.74,0.9872480619797823
75.75,0.9872667679789646
75.76,0.9872854439494545
75.77,0.9873040898912495
75.78,0.9873227058043714
75.79,0.9873412916887903
75.8,0.9873598475445309
75.81,0.9873783733715743
75.82000000000001,0.9873968691699374
75.83,0.9874153349396041
75.84,0.9874337706805938
75.85000000000001,0.9874521763928858
75.86,0.9874705520764938
75.87,0.9874888977314188
75.88,0.9875072133576418
75.89,0.9875254989551927
75.9,0.9875437545240445
75.91,0.9875619800642103
75.92,0.9875801755756909
75.93,0.9875983410584799
75.94,0.9876164765125827
75.95,0.9876345819379919
75.96000000000001,0.9876526573347281
75.97,0.9876707027027637
75.98,0.9876887180421167
75.99,0.9877067033527812
76,0.9877246586347501
76.01,0.9877425838880414
76.02,0.9877604791126293
76.03,0.9877783443085402
76.04,0.9877961794757661
76.05,0.9878139846142944
76.06,0.9878317597241406
76.07000000000001,0.9878495048052909
76.08,0.9878672198577648
76.09,0.9878849048815558
76.10000000000001,0.9879025598766392
76.11,0.9879201848430397
76.12,0.9879377797807568
76.13,0.9879553446897852
76.14,0.9879728795701206
76.15,0.9879903844217812
76.16,0.9880078592447399
76.17,0.9880253040390181
76.18,0.988042718804603
76.19,0.9880601035415049
76.2,0.9880774582497153
76.21000000000001,0.9880947829292304
76.22,0.9881120775800705
76.23,0.9881293422022165
76.24,0.9881465767956732
76.25,0.988163781360443
76.26,0.9881809558965317
76.27,0.9881981004039264
76.28,0.988215214882628
76.29,0.9882322993326473
76.3,0.9882493537539765
76.31,0.9882663781466237
76.32000000000001,0.9882835900710544
76.33,0.9883011910506191
76.34,0.9883187699027333
76.35000000000001,0.9883363266273822
76.36,0.9883538612245846
76.37,0.9883713736943307
76.38,0.9883888640366161
76.39,0.9884063322514559
76.4,0.9884237783388465
76.41,0.9884412022987711
76.42,0.9884586041312537
76.43,0.9884759838362621
76.44,0.9884933414138309
76.45,0.9885106768639492
76.46000000000001,0.9885279901866075
76.47,0.9885452813818133
76.48,0.9885625504495663
76.49,0.9885797973898593
76.5,0.9885970222027038
76.51,0.9886142248880879
76.52,0.9886314054460263
76.53,0.988648563876506
76.54,0.9886657001795331
76.55,0.9886828143551077
76.56,0.9886999064032228
76.57000000000001,0.9887169763238897
76.58,0.9887340241170949
76.59,0.9887510497828498
76.60000000000001,0.9887680533211559
76.61,0.9887850347320024
76.62,0.9888019940153957
76.63,0.9888189311713359
76.64,0.9888358461998268
76.65,0.9888527391008531
76.66,0.9888696098744305
76.67,0.9888864585205434
76.68,0.9889032850392182
76.69,0.9889200894304374
76.7,0.9889368716941935
76.71000000000001,0.9889536318305083
76.72,0.9889703698393557
76.73,0.9889870857207534
76.74,0.9890037794747003
76.75,0.9890204511011907
76.76,0.9890371006002184
76.77,0.989053727971808
76.78,0.9890703332159345
76.79,0.9890869163326067
76.8,0.9891034773218261
76.81,0.9891200161835878
76.82000000000001,0.9891365329179078
76.83,0.9891530275247651
76.84,0.9891695000041626
76.85000000000001,0.9891859503561158
76.86,0.9892023785806051
76.87,0.9892187846776432
76.88,0.9892351686472272
76.89,0.9892515304893686
76.9,0.9892678702040459
76.91,0.9892841877912654
76.92,0.9893004832510394
76.93,0.9893167565833572
76.94,0.9893330077882192
76.95,0.9893492368656276
76.96000000000001,0.9893654438155812
76.97,0.9893816286380809
76.98,0.9893977913331308
76.99,0.9894139319007174
77,0.9894300503408557
77.01,0.989446146653543
77.02,0.989462220838766
77.03,0.9894782728965437
77.04,0.9894943028268643
77.05,0.9895103106297283
77.06,0.9895262963051439
77.07000000000001,0.9895422598531074
77.08,0.9895582012736086
77.09,0.9895741205666603
77.10000000000001,0.9895900177322547
77.11,0.9896058927703983
77.12,0.989621745681083
77.13,0.9896375764643238
77.14,0.9896533851201073
77.15,0.9896691716484288
77.16,0.9896849360492974
77.17,0.9897006783227196
77.18,0.989716398468681
77.19,0.9897320964871905
77.2,0.9897477723782463
77.21000000000001,0.9897634261418483
77.22,0.9897790577779961
77.23,0.9897946672866906
77.24,0.9898102546679262
77.25,0.9898258199217069
77.26,0.9898413630480483
77.27,0.9898568840469183
77.28,0.9898723829183341
77.29,0.9898878596623132
77.3,0.9899033142788264
77.31,0.9899187467678907
77.32000000000001,0.9899341571294914
77.33,0.989949545363649
77.34,0.9899649114703458
77.35000000000001,0.9899802554495851
77.36,0.9899955773013788
77.37,0.9900108770257138
77.38,0.9900261546225912
77.39,0.9900414100920251
77.4,0.9900566434340008
77.41,0.9900718546485151
77.42,0.9900870437355789
77.43,0.990102210695197
77.44,0.990117355527353
77.45,0.9901324782320514
77.46000000000001,0.9901475788092978
77.47,0.9901626572590906
77.48,0.9901777135814441
77.49,0.9901927477763205
77.5,0.9902077598437555
77.51,0.9902227497837357
77.52,0.9902377175962626
77.53,0.9902526632813281
77.54,0.990267586838945
77.55,0.9902824882691118
77.56,0.9902973675718162
77.57000000000001,0.9903122247470706
77.58,0.9903270597948689
77.59,0.990341872715207
77.60000000000001,0.9903566635081094
77.61,0.990371432173541
77.62,0.9903861787115263
77.63,0.9904009031220631
77.64,0.9904156054051264
77.65,0.9904302855607541
77.66,0.9904449435889221
77.67,0.9904595794896297
77.68,0.9904741932628975
77.69,0.9904887849086922
77.7,0.9905033544270441
77.71000000000001,0.9905179018179459
77.72,0.9905324270813914
77.73,0.9905469302173711
77.74,0.9905614112259091
77.75,0.9905758701069882
77.76,0.990590306860615
77.77,0.990604721486782
77.78,0.9906191139855038
77.79,0.9906334843567687
77.8,0.9906478326005754
77.81,0.9906621587169292
77.82000000000001,0.9906764627058289
77.83,0.9906907445672806
77.84,0.9907050043012716
77.85000000000001,0.99071924190781
77.86,0.9907334573868919
77.87,0.9907476507385281
77.88,0.9907618219627048
77.89,0.9907759710594233
77.9,0.9907900980286959
77.91,0.9908042028705092
77.92,0.9908186698272005
77.93,0.9908331705719782
77.94,0.9908476546157133
77.95,0.9908621219584193
77.96000000000001,0.9908765726000802
77.97,0.990891006540708
77.98,0.9909054237802912
77.99,0.9909198243188501
78,0.9909342081563668
78.01,0.9909485752928325
78.02,0.9909629257282784
78.03,0.9909772594626746
78.04,0.9909915764960375
78.05,0.991005876828363
78.06,0.9910201604596526
78.07000000000001,0.9910344273899017
78.08,0.9910486776191176
78.09,0.9910629111472902
78.10000000000001,0.9910771279744255
78.11,0.9910913281005236
78.12,0.9911055115255842
78.13,0.9911196782496137
78.14,0.9911338282726011
78.15,0.9911479615945533
78.16,0.9911620782154656
78.17,0.9911761781353318
78.18,0.9911902613541722
78.19,0.9912043278719778
78.2,0.9912183776887381
78.21000000000001,0.9912324108044622
78.22,0.9912464272191478
78.23,0.9912604269327939
78.24,0.9912744099454047
78.25,0.9912883762569876
78.26,0.9913023258675205
78.27,0.9913162587770217
78.28,0.9913301749854789
78.29,0.9913440744929041
78.3,0.9913579572992908
78.31,0.9913718234046373
78.32000000000001,0.9913856728089504
78.33,0.9913995055122234
78.34,0.9914133215144595
78.35000000000001,0.9914271208156573
78.36,0.9914409034158173
78.37,0.9914546693149482
78.38,0.9914684185130324
78.39,0.9914821510100725
78.4,0.9914958668060957
78.41,0.9915095659010631
78.42,0.9915232482949932
78.43,0.9915369139878948
78.44,0.9915505629797499
78.45,0.9915641952705783
78.46000000000001,0.9915778108603621
78.47,0.9915914097491071
78.48,0.9916049919368229
78.49,0.991618557423492
78.5,0.9916321062091253
78.51,0.9916456382937199
78.52,0.9916591536772787
78.53,0.9916726523598064
78.54,0.9916861343412873
78.55,0.9916995996217377
78.56,0.9917130482011455
78.57000000000001,0.991726480079517
78.58,0.9917398952568525
78.59,0.9917532937331525
78.60000000000001,0.9917666755084092
78.61,0.9917800405826291
78.62,0.9917933889558147
78.63,0.9918067206279574
78.64,0.9918200355990642
78.65,0.9918333338691414
78.66,0.9918466154381765
78.67,0.9918598803061778
78.68,0.9918731284731301
78.69,0.9918863599390562
78.7,0.9918995747039301
78.71000000000001,0.9919127727677791
78.72,0.99192595413059
78.73,0.9919391187923569
78.74,0.9919522667530825
78.75,0.9919653980127838
78.76,0.9919785125714439
78.77,0.9919916104290701
78.78,0.9920046915856534
78.79,0.9920177560412003
78.8,0.9920308037957021
78.81,0.9920438348491746
78.82000000000001,0.9920568492016052
78.83,0.9920698468530027
78.84,0.9920828278033562
78.85000000000001,0.9920957920526768
78.86,0.9921087396009524
78.87,0.9921216704482051
78.88,0.9921345845944144
78.89,0.9921474820395833
78.9,0.9921603627837109
78.91,0.9921732268268096
78.92,0.9921860741688611
78.93,0.9921989048098864
78.94,0.9922117187498637
78.95,0.9922245159888059
78.96000000000001,0.9922372965267173
78.97,0.9922500603635884
78.98,0.9922628074994183
78.99,0.9922755379342114
79,0.9922882516679651
79.01,0.9923009487006924
79.02,0.9923136290323692
79.03,0.9923262926630128
79.04,0.9923389395926273
79.05,0.9923515698211871
79.06,0.9923641833487198
79.07000000000001,0.9923767801752188
79.08,0.9923893603006652
79.09,0.9924019237250848
79.10000000000001,0.9924144704484648
79.11,0.9924270004708022
79.12,0.992439513792111
79.13,0.9924520104123815
79.14,0.9924644903316172
79.15,0.9924769535498089
79.16,0.9924894000669633
79.17,0.9925018298830787
79.18,0.9925142429981565
79.19,0.992526639412194
79.2,0.9925390191252041
79.21000000000001,0.9925513821371683
79.22,0.9925637284480978
79.23,0.992576058057996
79.24,0.9925883709668518
79.25,0.9926006671746684
79.26,0.9926129466814497
79.27,0.9926252094871867
79.28,0.9926374555918941
79.29,0.9926496849955604
79.3,0.9926618976981896
79.31,0.9926740936997784
79.32000000000001,0.9926862730003343
79.33,0.9926984355998533
79.34,0.9927105814983308
79.35000000000001,0.9927227106957741
79.36,0.9927348231921723
79.37,0.9927469189875407
79.38,0.9927589980818716
79.39,0.992771060475159
79.4,0.9927831061674137
79.41,0.9927951351586414
79.42,0.9928071474488072
79.43,0.9928191430379534
79.44,0.9928311219260519
79.45,0.9928430841131135
79.46000000000001,0.9928550295991502
79.47,0.9928669583841411
79.48,0.9928788704680936
79.49,0.9928907658510044
79.5,0.992902644532884
79.51,0.9929145065137311
79.52,0.9929263517935283
79.53,0.9929381803722936
79.54,0.992949992250014
79.55,0.9929617874267139
79.56,0.9929735659023685
79.57000000000001,0.9929853276769778
79.58,0.9929970727505528
79.59,0.9930088011230896
79.60000000000001,0.9930205127945942
79.61,0.9930322077650628
79.62,0.9930438860344862
79.63,0.9930555476028774
79.64,0.9930671924702289
79.65,0.9930788206365444
79.66,0.9930904321018277
79.67,0.9931020268660553
79.68,0.9931136049292569
79.69,0.9931251662914214
79.7,0.9931367109525545
79.71000000000001,0.9931482389126388
79.72,0.9931597501716982
79.73,0.9931712447297082
79.74,0.9931827225866743
79.75,0.9931941837426201
79.76,0.9932056281975209
79.77,0.9932170559513883
79.78,0.9932284670042132
79.79,0.9932398613560024
79.8,0.9932512390067526
79.81,0.9932625999564625
79.82000000000001,0.9932739442051374
79.83,0.9932852717527788
79.84,0.9932965825993725
79.85000000000001,0.9933078767449398
79.86,0.9933191541894666
79.87,0.9933304149329496
79.88,0.9933416589754002
79.89,0.9933528863168167
79.9,0.9933640969571886
79.91,0.9933752908965301
79.92,0.9933864681348277
79.93,0.9933976286720836
79.94,0.9934087725083146
79.95,0.9934198996435002
79.96000000000001,0.9934310100776496
79.97,0.9934421038107669
79.98,0.9934531808428355
79.99,0.9934642411738734
80,0.9934752848038748
80.01,0.9934863117328381
80.02,0.9934973219607605
80.03,0.9935083154876437
80.04,0.9935192923134968
80.05,0.9935302524383095
80.06,0.99354119586208
80.07000000000001,0.9935521225848141
80.08,0.9935630326065188
80.09,0.9935739259271781
80.10000000000001,0.9935848025468038
80.11,0.9935956624653826
80.12,0.9936065056829394
80.13,0.9936173321994431
80.14,0.9936281420149186
80.15,0.9936389351293594
80.16,0.9936497115427534
80.17,0.9936604712551163
80.18,0.993671214266441
80.19,0.993681940576722
80.2,0.9936926501859737
80.21000000000001,0.993703343094179
80.22,0.9937140193013515
80.23,0.9937246788074903
80.24,0.9937353216125902
80.25,0.9937459477166418
80.26,0.9937565571196718
80.27,0.9937671498216538
80.28,0.9937777258226032
80.29,0.9937882851225126
80.3,0.9937988277213803
80.31,0.9938093536192222
80.32000000000001,0.9938198628160144
80.33,0.9938303553117734
80.34,0.9938408311064966
80.35000000000001,0.9938512902001831
80.36,0.9938617325928312
80.37,0.9938721582844439
80.38,0.9938825672750068
80.39,0.9938929595645435
80.4,0.9939033351530387
80.41,0.9939136940405026
80.42,0.9939240362269205
80.43,0.9939343617123069
80.44,0.9939446704966425
80.45,0.9939549625799593
80.46000000000001,0.9939652379622342
80.47,0.9939754966434671
80.48,0.9939857386236625
80.49,0.9939959639028203
80.5,0.9940061724809409
80.51,0.9940163643580227
80.52,0.9940265395340704
80.53,0.9940366980090776
80.54,0.9940468397830476
80.55,0.9940569648559857
80.56,0.9940670732278789
80.57000000000001,0.994077164898732
80.58,0.9940872398685572
80.59,0.9940972981373386
80.60000000000001,0.9941073397050816
80.61,0.9941173645717928
80.62,0.9941273727374592
80.63,0.9941373642020926
80.64,0.9941473389656842
80.65,0.9941572970282463
80.66,0.994167238389767
80.67,0.9941771630502428
80.68,0.9941870710096943
80.69,0.9941969622680977
80.7,0.9942068368254653
80.71000000000001,0.9942166946818034
80.72,0.9942265358370884
80.73,0.9942363602913464
80.74,0.9942461680445657
80.75,0.9942559590967487
80.76,0.9942657334478949
80.77,0.9942754910980104
80.78,0.9942852320470635
80.79,0.9942949562951018
80.8,0.9943046638420899
80.81,0.9943143546880521
80.82000000000001,0.9943240288329709
80.83,0.9943336862768479
80.84,0.9943433270196913
80.85000000000001,0.9943529510614961
80.86,0.9943625584022647
80.87,0.9943721490419959
80.88,0.994381722980693
80.89,0.9943912802183476
80.9,0.9944008207549643
80.91,0.99441034459055
80.92,0.9944198517250862
80.93,0.9944293421585957
80.94,0.9944388158910632
80.95,0.9944482729224877
80.96000000000001,0.9944577132528868
80.97,0.994467136882237
80.98,0.994476543810559
80.99,0.994485934037836
81,0.9944953075640838
81.01,0.9945046643892829
81.02,0.9945140045134475
81.03,0.9945233279365879
81.04,0.9945326346586726
81.05,0.9945419246797302
81.06,0.9945511979997506
81.07000000000001,0.9945604546187192
81.08,0.9945696945366665
81.09,0.9945789177535718
81.10000000000001,0.9945881242694381
81.11,0.9945940802739326
81.12,0.9945999027566481
81.13,0.9946057252393679
81.14,0.9946115477220823
81.15,0.9946173702047977
81.16,0.994623192687513
81.17,0.9946290151702221
81.18,0.9946348376529356
81.19,0.9946406601356556
81.2,0.9946464826183654
81.21000000000001,0.9946523051010802
81.22,0.9946581275837983
81.23,0.9946639500665123
81.24,0.9946697725492355
81.25,0.9946755950319394
81.26,0.9946814175146508
81.27,0.994687239997369
81.28,0.9946930624800874
81.29,0.9946988849628011
81.3,0.9947047074455128
81.31,0.9947105299282257
81.32000000000001,0.9947163524109474
81.33,0.9947221748936546
81.34,0.9947279973763749
81.35000000000001,0.9947338198590918
81.36,0.9947396423417961
81.37,0.9947454648245212
81.38,0.9947512873072377
81.39,0.9947571097899478
81.4,0.9947629322726577
81.41,0.9947687547553774
81.42,0.9947745772380917
81.43,0.9947803997208039
81.44,0.9947862222035248
81.45,0.9947920446862393
81.46000000000001,0.9947978671689521
81.47,0.9948036896516688
81.48,0.9948095121343818
81.49,0.9948153346170956
81.5,0.994821157099815
81.51,0.9948269795825236
81.52,0.9948328020652383
81.53,0.9948386245479559
81.54,0.9948444470306707
81.55,0.9948502695133807
81.56,0.9948560919960929
81.57000000000001,0.9948619144788147
81.58,0.9948677369615277
81.59,0.9948735594442417
81.60000000000001,0.994879381926962
81.61,0.9948852044096655
81.62,0.9948910268923914
81.63,0.9948968493751
81.64,0.9949026718578151
81.65,0.9949084943405323
81.66,0.9949143168232427
81.67,0.994920139305961
81.68,0.9949259617886771
81.69,0.9949317842713928
81.7,0.9949376067541057
81.71000000000001,0.9949434292368213
81.72,0.9949492517195351
81.73,0.9949550742022496
81.74,0.9949608966849688
81.75,0.9949667191676765
81.76,0.9949725416503876
81.77,0.9949783641331085
81.78,0.9949841866158255
81.79,0.9949900090985359
81.8,0.994995831581256
81.81,0.9950016540639671
81.82000000000001,0.9950074765466776
81.83,0.9950132990293972
81.84,0.995019121512113
81.85000000000001,0.9950249439948275
81.86,0.9950307664775407
81.87,0.9950365889602603
81.88,0.9950424114429751
81.89,0.9950482339256872
81.9,0.9950540564084022
81.91,0.9950598788911164
81.92,0.9950657013738233
81.93,0.9950715238565427
81.94,0.9950773463392503
81.95,0.9950831688219731
81.96000000000001,0.9950889913046969
81.97,0.9950948137874106
81.98,0.9951006362701238
81.99,0.9951064587528311
82,0.9951122812355515
82.01,0.9951181037182637
82.02,0.9951239262009803
82.03,0.9951297486836954
82.04,0.9951355711664092
82.05,0.995141393649114
82.06,0.9951472161318338
82.07000000000001,0.9951530386145561
82.08,0.9951588610972654
82.09,0.9951646835799766
82.10000000000001,0.9951705060626957
82.11,0.9951763285454097
82.12,0.9951821510281244
82.13,0.9951879735108373
82.14,0.9951937959935538
82.15,0.9951996184762765
82.16,0.995205440958988
82.17,0.995211263441706
82.18,0.9952170859244175
82.19,0.9952229084071322
82.2,0.995228730889842
82.21000000000001,0.995234553372562
82.22,0.9952403758552758
82.23,0.9952461983379879
82.24,0.9952520208207101
82.25,0.9952578433034195
82.26,0.9952636657861343
82.27,0.9952694882688482
82.28,0.9952753107515618
82.29,0.9952811332342824
82.3,0.9952869557169933
82.31,0.9952927781997043
82.32000000000001,0.9952986006824205
82.33,0.995304423165138
82.34,0.9953102456478515
82.35000000000001,0.9953160681305631
82.36,0.9953218906132785
82.37,0.9953277130959968
82.38,0.9953335355787053
82.39,0.9953393580614232
82.4,0.9953451805441347
82.41,0.9953510030268571
82.42,0.9953568255095673
82.43,0.9953626479922852
82.44,0.9953684704749883
82.45,0.99537429295771
82.46000000000001,0.9953801154404235
82.47,0.995385937923141
82.48,0.9953917604058552
82.49,0.9953975828885718
82.5,0.9954034053712902
82.51,0.9954092278540072
82.52,0.9954150503367134
82.53,0.9954208728194285
82.54,0.995426695302147
82.55,0.9954325177848602
82.56,0.9954383402675815
82.57000000000001,0.9954441627502909
82.58,0.9954499852330021
82.59,0.995455807715718
82.60000000000001,0.9954616301984373
82.61,0.9954674526811504
82.62,0.9954732751638602
82.63,0.9954790976465776
82.64,0.9954849201292871
82.65,0.995490742612007
82.66,0.9954965650947186
82.67,0.9955023875774396
82.68,0.9955082100601527
82.69,0.995514032542863
82.7,0.995519855025582
82.71000000000001,0.9955256775083001
82.72,0.9955314999910114
82.73,0.9955373224737305
82.74,0.9955431449564417
82.75,0.9955489674391514
82.76,0.9955547899218687
82.77,0.9955606124045885
82.78,0.9955664348872977
82.79,0.9955722573700162
82.8,0.9955780798527352
82.81,0.9955839023354398
82.82000000000001,0.9955897248181633
82.83,0.9955955473008791
82.84,0.9956013697835888
82.85000000000001,0.9956071922663039
82.86,0.9956130147490149
82.87,0.9956188372317298
82.88,0.9956246597144454
82.89,0.9956304821971708
82.9,0.9956363046798707
82.91,0.9956421271625979
82.92,0.995647949645304
82.93,0.9956537721280283
82.94,0.995659594610734
82.95,0.9956654170934509
82.96000000000001,0.9956712395761669
82.97,0.9956770620588827
82.98,0.9956828845415945
82.99,0.9956887070243086
83,0.9956945295070333
83.01,0.995700351989743
83.02,0.9957061744724577
83.03,0.9957119969551717
83.04,0.9957178194378733
83.05,0.9957236419206013
83.06,0.9957294644033147
83.07000000000001,0.9957352868860289
83.08,0.9957411093687423
83.09,0.9957469318514548
83.10000000000001,0.9957527543341744
83.11,0.9957585768168858
83.12,0.9957643992996044
83.13,0.9957702217823114
83.14,0.9957760442650305
83.15,0.9957818667477412
83.16,0.9957876892304584
83.17,0.995793511713173
83.18,0.9957993341958903
83.19,0.9958051566786077
83.2,0.9958109791613218
83.21000000000001,0.9958168016440313
83.22,0.9958226241267548
83.23,0.9958284466094612
83.24,0.9958342690921836
83.25,0.9958400915748926
83.26,0.9958459140576044
83.27,0.9958517365403212
83.28,0.9958575590230393
