% Model,COMSOL_Single_Pipe.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 17 2026, 11:12"
% Table,Table_c_Sensor - c_Pipe_1_Sensor
% Time (s),c_Pipe_1 (mol/m^3),c_Pipe_1_Phase_2 (mol/m^3)
11.870000000000001,0.9999999337339415,1.0000532728430442
11.88,0.9999999288501663,1.0000532728430442
11.89,0.9999999239663792,1.0000532728430442
11.9,0.9999999190825989,1.0000532728430442
11.91,0.9999999141988223,1.0000532728430442
11.92,0.9999999093150485,1.0000532728430442
11.93,0.9999999044312615,1.0000532728430442
11.94,0.9999998995474866,1.0000532728430442
11.950000000000001,0.9999998946637008,1.0000532728430442
11.96,0.9999998897799294,1.0000532728430442
11.97,0.9999998848961463,1.0000532728430442
11.98,0.999999880012372,1.0000532728430442
11.99,0.9999998751285931,1.0000532728430442
12,0.999999870244812,1.0000532728430442
12.01,0.999999865361039,1.0000532728430442
12.02,0.9999998604772597,1.0000532728430442
12.030000000000001,0.9999998555934848,1.0000532728430442
12.040000000000001,0.9999998507096997,1.0000532728430442
12.05,0.9999998458259189,1.0000532728430442
12.06,0.9999998409421391,1.0000532728430442
12.07,0.9999998360583676,1.0000532728430442
12.08,0.9999998311745938,1.0000532728430442
12.09,0.9999998262908053,1.0000532728430442
12.1,0.9999998214070319,1.0000532728430442
12.11,0.9999998165232585,1.0000532728430442
12.120000000000001,0.99999981163948,1.0000532728430442
12.13,0.9999998067556966,1.0000532728430442
12.14,0.9999998018719232,1.0000532728430442
12.15,0.9999997969881409,1.0000532728430442
12.16,0.9999997921043637,1.0000532728430442
12.17,0.9999997872205837,1.0000532728430442
12.18,0.9999997823368075,1.0000532728430442
12.19,0.9999997774530253,1.0000532728430442
12.200000000000001,0.999999772569239,1.0000532728430442
12.21,0.9999997676854641,1.0000532728430442
12.22,0.9999997628016927,1.0000532728430442
12.23,0.999999757917908,1.0000532728430442
12.24,0.9999997530341305,1.0000532728430442
12.25,0.9999997481503504,1.0000532728430442
12.26,0.9999997432665726,1.0000532728430442
12.27,0.9999997383827934,1.0000532728430442
12.280000000000001,0.9999997334990152,1.0000532728430442
12.290000000000001,0.9999997286152358,1.0000532728430442
12.3,0.9999997237314596,1.0000532728430442
12.31,0.999999718847676,1.0000532728430442
12.32,0.9999997139639011,1.0000532728430442
12.33,0.9999997090801275,1.0000532728430442
12.34,0.9999997041963481,1.0000532728430442
12.35,0.999999699312569,1.0000532728430442
12.36,0.9999996944287903,1.0000532728430442
12.370000000000001,0.999999689545011,1.0000532728430442
12.38,0.999999684661238,1.0000532728430442
12.39,0.9999996797774513,1.0000532728430442
12.4,0.9999996748936715,1.0000532728430442
12.41,0.9999996700098966,1.0000532728430442
12.42,0.9999996651261113,1.0000532728430442
12.43,0.999999660242339,1.0000532728430442
12.44,0.9999996553585654,1.0000532728430442
12.450000000000001,0.9999996504747829,1.0000532728430442
12.46,0.999999645591002,1.0000532728430442
12.47,0.9999996407072205,1.0000532728430442
12.48,0.9999996358234386,1.0000532728430442
12.49,0.9999996309396546,1.0000532728430442
12.5,0.9999996260558763,1.0000532728430442
12.51,0.9999996211721005,1.0000532728430442
12.52,0.9999996162883245,1.0000532728430442
12.530000000000001,0.9999996114045445,1.0000532728430442
12.540000000000001,0.9999996065207687,1.0000532728430442
12.55,0.9999996016369935,1.0000532728430442
12.56,0.9999995967532166,1.0000532728430442
12.57,0.9999995918694323,1.0000532728430442
12.58,0.9999995869856545,1.0000532728430442
12.59,0.9999995821018772,1.0000532728430442
12.6,0.9999995772181027,1.0000532728430442
12.61,0.9999995723343253,1.0000532728430442
12.620000000000001,0.9999995674505466,1.0000532728430442
12.63,0.999999562566765,1.0000532728430442
12.64,0.9999995576829835,1.0000532728430442
12.65,0.9999995527992062,1.0000532728430442
12.66,0.9999995479154221,1.0000532728430442
12.67,0.9999995430316452,1.0000532728430442
12.68,0.9999995381478693,1.0000532728430442
12.69,0.9999995332640871,1.0000532728430442
12.700000000000001,0.9999995283803129,1.0000532728430442
12.71,0.9999995234965346,1.0000532728430442
12.72,0.999999518612765,1.0000532728430442
12.73,0.9999995137289843,1.0000532728430442
12.74,0.9999995088452059,1.0000532728430442
12.75,0.9999995039614308,1.0000532728430442
12.76,0.9999994990776496,1.0000532728430442
12.77,0.9999994941938771,1.0000532728430442
12.780000000000001,0.99999948931009,1.0000532728430442
12.790000000000001,0.9999994844263101,1.0000532728430442
12.8,0.9999994795425358,1.0000532728430442
12.81,0.9999994746587657,1.0000532728430442
12.82,0.9999994697749826,1.0000532728430442
12.83,0.9999994648912014,1.0000532728430442
12.84,0.9999994600074245,1.0000532728430442
12.85,0.9999994551236415,1.0000532728430442
12.86,0.9999994502398589,1.0000532728430442
12.870000000000001,0.9999994453560751,1.0000532728430442
12.88,0.9999994404723013,1.0000532728430442
12.89,0.9999994355885286,1.0000532728430442
12.9,0.999999430704747,1.0000532728430442
12.91,0.9999994258209695,1.0000532728430442
12.92,0.9999994209371923,1.0000532728430442
12.93,0.9999994160534122,1.0000532728430442
12.94,0.9999994111696395,1.0000532728430442
12.950000000000001,0.9999994062858575,1.0000532728430442
12.96,0.9999994014020827,1.0000532728430442
12.97,0.9999993965182966,1.0000532728430442
12.98,0.9999993916345177,1.0000532728430442
12.99,0.9999993867507341,1.0000532728430442
13,0.9999993818669616,1.0000532728430442
13.01,0.999999376983188,1.0000532728430442
13.02,0.999999372099403,1.0000532728430442
13.030000000000001,0.9999993672156269,1.0000532728430442
13.040000000000001,0.9999993623318477,1.0000532728430442
13.05,0.9999993625753232,1.0000532728430442
13.06,0.9999993645347676,1.0000532728430442
13.07,0.9999993664942121,1.0000532728430442
13.08,0.999999368453663,1.0000532728430442
13.09,0.9999993704131035,1.0000532728430442
13.1,0.9999993723725521,1.0000532728430442
13.11,0.9999993743319897,1.0000532728430442
13.120000000000001,0.9999993762914315,1.0000532728430442
13.13,0.999999378250878,1.0000532728430442
13.14,0.9999993802103236,1.0000532728430442
13.15,0.999999382169768,1.0000532728430442
13.16,0.9999993841292063,1.0000532728430442
13.17,0.9999993860886519,1.0000532728430442
13.18,0.9999993880481,1.0000532728430442
13.19,0.9999993900075462,1.0000532728430442
13.200000000000001,0.9999993919669834,1.0000532728430442
13.21,0.9999993939264276,1.0000532728430442
13.22,0.9999993958858725,1.0000532728430442
13.23,0.9999993978453192,1.0000532728430442
13.24,0.9999993998047637,1.0000532728430442
13.25,0.9999994017642038,1.0000532728430442
13.26,0.9999994037236546,1.0000532728430442
13.27,0.9999994056830949,1.0000532728430442
13.280000000000001,0.9999994076425385,1.0000532728430442
13.290000000000001,0.9999994096019854,1.0000532728430442
13.3,0.99999941156143,1.0000532728430442
13.31,0.9999994135208745,1.0000532728430442
13.32,0.9999994154803188,1.0000532728430442
13.33,0.9999994174397637,1.0000532728430442
13.34,0.9999994193992027,1.0000532728430442
13.35,0.9999994213586495,1.0000532728430442
13.36,0.9999994233181004,1.0000532728430442
13.370000000000001,0.9999994252775483,1.0000532728430442
13.38,0.999999427236991,1.0000532728430442
13.39,0.9999994291964305,1.0000532728430442
13.4,0.9999994311558721,1.0000532728430442
13.41,0.9999994331153248,1.0000532728430442
13.42,0.9999994350747662,1.0000532728430442
13.43,0.9999994370342051,1.0000532728430442
13.44,0.9999994389936535,1.0000532728430442
13.450000000000001,0.9999994409531036,1.0000532728430442
13.46,0.9999994429125423,1.0000532728430442
13.47,0.9999994448719803,1.0000532728430442
13.48,0.9999994468314333,1.0000532728430442
13.49,0.9999994487908732,1.0000532728430442
13.5,0.9999994507503182,1.0000532728430442
13.51,0.999999452709762,1.0000532728430442
13.52,0.9999994546692036,1.0000532728430442
13.530000000000001,0.9999994566286519,1.0000532728430442
13.540000000000001,0.99999945858809,1.0000532728430442
13.55,0.9999994605475361,1.0000532728430442
13.56,0.9999994625069868,1.0000532728430442
13.57,0.9999994644664317,1.0000532728430442
13.58,0.9999994664258689,1.0000532728430442
13.59,0.9999994683853162,1.0000532728430442
13.6,0.9999994703447589,1.0000532728430442
13.61,0.9999994723042023,1.0000532728430442
13.620000000000001,0.999999474263651,1.0000532728430442
13.63,0.9999994762230927,1.0000532728430442
13.64,0.9999994781825388,1.0000532728430442
13.65,0.9999994801419826,1.0000532728430442
13.66,0.9999994821014251,1.0000532728430442
13.67,0.9999994840608711,1.0000532728430442
13.68,0.999999486020312,1.0000532728430442
13.69,0.9999994879797562,1.0000532728430442
13.700000000000001,0.9999994899392038,1.0000532728430442
13.71,0.9999994918986495,1.0000532728430442
13.72,0.9999994938580906,1.0000532728430442
13.73,0.9999994958175352,1.0000532728430442
13.74,0.9999994977769844,1.0000532728430442
13.75,0.9999994997364193,1.0000532728430442
13.76,0.9999995016958667,1.0000532728430442
13.77,0.9999995036553134,1.0000532728430442
13.780000000000001,0.9999995056147609,1.0000532728430442
13.790000000000001,0.9999995075742065,1.0000532728430442
13.8,0.9999995095336472,1.0000532728430442
13.81,0.9999995114930988,1.0000532728430442
13.82,0.9999995134525377,1.0000532728430442
13.83,0.9999995154119755,1.0000532728430442
13.84,0.99999951737142,1.0000532728430442
13.85,0.9999995193308618,1.0000532728430442
13.86,0.9999995212903059,1.0000532728430442
13.870000000000001,0.9999995232497587,1.0000532728430442
13.88,0.9999995252092008,1.0000532728430442
13.89,0.9999995271686384,1.0000532728430442
13.9,0.9999995291280849,1.0000532728430442
13.91,0.9999995310875351,1.0000532728430442
13.92,0.9999995330469824,1.0000532728430442
13.93,0.9999995350064202,1.0000532728430442
13.94,0.9999995369658743,1.0000532728430442
13.950000000000001,0.9999995389253135,1.0000532728430442
13.96,0.9999995408847566,1.0000532728430442
13.97,0.9999995428441988,1.0000532728430442
13.98,0.9999995448036433,1.0000532728430442
13.99,0.9999995467630851,1.0000532728430442
14,0.999999548722534,1.0000532728430442
14.01,0.9999995506819752,1.0000532728430442
14.02,0.9999995526414187,1.0000532728430442
14.030000000000001,0.9999995546008639,1.0000532728430442
14.040000000000001,0.9999995565603077,1.0000532728430442
14.05,0.9999995585197531,1.0000532728430442
14.06,0.9999995604792017,1.0000532728430442
14.07,0.9999995624386424,1.0000532728430442
14.08,0.999999564398092,1.0000532728430442
14.09,0.9999995663575307,1.0000532728430442
14.1,0.9999995683169732,1.0000532728430442
14.11,0.9999995702764162,1.0000532728430442
14.120000000000001,0.9999995722358581,1.0000532728430442
14.13,0.9999995741953055,1.0000532728430442
14.14,0.9999995761547538,1.0000532728430442
14.15,0.9999995781141996,1.0000532728430442
14.16,0.9999995800736402,1.0000532728430442
14.17,0.9999995820330914,1.0000532728430442
14.18,0.9999995839925352,1.0000532728430442
14.19,0.9999995859519841,1.0000532728430442
14.200000000000001,0.9999995879114243,1.0000532728430442
14.21,0.9999995898708692,1.0000532728430442
14.22,0.9999995918303171,1.0000532728430442
14.23,0.9999995937897636,1.0000532728430442
14.24,0.9999995957492083,1.0000532728430442
14.25,0.9999995977086471,1.0000532728430442
14.26,0.9999995996680909,1.0000532728430442
14.27,0.9999996016275352,1.0000532728430442
14.280000000000001,0.9999996035869797,1.0000532728430442
14.290000000000001,0.9999996055464244,1.0000532728430442
14.3,0.9999996075058717,1.0000532728430442
14.31,0.9999996094653117,1.0000532728430442
14.32,0.9999996114247549,1.0000532728430442
14.33,0.9999996133841976,1.0000532728430442
14.34,0.9999996153436439,1.0000532728430442
14.35,0.9999996173030887,1.0000532728430442
14.36,0.9999996192625337,1.0000532728430442
14.370000000000001,0.9999996212219764,1.0000532728430442
14.38,0.9999996231814202,1.0000532728430442
14.39,0.999999625140869,1.0000532728430442
14.4,0.999999627100312,1.0000532728430442
14.41,0.9999996290597538,1.0000532728430442
14.42,0.9999996310192025,1.0000532728430442
14.43,0.9999996329786461,1.0000532728430442
14.44,0.9999996349380894,1.0000532728430442
14.450000000000001,0.9999996368975357,1.0000532728430442
14.46,0.9999996388569753,1.0000532728430442
14.47,0.9999996408164171,1.0000532728430442
14.48,0.9999996427758645,1.0000532728430442
14.49,0.9999996447353124,1.0000532728430442
14.5,0.9999996466947565,1.0000532728430442
14.51,0.9999996486542025,1.0000532728430442
14.52,0.9999996506136426,1.0000532728430442
14.530000000000001,0.9999996525730829,1.0000532728430442
14.540000000000001,0.9999996545325232,1.0000532728430442
14.55,0.9999996564919722,1.0000532728430442
14.56,0.9999996584514156,1.0000532728430442
14.57,0.9999996604108614,1.0000532728430442
14.58,0.9999996623703079,1.0000532728430442
14.59,0.9999996643297547,1.0000532728430442
14.6,0.9999996662892012,1.0000532728430442
14.61,0.9999996682486431,1.0000532728430442
14.620000000000001,0.9999996702080816,1.0000532728430442
14.63,0.9999996721675243,1.0000532728430442
14.64,0.9999996741269687,1.0000532728430442
14.65,0.9999996760864127,1.0000532728430442
14.66,0.9999996780458614,1.0000532728430442
14.67,0.999999680005305,1.0000532728430442
14.68,0.9999996819647594,1.0000532728430442
14.69,0.9999996839242032,1.0000532728430442
14.700000000000001,0.9999996858836462,1.0000532728430442
14.71,0.9999996878430938,1.0000532728430442
14.72,0.9999996898025325,1.0000532728430442
14.73,0.9999996917619767,1.0000532728430442
14.74,0.9999996937214198,1.0000532728430442
14.75,0.9999996956808661,1.0000532728430442
14.76,0.9999996976403122,1.0000532728430442
14.77,0.9999996995997565,1.0000532728430442
14.780000000000001,0.9999997015591988,1.0000532728430442
14.790000000000001,0.9999997035186418,1.0000532728430442
14.8,0.9999997054780916,1.0000532728430442
14.81,0.9999997074375303,1.0000532728430442
14.82,0.9999997093969704,1.0000532728430442
14.83,0.9999997113564116,1.0000532728430442
14.84,0.999999713315861,1.0000532728430442
14.85,0.9999997152753046,1.0000532728430442
14.86,0.9999997172347471,1.0000532728430442
14.870000000000001,0.9999997191941973,1.0000532728430442
14.88,0.9999997211536387,1.0000532728430442
14.89,0.9999997231130832,1.0000532728430442
14.9,0.9999997250725237,1.0000532728430442
14.91,0.9999997270319764,1.0000532728430442
14.92,0.9999997289914165,1.0000532728430442
14.93,0.9999997309508559,1.0000532728430442
14.94,0.9999997329103057,1.0000532728430442
14.950000000000001,0.9999997348697454,1.0000532728430442
14.96,0.9999997368291907,1.0000532728430442
14.97,0.9999997387886367,1.0000532728430442
14.98,0.9999997407480852,1.0000532728430442
14.99,0.9999997427075317,1.0000532728430442
15,0.9999997446669684,1.0000532728430442
15.01,0.9999997466264142,1.0000532728430442
15.02,0.9999997485858588,1.0000532728430442
15.030000000000001,0.9999997505453033,1.0000532728430442
15.040000000000001,0.9999997525047418,1.0000532728430442
15.05,0.99999975399196,1.0000532728430442
15.06,0.9999997553211284,1.0000532728430442
15.07,0.9999997566502996,1.0000532728430442
15.08,0.9999997579794682,1.0000532728430442
15.09,0.9999997593086397,1.0000532728430442
15.1,0.9999997606378074,1.0000532728430442
15.11,0.9999997619669792,1.0000532728430442
15.120000000000001,0.9999997632961461,1.0000532728430442
15.13,0.9999997646253181,1.0000532728430442
15.14,0.9999997659544887,1.0000532728430442
15.15,0.999999767283657,1.0000532728430442
15.16,0.9999997686128312,1.0000532728430442
15.17,0.9999997699420013,1.0000532728430442
15.18,0.9999997712711709,1.0000532728430442
15.19,0.9999997726003423,1.0000532728430442
15.200000000000001,0.9999997739295137,1.0000532728430442
15.21,0.9999997752586833,1.0000532728430442
15.22,0.9999997765878526,1.0000532728430442
15.23,0.9999997779170228,1.0000532728430442
15.24,0.9999997792461933,1.0000532728430442
15.25,0.9999997805753646,1.0000532728430442
15.26,0.9999997819045359,1.0000532728430442
15.27,0.9999997832337009,1.0000532728430442
15.280000000000001,0.9999997845628686,1.0000532728430442
15.290000000000001,0.999999785892039,1.0000532728430442
15.3,0.9999997872212121,1.0000532728430442
15.31,0.9999997885503793,1.0000532728430442
15.32,0.9999997898795535,1.0000532728430442
15.33,0.9999997912087187,1.0000532728430442
15.34,0.9999997925378875,1.0000532728430442
15.35,0.9999997938670584,1.0000532728430442
15.36,0.9999997951962285,1.0000532728430442
15.370000000000001,0.9999997965254005,1.0000532728430442
15.38,0.9999997978545664,1.0000532728430442
15.39,0.9999997991837369,1.0000532728430442
15.4,0.9999998005129065,1.0000532728430442
15.41,0.999999801842079,1.0000532728430442
15.42,0.9999998031712499,1.0000532728430442
15.43,0.9999998045004209,1.0000532728430442
15.44,0.9999998058295908,1.0000532728430442
15.450000000000001,0.9999998071587601,1.0000532728430442
15.46,0.9999998084879294,1.0000532728430442
15.47,0.9999998098171009,1.0000532728430442
15.48,0.999999811146273,1.0000532728430442
15.49,0.9999998124754395,1.0000532728430442
15.5,0.9999998138046122,1.0000532728430442
15.51,0.9999998151337803,1.0000532728430442
15.52,0.999999816462951,1.0000532728430442
15.530000000000001,0.9999998177921227,1.0000532728430442
15.540000000000001,0.9999998191212887,1.0000532728430442
15.55,0.999999820450459,1.0000532728430442
15.56,0.9999998217796258,1.0000532728430442
15.57,0.9999998231087975,1.0000532728430442
15.58,0.9999998244379676,1.0000532728430442
15.59,0.9999998257671372,1.0000532728430442
15.6,0.9999998270963104,1.0000532728430442
15.610000000000001,0.9999998284254776,1.0000532728430442
15.620000000000001,0.9999998297546518,1.0000532728430442
15.63,0.9999998310838242,1.0000532728430442
15.64,0.9999998324129924,1.0000532728430442
15.65,0.9999998337421634,1.0000532728430442
15.66,0.9999998350713307,1.0000532728430442
15.67,0.9999998364004997,1.0000532728430442
15.68,0.9999998377296692,1.0000532728430442
15.69,0.9999998390588412,1.0000532728430442
15.700000000000001,0.9999998403880164,1.0000532728430442
15.71,0.9999998417171873,1.0000532728430442
15.72,0.9999998430463569,1.0000532728430442
15.73,0.9999998443755218,1.0000532728430442
15.74,0.9999998457046968,1.0000532728430442
15.75,0.9999998470338669,1.0000532728430442
15.76,0.9999998483630373,1.0000532728430442
15.77,0.9999998496922037,1.0000532728430442
15.780000000000001,0.9999998510213715,1.0000532728430442
15.790000000000001,0.9999998523505411,1.0000532728430442
15.8,0.9999998536797151,1.0000532728430442
15.81,0.9999998550088814,1.0000532728430442
15.82,0.9999998563380553,1.0000532728430442
15.83,0.999999857667224,1.0000532728430442
15.84,0.9999998589963963,1.0000532728430442
15.85,0.999999860325563,1.0000532728430442
15.860000000000001,0.9999998616547311,1.0000532728430442
15.870000000000001,0.9999998629839045,1.0000532728430442
15.88,0.9999998643130714,1.0000532728430442
15.89,0.9999998656422397,1.0000532728430442
15.9,0.9999998669714133,1.0000532728430442
15.91,0.9999998683005783,1.0000532728430442
15.92,0.9999998696297541,1.0000532728430442
15.93,0.9999998709589222,1.0000532728430442
15.94,0.9999998722880921,1.0000532728430442
15.950000000000001,0.9999998736172654,1.0000532728430442
15.96,0.9999998749464377,1.0000532728430442
15.97,0.9999998762756022,1.0000532728430442
15.98,0.9999998776047734,1.0000532728430442
15.99,0.9999998789339408,1.0000532728430442
16,0.9999998802631126,1.0000532728430442
16.01,0.9999998815922849,1.0000532728430442
16.02,0.9999998829214554,1.0000532728430442
16.03,0.999999884250625,1.0000532728430442
16.04,0.9999998855797911,1.0000532728430442
16.05,0.9999998869089585,1.0000532728430442
16.06,0.9999998882381286,1.0000532728430442
16.07,0.9999998895672946,1.0000532728430442
16.080000000000002,0.9999998908964669,1.0000532728430442
16.09,0.9999998922256339,1.0000532728430442
16.1,0.9999998935548028,1.0000532728430442
16.11,0.9999998948839733,1.0000532728430442
16.12,0.9999998962131436,1.0000532728430442
16.13,0.9999998975423166,1.0000532728430442
16.14,0.9999998988714854,1.0000532728430442
16.15,0.9999999002006558,1.0000532728430442
16.16,0.9999999015298257,1.0000532728430442
16.17,0.9999999028589974,1.0000532728430442
16.18,0.9999999041881666,1.0000532728430442
16.19,0.9999999055173384,1.0000532728430442
16.2,0.9999999068465067,1.0000532728430442
16.21,0.9999999081756786,1.0000532728430442
16.22,0.9999999095048486,1.0000532728430442
16.23,0.999999910834025,1.0000532728430442
16.240000000000002,0.999999912163195,1.0000532728430442
16.25,0.9999999134923597,1.0000532728430442
16.26,0.999999914821535,1.0000532728430442
16.27,0.9999999161507016,1.0000532728430442
16.28,0.9999999174798699,1.0000532728430442
16.29,0.9999999188090359,1.0000532728430442
16.3,0.9999999201382085,1.0000532728430442
16.31,0.999999921467376,1.0000532728430442
16.32,0.9999999227965495,1.0000532728430442
16.330000000000002,0.9999999241257208,1.0000532728430442
16.34,0.9999999254548916,1.0000532728430442
16.35,0.9999999267840619,1.0000532728430442
16.36,0.9999999281132284,1.0000532728430442
16.37,0.9999999294423985,1.0000532728430442
16.38,0.9999999307715693,1.0000532728430442
16.39,0.9999999321007361,1.0000532728430442
16.4,0.999999933429906,1.0000532728430442
16.41,0.9999999347590756,1.0000532728430442
16.42,0.999999936088249,1.0000532728430442
16.43,0.9999999374174208,1.0000532728430442
16.44,0.9999999387465947,1.0000532728430442
16.45,0.9999999400757626,1.0000532728430442
16.46,0.999999941404935,1.0000532728430442
16.47,0.9999999427341015,1.0000532728430442
16.48,0.9999999440632706,1.0000532728430442
16.490000000000002,0.9999999453924465,1.0000532728430442
16.5,0.9999999467216136,1.0000532728430442
16.51,0.9999999480507835,1.0000532728430442
16.52,0.9999999493799552,1.0000532728430442
16.53,0.9999999507091178,1.0000532728430442
16.54,0.9999999520382871,1.0000532728430442
16.55,0.9999999533674577,1.0000532728430442
16.56,0.9999999546966349,1.0000532728430442
16.57,0.9999999560258025,1.0000532728430442
16.580000000000002,0.9999999573549757,1.0000532728430442
16.59,0.9999999586841469,1.0000532728430442
16.6,0.9999999600133149,1.0000532728430442
16.61,0.999999961342481,1.0000532728430442
16.62,0.9999999626716508,1.0000532728430442
16.63,0.9999999640008211,1.0000532728430442
16.64,0.9999999653299915,1.0000532728430442
16.65,0.999999966659161,1.0000532728430442
16.66,0.9999999679883302,1.0000532728430442
16.67,0.9999999693175058,1.0000532728430442
16.68,0.9999999706466761,1.0000532728430442
16.69,0.9999999719758452,1.0000532728430442
16.7,0.9999999733050133,1.0000532728430442
16.71,0.9999999746341812,1.0000532728430442
16.72,0.9999999759633528,1.0000532728430442
16.73,0.9999999772925198,1.0000532728430442
16.740000000000002,0.9999999786216951,1.0000532728430442
16.75,0.9999999799508617,1.0000532728430442
16.76,0.9999999812800338,1.0000532728430442
16.77,0.9999999826092009,1.0000532728430442
16.78,0.9999999839383714,1.0000532728430442
16.79,0.9999999852675419,1.0000532728430442
16.8,0.9999999865967113,1.0000532728430442
16.81,0.999999987925884,1.0000532728430442
16.82,0.9999999892550501,1.0000532728430442
16.830000000000002,0.9999999905842211,1.0000532728430442
16.84,0.999999991913388,1.0000532728430442
16.85,0.9999999932425532,1.0000532728430442
16.86,0.9999999945717255,1.0000532728430442
16.87,0.9999999959008979,1.0000532728430442
16.88,0.9999999972300698,1.0000532728430442
16.89,0.9999999985592383,1.0000532728430442
16.9,0.9999999998884068,1.0000532728430442
16.91,1.0000000012175796,1.0000532728430442
16.92,1.0000000025467513,1.0000532728430442
16.93,1.0000000038759236,1.0000532728430442
16.94,1.0000000052050932,1.0000532728430442
16.95,1.0000000065342618,1.0000532728430442
16.96,1.0000000078634321,1.0000532728430442
16.97,1.0000000091926018,1.0000532728430442
16.98,1.00000001052177,1.0000532728430442
16.990000000000002,1.000000011850943,1.0000532728430442
17,1.0000000131801141,1.0000532728430442
17.01,1.0000000145092853,1.0000532728430442
17.02,1.0000000158384565,1.0000532728430442
17.03,1.000000017167624,1.0000532728430442
17.04,1.0000000184967885,1.0000532728430442
17.05,1.0000000189139169,1.0000532728430442
17.06,1.0000000190258085,1.0000532728430442
17.07,1.0000000191376959,1.0000532728430442
17.080000000000002,1.0000000192495868,1.0000532728430442
17.09,1.0000000193614806,1.0000532728430442
17.1,1.0000000194733676,1.0000532728430442
17.11,1.0000000195852592,1.0000532728430442
17.12,1.0000000196971535,1.0000532728430442
17.13,1.0000000198090429,1.0000532728430442
17.14,1.0000000199209298,1.0000532728430442
17.150000000000002,1.0000000200328205,1.0000532728430442
17.16,1.0000000201447126,1.0000532728430442
17.17,1.0000000202566013,1.0000532728430442
17.18,1.000000020368491,1.0000532728430442
17.19,1.0000000204803818,1.0000532728430442
17.2,1.0000000205922697,1.0000532728430442
17.21,1.0000000207041595,1.0000532728430442
17.22,1.0000000208160513,1.0000532728430442
17.23,1.0000000209279392,1.0000532728430442
17.240000000000002,1.00000002103983,1.0000532728430442
17.25,1.0000000211517222,1.0000532728430442
17.26,1.000000021263614,1.0000532728430442
17.27,1.0000000213755051,1.0000532728430442
17.28,1.0000000214873959,1.0000532728430442
17.29,1.000000021599282,1.0000532728430442
17.3,1.0000000217111749,1.0000532728430442
17.31,1.0000000218230647,1.0000532728430442
17.32,1.000000021934956,1.0000532728430442
17.330000000000002,1.0000000220468463,1.0000532728430442
17.34,1.0000000221587355,1.0000532728430442
17.35,1.0000000222706265,1.0000532728430442
17.36,1.0000000223825154,1.0000532728430442
17.37,1.000000022494407,1.0000532728430442
17.38,1.000000022606294,1.0000532728430442
17.39,1.000000022718181,1.0000532728430442
17.400000000000002,1.0000000228300712,1.0000532728430442
17.41,1.0000000229419603,1.0000532728430442
17.42,1.0000000230538502,1.0000532728430442
17.43,1.0000000231657387,1.0000532728430442
17.44,1.0000000232776294,1.0000532728430442
17.45,1.0000000233895214,1.0000532728430442
17.46,1.0000000235014126,1.0000532728430442
17.47,1.000000023613307,1.0000532728430442
17.48,1.0000000237251947,1.0000532728430442
17.490000000000002,1.0000000238370832,1.0000532728430442
17.5,1.000000023948976,1.0000532728430442
17.51,1.0000000240608642,1.0000532728430442
17.52,1.0000000241727562,1.0000532728430442
17.53,1.0000000242846472,1.0000532728430442
17.54,1.0000000243965412,1.0000532728430442
17.55,1.0000000245084317,1.0000532728430442
17.56,1.0000000246203224,1.0000532728430442
17.57,1.0000000247322105,1.0000532728430442
17.580000000000002,1.000000024844102,1.0000532728430442
17.59,1.0000000249559913,1.0000532728430442
17.6,1.0000000250678838,1.0000532728430442
17.61,1.0000000251797723,1.0000532728430442
17.62,1.00000002529166,1.0000532728430442
17.63,1.000000025403554,1.0000532728430442
17.64,1.0000000255154402,1.0000532728430442
17.650000000000002,1.000000025627335,1.0000532728430442
17.66,1.0000000257392232,1.0000532728430442
17.67,1.0000000258511126,1.0000532728430442
17.68,1.0000000259630035,1.0000532728430442
17.69,1.000000026074891,1.0000532728430442
17.7,1.0000000261867825,1.0000532728430442
17.71,1.000000026298675,1.0000532728430442
17.72,1.0000000264105664,1.0000532728430442
17.73,1.0000000265224582,1.0000532728430442
17.740000000000002,1.0000000266343432,1.0000532728430442
17.75,1.0000000267462363,1.0000532728430442
17.76,1.0000000268581275,1.0000532728430442
17.77,1.0000000269700189,1.0000532728430442
17.78,1.0000000270819092,1.0000532728430442
17.79,1.000000027193801,1.0000532728430442
17.8,1.0000000273056895,1.0000532728430442
17.81,1.0000000274175784,1.0000532728430442
17.82,1.000000027529476,1.0000532728430442
17.830000000000002,1.0000000276413634,1.0000532728430442
17.84,1.0000000277532537,1.0000532728430442
17.85,1.0000000278651433,1.0000532728430442
17.86,1.0000000279770338,1.0000532728430442
17.87,1.000000028088923,1.0000532728430442
17.88,1.0000000282008157,1.0000532728430442
17.89,1.000000028312705,1.0000532728430442
17.900000000000002,1.0000000284245956,1.0000532728430442
17.91,1.0000000285364872,1.0000532728430442
17.92,1.0000000286483781,1.0000532728430442
17.93,1.0000000287602728,1.0000532728430442
17.94,1.0000000288721624,1.0000532728430442
17.95,1.0000000289840525,1.0000532728430442
17.96,1.0000000290959408,1.0000532728430442
17.97,1.0000000292078328,1.0000532728430442
17.98,1.0000000293197233,1.0000532728430442
17.990000000000002,1.000000029431615,1.0000532728430442
18,1.0000000295435032,1.0000532728430442
18.01,1.0000000296553933,1.0000532728430442
18.02,1.0000000297672897,1.0000532728430442
18.03,1.000000029879176,1.0000532728430442
18.04,1.0000000299910663,1.0000532728430442
