% Model,COMSOL_3D_CNN_Design_3_1_Phase_1.mph
% Version,COMSOL 6.3.0.420
% Date,"Dec 6 2025, 16:19"
% Table,Table 4 - Concentration_Outlet_Pipe_1
% Time (s),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3)
15.4,1.6996150670921977E-4,1.6710946572709502E-4,1.6611365057452433E-4,1.661990599160758E-4,1.391601073663688E-4,3.033570619255889E-4,5.344460081861298E-4
15.450000000000001,1.701027526828831E-4,1.673205051525926E-4,1.6616852593291756E-4,1.660938036950958E-4,1.427069755199708E-4,2.957817906878595E-4,5.204123456013458E-4
15.5,1.7024748248166462E-4,1.6757616053013737E-4,1.662056380911477E-4,1.659946153704547E-4,1.4607891075563351E-4,2.877140850828342E-4,5.069011055534277E-4
15.55,1.7041201823198105E-4,1.6786143049953158E-4,1.662246205179263E-4,1.659022755571909E-4,1.492364103727867E-4,2.791951981259945E-4,4.938622807539335E-4
15.600000000000001,1.7060047515660918E-4,1.6818105083548265E-4,1.6622542274040284E-4,1.6581869368203245E-4,1.5206436359191557E-4,2.702962218254751E-4,4.8143236535450106E-4
15.65,1.7080954005129092E-4,1.6858065982971988E-4,1.6620907986391773E-4,1.657375789177938E-4,1.545912201609992E-4,2.6102595943990655E-4,4.695553582744581E-4
15.700000000000001,1.7106222180359026E-4,1.6903675051655628E-4,1.6620759311704693E-4,1.6567008659462424E-4,1.5680975486508875E-4,2.5160348907348184E-4,4.58253689020216E-4
15.75,1.7134779113008906E-4,1.6956798785659055E-4,1.6620612809106864E-4,1.6562644319094617E-4,1.5874053985234145E-4,2.4197155268785442E-4,4.475732475034119E-4
15.8,1.7168035228806632E-4,1.7021019132772023E-4,1.662114646651392E-4,1.6559323449201322E-4,1.6045909299007436E-4,2.3245881648565052E-4,4.374871845198642E-4
15.850000000000001,1.7207016540452382E-4,1.7094124644495705E-4,1.6623653565526098E-4,1.6557220333142942E-4,1.6197653172240735E-4,2.2295020105248832E-4,4.2800177547943995E-4
15.9,1.7250937398742005E-4,1.718108450612775E-4,1.6627364494981197E-4,1.655632055747635E-4,1.6337538388039728E-4,2.13827077977518E-4,4.191167204116106E-4
15.950000000000001,1.7302019850014587E-4,1.728460084974192E-4,1.663208599028435E-4,1.6557825130789018E-4,1.6467514581158286E-4,2.049525841225208E-4,4.108210639280956E-4
16,1.7359331641288387E-4,1.740211686211483E-4,1.663779182113975E-4,1.6561736488228913E-4,1.6593084727096864E-4,1.9674962942929614E-4,4.030593311339437E-4
16.05,1.7424545838602552E-4,1.7543078557579186E-4,1.6644624766814679E-4,1.656680896424581E-4,1.6716625684430814E-4,1.8910279768985085E-4,3.9585895248131145E-4
16.1,1.750016578245956E-4,1.770655195761944E-4,1.6655493917006216E-4,1.657376887060701E-4,1.684017395233906E-4,1.823119005698526E-4,3.891435023366362E-4
16.150000000000002,1.7584664920783147E-4,1.789072697288739E-4,1.6669050237585786E-4,1.658297815071439E-4,1.6964298976828986E-4,1.763393510479091E-4,3.8287099886583976E-4
16.2,1.768233170790951E-4,1.811173085096871E-4,1.6685523353651794E-4,1.6596040833047497E-4,1.7088995964763438E-4,1.7131961054943655E-4,3.770782083137158E-4
16.25,1.779226566433201E-4,1.8361947688071568E-4,1.6705349673170133E-4,1.6612362802861336E-4,1.7213813624063378E-4,1.672635236990853E-4,3.7155297426772225E-4
16.3,1.7915894115718575E-4,1.8644852867767136E-4,1.6728269288937195E-4,1.663164419172661E-4,1.7338591304404753E-4,1.6419198607068854E-4,3.6638659100556454E-4
16.35,1.8058653157301694E-4,1.897646089544529E-4,1.675595544895317E-4,1.6655276038447987E-4,1.7461357131983934E-4,1.6211976658936367E-4,3.614963361399904E-4
16.400000000000002,1.821764380151411E-4,1.9348183333158065E-4,1.6788631940446854E-4,1.668373026013003E-4,1.7582054426471647E-4,1.6098432831100398E-4,3.5673674870406264E-4
16.45,1.8400111016098397E-4,1.9768144845373246E-4,1.6825997338959042E-4,1.6718654943245008E-4,1.7698286624319098E-4,1.6075730282507313E-4,3.5219429546657315E-4
16.5,1.8606552235986545E-4,2.024774085419443E-4,1.6874345147712072E-4,1.6759838374171522E-4,1.7810595792736283E-4,1.6134561953498884E-4,3.476705059483268E-4
16.55,1.8836870071539452E-4,2.0779375677152626E-4,1.6930755784805957E-4,1.6807742451026284E-4,1.7918417114583875E-4,1.626423144597926E-4,3.431809898902856E-4
16.6,1.9101464734884625E-4,2.137700055912731E-4,1.6996716078939507E-4,1.6866004491231933E-4,1.802141333915765E-4,1.645837176129344E-4,3.387261915013399E-4
16.650000000000002,1.939528816032336E-4,2.204513404536188E-4,1.7075041338999105E-4,1.6935116494062034E-4,1.811915499649254E-4,1.6698902522679072E-4,3.341220735329699E-4
16.7,1.9727222871802568E-4,2.2778120770838018E-4,1.7164053534033064E-4,1.701685677035797E-4,1.8211938268742207E-4,1.6984732906320815E-4,3.2946048158108583E-4
16.75,2.0101338645386494E-4,2.3595181107608374E-4,1.727030985417268E-4,1.711329010631048E-4,1.8299778637136024E-4,1.7293675583136055E-4,3.2465917429440447E-4
16.8,2.051449051513086E-4,2.449207343761021E-4,1.739467434092888E-4,1.7226084500631842E-4,1.8383722816652897E-4,1.7627902422359348E-4,3.196774067860832E-4
16.85,2.0984153026302714E-4,2.546708828800166E-4,1.7535648664946128E-4,1.7360643356923808E-4,1.846362019287336E-4,1.7960724978256684E-4,3.145525158146704E-4
16.900000000000002,2.1502451296687502E-4,2.6537042000673584E-4,1.7706891886533463E-4,1.7518877059122015E-4,1.853918052005083E-4,1.829940448412948E-4,3.092377366244909E-4
16.95,2.2077549862718917E-4,2.769374572961274E-4,1.7902065140012118E-4,1.7702741694053633E-4,1.8610686108581307E-4,1.8621646282527814E-4,3.0375387734331923E-4
17,2.2717963722516428E-4,2.893968449888618E-4,1.8125791166555852E-4,1.7918493177378423E-4,1.8679322751746725E-4,1.8934854402090053E-4,2.98130918000195E-4
17.05,2.3417957260459478E-4,3.028286690042711E-4,1.8386790861335978E-4,1.8169639179650465E-4,1.8744743115523202E-4,1.9223196182849184E-4,2.92417115039228E-4
17.1,2.4195923852021625E-4,3.1718793600704495E-4,1.867986205919973E-4,1.8460984494983609E-4,1.880710760580106E-4,1.949246532893374E-4,2.8658330050874086E-4
17.150000000000002,2.504588397533633E-4,3.324707448607264E-4,1.9018609229129273E-4,1.8799084619509793E-4,1.886623228952704E-4,1.9735031532074637E-4,2.8075357530693454E-4
17.2,2.597225106640193E-4,3.48673153121195E-4,1.940479822878662E-4,1.9186098941084955E-4,1.8921972764469322E-4,1.9953641965511862E-4,2.7491447626758886E-4
17.25,2.6986047922824614E-4,3.657980631333512E-4,1.9835185829202338E-4,1.9630167886426124E-4,1.8975280955967465E-4,2.0150202830403904E-4,2.6908525660848106E-4
17.3,2.808101909971773E-4,3.837463504672928E-4,2.0332866673064329E-4,2.0138606882017077E-4,1.9026596949513726E-4,2.0324177318248787E-4,2.6345523288777943E-4
17.35,2.926678638002943E-4,4.0250407630729195E-4,2.088711903593384E-4,2.071439017449863E-4,1.9075067434986146E-4,2.048002703218753E-4,2.579290219678129E-4
17.400000000000002,3.054252374777494E-4,4.2210233331198526E-4,2.1504849468052502E-4,2.1366037975590355E-4,1.9120659262458566E-4,2.0617164471146025E-4,2.5263700930340283E-4
17.45,3.190790153306317E-4,4.422752489550238E-4,2.2199039330969634E-4,2.209881144541382E-4,1.9164590793868804E-4,2.0741130899492127E-4,2.4763707162539375E-4
17.5,3.33682803186569E-4,4.6310977267636464E-4,2.296193877360218E-4,2.2918148642698857E-4,1.9206662568895983E-4,2.085224116743275E-4,2.4287651157799326E-4
17.55,3.492093777379957E-4,4.845829920836034E-4,2.3809275642950822E-4,2.3833286670582842E-4,1.9247749525286872E-4,2.0954271164663123E-4,2.386275231890566E-4
17.6,3.65629032165323E-4,5.062757449014263E-4,2.4743060483255506E-4,2.484552301148968E-4,1.928747733086583E-4,2.1048553786520854E-4,2.34768137179858E-4
17.650000000000002,3.829346547135228E-4,5.283991179043026E-4,2.575932539057942E-4,2.5960847920062925E-4,1.93255316778496E-4,2.1135989862232734E-4,2.3133354312179376E-4
17.7,4.011225005316416E-4,5.507934103638292E-4,2.687694584247344E-4,2.7185748293161914E-4,1.9362819260092704E-4,2.1217797610369513E-4,2.2837649052367094E-4
17.75,4.2005396755754606E-4,5.73086790127334E-4,2.8087155582840286E-4,2.8521028709820875E-4,1.9400786242782097E-4,2.1294688292562187E-4,2.258645295997887E-4
17.8,4.397938448198072E-4,5.954999437038915E-4,2.9392884041331603E-4,2.9970555498717643E-4,1.9438824089755514E-4,2.1368086633310652E-4,2.238647527854257E-4
17.85,4.6020314005561095E-4,6.177104082616193E-4,3.0799617042045617E-4,3.1534559239083454E-4,1.9476925146974324E-4,2.143724660854023E-4,2.2236794445496316E-4
17.900000000000002,4.8118338780487436E-4,6.394915810523575E-4,3.2304076909710596E-4,3.321345902294616E-4,1.9515980204062449E-4,2.1502248706118852E-4,2.2135128584663315E-4
17.95,5.028107851727333E-4,6.610346714510478E-4,3.3907998314798484E-4,3.5005583970272694E-4,1.9556248312999855E-4,2.1562784159213905E-4,2.207598802421616E-4
18,5.246610918696579E-4,6.818352061921045E-4,3.5611599601709096E-4,3.6908012077323374E-4,1.9599527885270535E-4,2.1618276930016379E-4,2.2062165838576488E-4
18.05,5.469148541650575E-4,7.019005163465792E-4,3.741394826612989E-4,3.8917312227203254E-4,1.9645665784172244E-4,2.1669050453632265E-4,2.2082233235350628E-4
18.1,5.693899113036326E-4,7.213493653748224E-4,3.9301749158149053E-4,4.1023775041250794E-4,1.9695012039856895E-4,2.1715298342072847E-4,2.2131681077650439E-4
18.150000000000002,5.918188737656871E-4,7.395615656622745E-4,4.1281179203817405E-4,4.322443425208439E-4,1.9747849014370216E-4,2.1756747982061935E-4,2.2214823741240487E-4
18.2,6.143657023682793E-4,7.567980485178732E-4,4.33429209704989E-4,4.5507580309262717E-4,1.980707969340888E-4,2.179240058957829E-4,2.2316803535934058E-4
18.25,6.365169927662199E-4,7.729949823052904E-4,4.5469590502653903E-4,4.7860169463868847E-4,1.9872311380874678E-4,2.1822818426759226E-4,2.2444325872523037E-4
18.3,6.583845750463359E-4,7.876760083613977E-4,4.7671582799989966E-4,5.027527357493645E-4,1.9945213442957118E-4,2.184958097182203E-4,2.2587617879684491E-4
18.35,6.798715422264702E-4,8.010901620337808E-4,4.992187283044649E-4,5.273286452078013E-4,2.0026243115548405E-4,2.1872086957249346E-4,2.273304430741688E-4
18.400000000000002,7.005526409892741E-4,8.13107419446307E-4,5.221711186651973E-4,5.52225423594059E-4,2.0116883816151802E-4,2.1890336381410222E-4,2.288915060130519E-4
18.45,7.20655475345898E-4,8.23506395930399E-4,5.45632257341385E-4,5.77310613811422E-4,2.021921139102146E-4,2.1904329244304608E-4,2.3039893902896232E-4
18.5,7.39763332651723E-4,8.324275535461889E-4,5.690339122053298E-4,6.02312032244644E-4,2.0334842956078292E-4,2.1916081021940273E-4,2.318792627806436E-4
18.55,7.578520365122089E-4,8.397479297222726E-4,5.926401830446248E-4,6.271828130889855E-4,2.0465615378501142E-4,2.1924458248949116E-4,2.3333079784718864E-4
18.6,7.749486847406722E-4,8.45411648453943E-4,6.162431027103459E-4,6.517112961827773E-4,2.0611857888228267E-4,2.1929396346534656E-4,2.346578458296841E-4
18.650000000000002,7.90613309817051E-4,8.494765353398093E-4,6.394560857047839E-4,6.756699856934348E-4,2.077846485061841E-4,2.1931379542520623E-4,2.3590959095055533E-4
18.7,8.050600438335271E-4,8.518894039922284E-4,6.625104845137958E-4,6.989871540883077E-4,2.0964790025011556E-4,2.1932415572419611E-4,2.3702366738780978E-4
18.75,8.180629762827341E-4,8.526581068144604E-4,6.849575282972182E-4,7.214251091271429E-4,2.1176911707071727E-4,2.193116286683664E-4,2.3797841865965592E-4
18.8,8.295220560169763E-4,8.517942767125979E-4,7.067424862569237E-4,7.428650937098025E-4,2.14139739094184E-4,2.1927621425372698E-4,2.3879755514695503E-4
18.85,8.39523136556814E-4,8.494516962923332E-4,7.279715145303694E-4,7.631918385221449E-4,2.1681102761782743E-4,2.1923503170978836E-4,2.3947136744194528E-4
18.900000000000002,8.4783182200306E-4,8.455569051394674E-4,7.479612978371552E-4,7.82194412245243E-4,2.1979268757155615E-4,2.1920363165535978E-4,2.400042693904314E-4
18.95,8.545539798148493E-4,8.401643540001294E-4,7.670295430791925E-4,7.99840175388051E-4,2.2314251198210364E-4,2.1916688868446057E-4,2.4041185654387928E-4
19,8.59637773028953E-4,8.334915852907414E-4,7.849969976554266E-4,8.160068673010553E-4,2.2687747284533307E-4,2.1912480279709113E-4,2.407143667358631E-4
19.05,8.63030379139109E-4,8.254199319550248E-4,8.015316794520971E-4,8.305811169738114E-4,2.3103737015320818E-4,2.190952560564112E-4,2.4089886410545944E-4
19.1,8.647676446374842E-4,8.161358437198916E-4,8.168324253479563E-4,8.435524782564718E-4,2.3566070959904546E-4,2.1907714505314276E-4,2.4100221497532872E-4
19.150000000000002,8.64908368929405E-4,8.058705466718344E-4,8.306080347763087E-4,8.548414394075482E-4,2.407688922790691E-4,2.1906491306389932E-4,2.41017326568806E-4
19.200000000000003,8.634330361073687E-4,7.944644512142308E-4,8.428235619300388E-4,8.644364440253803E-4,2.4643702903566044E-4,2.1905856008868106E-4,2.4095458708467282E-4
19.25,8.603930941561043E-4,7.822165888367055E-4,8.53552428219642E-4,8.723250993122083E-4,2.5266302709951727E-4,2.1910896642564213E-4,2.4086941777195803E-4
19.3,8.55896562452011E-4,7.692016528557076E-4,8.624999967695786E-4,8.784987785765551E-4,2.595316613353486E-4,2.191890870548576E-4,2.4073303640745962E-4
19.35,8.498818685697761E-4,7.553094862838601E-4,8.698033103139756E-4,8.829711786355162E-4,2.670264444259743E-4,2.192974604166326E-4,2.4058188618224054E-4
19.400000000000002,8.426493884939983E-4,7.40914812383746E-4,8.754459901205073E-4,8.857511542065991E-4,2.752406718973758E-4,2.19446173719018E-4,2.404269687302948E-4
19.450000000000003,8.341706213416998E-4,7.259190277129994E-4,8.793978130389054E-4,8.868820312378836E-4,2.841668652454061E-4,2.1968430478136585E-4,2.4025624216792005E-4
19.5,8.24478037385439E-4,7.103122892000824E-4,8.816768956622903E-4,8.863805605132338E-4,2.938804492287868E-4,2.1997896900245102E-4,2.4009658772266947E-4
19.55,8.1389706598558E-4,6.945519690327663E-4,8.823025625620799E-4,8.843014969487744E-4,3.0438014290689284E-4,2.2033016637434472E-4,2.3993569489902213E-4
19.6,8.02261926283424E-4,6.784125456852813E-4,8.812770951704434E-4,8.807813573517866E-4,3.157073019076043E-4,2.2077585908423353E-4,2.3979420905774306E-4
19.650000000000002,7.898266943722193E-4,6.619757231458593E-4,8.786036943838084E-4,8.758773301103764E-4,3.278849298655201E-4,2.2134983531019585E-4,2.3969702472927208E-4
19.700000000000003,7.766490001248737E-4,6.454733477750713E-4,8.745339893228899E-4,8.697713139536633E-4,3.4094136565498273E-4,2.2201896245171404E-4,2.3962789281327913E-4
19.75,7.626879049563584E-4,6.287725463112044E-4,8.689508971178256E-4,8.625267648756951E-4,3.548902137782043E-4,2.22783240508788E-4,2.396009250704461E-4
19.8,7.483477006407013E-4,6.120347465535083E-4,8.6201118018018E-4,8.542272984741464E-4,3.6973684746260466E-4,2.2374322423110776E-4,2.3961303611364214E-4
19.85,7.334389392136261E-4,5.954026718849907E-4,8.54003031991261E-4,8.450353481730241E-4,3.854822904717503E-4,2.24891925479642E-4,2.3966592720582925E-4
19.900000000000002,7.181326295288963E-4,5.787662165315189E-4,8.447535599467132E-4,8.349609917254442E-4,4.0212522231534943E-4,2.2619856427841367E-4,2.3977081621307292E-4
19.950000000000003,7.025467125905787E-4,5.62332910558434E-4,8.345357147465168E-4,8.24089640237645E-4,4.1965888252265207E-4,2.2766314062742273E-4,2.3992181418447603E-4
20,6.865889263061301E-4,5.461189736407278E-4,8.233811900720966E-4,8.125169601746547E-4,4.3807305165393767E-4,2.2946838172612215E-4,2.401525525414262E-4
20.05,6.706424429421764E-4,5.300658315978914E-4,8.112295295789498E-4,8.002742985759762E-4,4.573045760909825E-4,2.3151637248305392E-4,2.4047171932817593E-4
20.1,6.545419024317878E-4,5.14312382469648E-4,7.985705193998126E-4,7.874803056839195E-4,4.7734669760676957E-4,2.3380234155020383E-4,2.4086945180528757E-4
20.150000000000002,6.383863188835322E-4,4.988080199613104E-4,7.851761764440231E-4,7.741876108249606E-4,4.981320704732221E-4,2.3637271174112195E-4,2.4137517281860586E-4
20.200000000000003,6.223176980628039E-4,4.8357138534313194E-4,7.711961584346023E-4,7.604456509846207E-4,5.196249598974093E-4,2.3941209705618635E-4,2.4197530646781243E-4
20.25,6.062484716648224E-4,4.688114702364671E-4,7.569045851726829E-4,7.463775052627542E-4,5.417552037586042E-4,2.427964510749834E-4,2.4269558042772023E-4
20.3,5.903827370609247E-4,4.5442156158186444E-4,7.421368721127763E-4,7.320119702855408E-4,5.644275638945763E-4,2.4652577377612465E-4,2.4356478815192606E-4
20.35,5.746744516524529E-4,4.404149559274777E-4,7.271116565233424E-4,7.174188705586686E-4,5.87583735624735E-4,2.507310299636822E-4,2.4456371162992447E-4
20.400000000000002,5.591524764755021E-4,4.2681909551452993E-4,7.118539013649431E-4,7.026699329399085E-4,6.110901238395987E-4,2.555264164692457E-4,2.4577500373211043E-4
20.450000000000003,5.43953760516757E-4,4.136172982502503E-4,6.963156453321615E-4,6.877871309989695E-4,6.349417167203626E-4,2.6079902008643857E-4,2.4717848949913136E-4
20.5,5.290047369108613E-4,4.008280180939337E-4,6.808900899774851E-4,6.728646544717823E-4,6.588811227875223E-4,2.6654884081526114E-4,2.487864992704692E-4
20.55,5.143891948962624E-4,3.8846235412996223E-4,6.653941408350152E-4,6.57951774328563E-4,6.829544172726571E-4,2.729897667399355E-4,2.5066407566213313E-4
20.6,5.001111135854415E-4,3.765102852551787E-4,6.499122220841682E-4,6.430739281167741E-4,7.068846061127084E-4,2.8010528129398637E-4,2.527766907864353E-4
20.650000000000002,4.861689159299278E-4,3.650183725615321E-4,6.345983997931227E-4,6.282835671560838E-4,7.306979315601193E-4,2.87830897425912E-4,2.5521170380181124E-4
20.700000000000003,4.726684392813847E-4,3.539834533542024E-4,6.193600948633115E-4,6.136303259703284E-4,7.541554327430262E-4,2.961666151357115E-4,2.579880263304589E-4
20.75,4.5955803157636364E-4,3.433958272312576E-4,6.043128616223968E-4,5.991651671854127E-4,7.772194416045381E-4,3.054214727423484E-4,2.6108700517869104E-4
20.8,4.4685889478095713E-4,3.331303047582928E-4,5.894696697931214E-4,5.849066990612268E-4,7.996729228780448E-4,3.154285466688443E-4,2.646471860474778E-4
20.85,4.345800986970661E-4,3.232436949256252E-4,5.748056849352834E-4,5.708812498516037E-4,8.214485052822257E-4,3.261805701620408E-4,2.686041528852606E-4
20.900000000000002,4.227141302824161E-4,3.1373261645445454E-4,5.60536543004123E-4,5.571501493082209E-4,8.424185455150337E-4,3.3772146237260887E-4,2.7302340992369883E-4
20.950000000000003,4.112898802688593E-4,3.0457395325632916E-4,5.465617951050011E-4,5.437347393041628E-4,8.62429045090654E-4,3.502223152824555E-4,2.7797290330957365E-4
21,4.0029427039281403E-4,2.9577998040709565E-4,5.32893185470948E-4,5.306412751716244E-4,8.814234276573751E-4,3.635678437508343E-4,2.834061885162265E-4
21.05,3.8971908286626974E-4,2.8731187686953624E-4,5.195520679700137E-4,5.178882013344783E-4,8.991980569024831E-4,3.777580477673182E-4,2.89495494546782E-4
21.1,3.7955613713492995E-4,2.7911103255645077E-4,5.065256003636042E-4,5.054929209641114E-4,9.157723085670107E-4,3.928312924370387E-4,2.9619452838890403E-4
21.150000000000002,3.6981102706384373E-4,2.7121575944645933E-4,4.938577114930624E-4,4.934684397427865E-4,9.309291634039156E-4,4.088203461397319E-4,3.0352918247873885E-4
21.200000000000003,3.60436430567709E-4,2.6354091869837664E-4,4.815532470114097E-4,4.8182724583513566E-4,9.447103631653981E-4,4.2569253382038983E-4,3.116195758852724E-4
21.25,3.514483739121E-4,2.560548874514219E-4,4.696029143928822E-4,4.7055715316500425E-4,9.569274102478369E-4,4.434478554790106E-4,3.204012017311604E-4
21.3,3.4282586942004567E-4,2.4879419392781347E-4,4.5809029844314056E-4,4.596487902865828E-4,9.67608296443273E-4,4.6202510415746664E-4,3.2998297588836175E-4
21.35,3.3452369120071053E-4,2.4171454901530134E-4,4.4697644844459463E-4,4.4912685443074653E-4,9.766557411821008E-4,4.8142947509485274E-4,3.403840932457E-4
21.400000000000002,3.2656773432560444E-4,2.348245369882858E-4,4.362292762130257E-4,4.389712954023265E-4,9.840651955889928E-4,5.0167914274806E-4,3.515838162748165E-4
21.450000000000003,3.1887902306114793E-4,2.2812587210723355E-4,4.2579065547659537E-4,4.291338487190195E-4,9.897827460565735E-4,5.227741071170878E-4,3.637334486281825E-4
21.5,3.114657574386616E-4,2.214879991992095E-4,4.1569557235767086E-4,4.19620096284302E-4,9.938107034767648E-4,5.443620201160367E-4,3.767620927268882E-4
21.55,3.043180664125518E-4,2.1497402570088943E-4,4.0593284212480003E-4,4.104213746831304E-4,9.9613706231587E-4,5.66634698916394E-4,3.907080013618151E-4
21.6,2.973486649029138E-4,2.085755820464622E-4,3.9650125259582626E-4,4.0149661511945943E-4,9.967806771247882E-4,5.89599518855277E-4,4.056078887388321E-4
21.650000000000002,2.906021574903581E-4,2.0226346478101695E-4,3.874026338734029E-4,3.928233045670695E-4,9.957426191562042E-4,6.131434361851312E-4,4.214360090280279E-4
21.700000000000003,2.8401182677381936E-4,1.9605389359978487E-4,3.786020428538709E-4,3.8437077493538787E-4,9.930728075379387E-4,6.368350006054173E-4,4.382372802468805E-4
21.75,2.775633690205075E-4,1.8994694903161957E-4,3.7011576926753397E-4,3.761151763581142E-4,9.887752631123606E-4,6.60965760416913E-4,4.5599855228736384E-4
21.8,2.7126887989881843E-4,1.839427191292389E-4,3.618916325476314E-4,3.680412454872969E-4,9.830444635474359E-4,6.855357156179747E-4,4.7470813066212566E-4
21.85,2.650428029002149E-4,1.780411407184331E-4,3.538354574150986E-4,3.601017438432269E-4,9.758513766245788E-4,7.101899699885774E-4,4.943434175843421E-4
21.900000000000002,2.5892532803154016E-4,1.722386925869984E-4,3.4600397485916047E-4,3.522626802175632E-4,9.673384304346201E-4,7.346316513038617E-4,5.149166951952716E-4
21.950000000000003,2.528820632707521E-4,1.6653473911946488E-4,3.383652158454087E-4,3.445133096441796E-4,9.575310887139517E-4,7.591593491277854E-4,5.363303230331311E-4
22,2.4688992464725034E-4,1.60930455326762E-4,3.3091577715988347E-4,3.368307187100285E-4,9.46579288673044E-4,7.837730634603475E-4,5.585708751595751E-4
22.05,2.4096718909331463E-4,1.555112753435224E-4,3.2366067616078966E-4,3.291857455809796E-4,9.34545733037759E-4,8.077829735381376E-4,5.816469123408712E-4
22.1,2.3508219097679152E-4,1.5025127034005572E-4,3.1649674651743325E-4,3.2155477642973094E-4,9.215454605691717E-4,8.312528702103068E-4,6.053548606836629E-4
22.150000000000002,2.2924881195650806E-4,1.4514874414651497E-4,3.094721003886345E-4,3.1392968530413485E-4,9.076525958077989E-4,8.543844622653686E-4,6.297908711153734E-4
22.200000000000003,2.2346811568020356E-4,1.402689578409065E-4,3.0255041160675E-4,3.063137968421294E-4,8.929108056519713E-4,8.77177749703322E-4,6.547985994864434E-4
22.25,2.1774157475176612E-4,1.3557931242639808E-4,2.9566635998493713E-4,2.9870527999787907E-4,8.775170981892574E-4,8.986317656449574E-4,6.802394768136744E-4
22.3,2.1206827586849443E-4,1.3110519690822113E-4,2.8885932699090634E-4,2.910721944388723E-4,8.614621728852944E-4,9.192956688547226E-4,7.062133849162969E-4
22.35,2.064863219335046E-4,1.2691026342394373E-4,2.8212861449358046E-4,2.8342881895646786E-4,8.449522995025784E-4,9.391878424431079E-4,7.323070578758678E-4
22.400000000000002,2.0098682389772034E-4,1.229572471230751E-4,2.7547414951570337E-4,2.7581705934215503E-4,8.279443304027972E-4,9.581225987136229E-4,7.586511025340672E-4
22.450000000000003,1.9558440153695376E-4,1.1929615363150826E-4,2.688939636483101E-4,2.6822280008315054E-4,8.106262269245897E-4,9.754054904606793E-4,7.851381492356205E-4
22.5,1.9032824345212857E-4,1.1596540498986572E-4,2.6233217701805575E-4,2.606518624634806E-4,7.929932219822174E-4,9.91507134264357E-4,8.114293514198448E-4
22.55,1.8519182815445492E-4,1.129337352001637E-4,2.55814859374989E-4,2.531632162046319E-4,7.752210601099665E-4,0.0010064275300696688,8.377111895136518E-4
22.6,1.802388680733844E-4,1.1022740130153508E-4,2.4934754571619133E-4,2.45765330709617E-4,7.573058854583299E-4,0.0010198491099102606,8.635872550280755E-4
22.650000000000002,1.7547172537440745E-4,1.0784691346507745E-4,2.429401518259355E-4,2.3848363150404678E-4,7.393384806177967E-4,0.001031511748729314,8.890178279743833E-4
22.700000000000003,1.708903855554095E-4,1.0578563903817037E-4,2.3658669450404626E-4,2.3136038533856762E-4,7.213853856668782E-4,0.0010416793872225728,9.140489600208668E-4
22.75,1.665778940765432E-4,1.0407886389783076E-4,2.3034386037113514E-4,2.2440482451763967E-4,7.035152552550004E-4,0.0010503520253900332,9.381277918818191E-4
22.8,1.6249361019789343E-4,1.0271247639232518E-4,2.24217466317803E-4,2.1766105973357474E-4,6.857977561293775E-4,0.0010572122162555142,9.615175737915504E-4
22.85,1.5868026613232895E-4,1.016812281412512E-4,2.181936038622242E-4,2.1120663991405745E-4,6.682496082486656E-4,0.0010622917062228883,9.83957562659432E-4
22.900000000000002,1.5515550499935855E-4,1.0095939860422105E-4,2.1231952553644199E-4,2.0505797805079703E-4,6.509528500684428E-4,0.0010656818938933838,0.0010052348435201739
22.950000000000003,1.5190504307254223E-4,1.0056031223221922E-4,2.06573178157231E-4,1.9920213798019614E-4,6.338969604492951E-4,0.0010673827792670022,0.0010255075168556348
23,1.4899430154129798E-4,1.0046025500266155E-4,2.0098938143097632E-4,1.936703240274602E-4,6.172036636087464E-4,0.0010672588993403595,0.001044251879923387
23.05,1.4639359835391932E-4,1.006158082345295E-4,1.9563028598021458E-4,1.8847055335376452E-4,6.00841618090666E-4,0.001065385142604061,0.0010616452852753432
23.1,1.4411119721782805E-4,1.0105405969279771E-4,1.9045835866661893E-4,1.8358950123178837E-4,5.84852993243318E-4,0.0010617636512849445,0.0010775995349751306
23.150000000000002,1.4215513336486563E-4,1.0172027753548625E-4,1.8554698091643486E-4,1.7907898030795078E-4,5.692463347820163E-4,0.0010564511814995174,0.0010918417434830072
23.200000000000003,1.4051986945420137E-4,1.0258666640868927E-4,1.809035423224263E-4,1.7499304006166899E-4,5.540733575829242E-4,0.0010496557515421176,0.0011045240548606232
23.25,1.39186302981491E-4,1.0368041442825552E-4,1.7651048769008447E-4,1.7128772509219823E-4,5.393297300562411E-4,0.0010412359807012031,0.0011154228904304204
23.3,1.3816103124193296E-4,1.0490534555037766E-4,1.7243763655644314E-4,1.6796007564448377E-4,5.250327736317012E-4,0.0010311918690112745,0.0011245238862615569
23.35,1.3742584882945575E-4,1.062728435375183E-4,1.686523911385162E-4,1.6500191892902637E-4,5.111707869038584E-4,0.0010198028481333613,0.001131859366224664
23.400000000000002,1.3694454108401788E-4,1.0779945793519458E-4,1.6517667125816245E-4,1.6241845256847583E-4,4.977422968374604E-4,0.0010072930084337657,0.0011372369990612923
