% Model,COMSOL_3D_CNN_Design_3_1_Phase_1.mph
% Version,COMSOL 6.3.0.420
% Date,"Dec 6 2025, 16:19"
% Table,Table 4 - Concentration_Outlet_Pipe_1
% Time (s),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3)
31.450000000000003,7.05742760700432E-5,1.8099222066080025E-4,2.3351490117177716E-5,1.8112550247561347E-5,7.143107592371326E-4,5.46794240105965E-4,3.1840006093993115E-4
31.5,6.58935077710952E-5,1.7231779972414472E-4,2.053947544554489E-5,1.5779774414218833E-5,7.041880806462316E-4,5.605407396207724E-4,3.253193644745261E-4
31.55,6.142235852602035E-5,1.6390817820832274E-4,1.7869744741614977E-5,1.3620097165869357E-5,6.93413918147248E-4,5.744259686577733E-4,3.3256720448299914E-4
31.6,5.7160828334818836E-5,1.5576335611333517E-4,1.53423703340933E-5,1.1638750423835403E-5,6.819882717401839E-4,5.883289801097466E-4,3.401435809653508E-4
31.650000000000002,5.3077229012888846E-5,1.4788333343918202E-4,1.2960755768788277E-5,9.830906818975322E-6,6.699111414250388E-4,6.021739804600708E-4,3.480484939215798E-4
31.700000000000003,4.911765391781228E-5,1.402740455099303E-4,1.0724573749285427E-5,8.186820967345413E-6,6.571825272018136E-4,6.160478081747367E-4,3.563324240812615E-4
31.75,4.5330458701939016E-5,1.3294298613248068E-4,8.632375810591188E-6,6.7121507251011855E-6,6.445674699415705E-4,6.299504632537435E-4,3.6496702915741683E-4
31.8,4.171564336526864E-5,1.2588243078567638E-4,6.685081328742885E-6,5.3851739368116516E-6,6.316236214447768E-4,6.436238302279189E-4,3.7394827952822433E-4
31.85,3.8273207907801256E-5,1.1909237946951823E-4,4.882398368420394E-6,4.208282566319273E-6,6.1825945558275E-4,6.571158360628339E-4,3.832761751936822E-4
31.900000000000002,3.495996279917177E-5,1.1257283218400621E-4,3.218135782520094E-6,3.178939191598053E-6,6.044749723554925E-4,6.704875951564908E-4,3.9295071615379136E-4
31.950000000000003,3.178410232603284E-5,1.0630064353039006E-4,1.6955985197263637E-6,2.273286852595444E-6,5.902701717630025E-4,6.837342846622129E-4,4.029528973999593E-4
32,2.8758519491494592E-5,1.0024285267381608E-4,3.147866148582786E-7,1.503501043663901E-6,5.756450538052823E-4,6.965172959321396E-4,4.132865809312477E-4
32.050000000000004,2.58832142955564E-5,9.443208807245819E-5,-9.355810150750167E-7,8.476823964034614E-7,5.607909278811593E-4,7.090344776041561E-4,4.239579601118978E-4
32.1,2.3140091661956127E-5,8.886834972631823E-5,-2.0512039981185434E-6,3.003178886518519E-7,5.463247147075698E-4,7.212858320279767E-4,4.3496703494190584E-4
32.15,2.052376140436117E-5,8.355163763539538E-5,-3.031224009352277E-6,-1.342663640001577E-7,5.316848539297178E-4,7.331835097474196E-4,4.4631380542127367E-4
32.2,1.8044533678362345E-5,7.845155614037317E-5,-3.888329682828129E-6,-4.913129138132718E-7,5.168713456407592E-4,7.44472497362112E-4,4.5794037837342867E-4
32.25,1.570240848396037E-5,7.351937707369772E-5,-4.621377507408634E-6,-7.54421215716698E-7,5.018841898406998E-4,7.553326932359679E-4,4.698225370118706E-4
32.300000000000004,1.3488216953575092E-5,6.880159690939673E-5,-5.227374082879863E-6,-9.415973326586972E-7,4.8672338652953407E-4,7.657640967623131E-4,4.8200372697112604E-4
32.35,1.1392300478629129E-5,6.42982156474718E-5,-5.730924701504673E-6,-1.067234362718102E-6,4.713889357072666E-4,7.756022383834784E-4,4.944839482511917E-4
32.4,9.424170390496327E-6,6.0009233287922015E-5,-6.123033598432037E-6,-1.1206722824131327E-6,4.563335901891285E-4,7.847464846187017E-4,5.0726320085207E-4
32.45,7.583826689176391E-6,5.590613072351274E-5,-6.4042945320569205E-6,-1.1356628652760909E-6,4.4161523043602813E-4,7.933134898293776E-4,5.202592100752176E-4
32.5,5.868052776956267E-6,5.193749270823006E-5,-6.6015648264834615E-6,-1.0991721358570638E-6,4.269422313896949E-4,8.013032540155026E-4,5.333263810240311E-4
32.550000000000004,4.268418337276771E-6,4.815076114261185E-5,-6.701353329746371E-6,-1.0205926143225969E-6,4.1231459305012533E-4,8.084823550358355E-4,5.46602068896572E-4
32.6,2.7913629252639365E-6,4.4545935630594276E-5,-6.710542787733421E-6,-9.17726126768582E-7,3.9773231541732304E-4,8.148957151389904E-4,5.600862725416566E-4
32.65,1.436886513539461E-6,4.1123016172176986E-5,-6.65304365427202E-6,-7.800934541486287E-7,3.8319539849128665E-4,8.205976573200845E-4,5.737789919592869E-4
32.7,2.0279791034995545E-7,3.781690318817297E-5,-6.515392699194397E-6,-6.310310721138863E-7,3.6870384227201294E-4,8.255841916451379E-4,5.87634705353795E-4
32.75,-9.28142014406088E-7,3.465027248336038E-5,-6.310696386127873E-6,-4.6738048784945786E-7,3.548105322498017E-4,8.296182842015766E-4,6.01334066343809E-4
32.800000000000004,-1.9445007171854377E-6,3.1635427328938346E-5,-6.057276031351665E-6,-2.9053073632165204E-7,3.411638210107018E-4,8.328386668813539E-4,6.151149573930589E-4
32.85,-2.8462781261890694E-6,2.877236772490788E-5,-5.74273621523668E-6,-1.1841990004033157E-7,3.277213811419928E-4,8.352453413891094E-4,6.289773798304644E-4
32.9,-3.6334742414171392E-6,2.6049583572462673E-5,-5.386964634896468E-6,5.819089443314405E-8,3.1448321264367204E-4,8.368034939366252E-4,6.429213336560275E-4
32.95,-4.3318686033034094E-6,2.3440450886673696E-5,-4.999643108654305E-6,2.2763830233759975E-7,3.01449315515738E-4,8.374139489277059E-4,6.569468188697489E-4
33,-4.926454082542382E-6,2.096684174282151E-5,-4.570939062154997E-6,3.874109964915435E-7,2.8861968975819397E-4,8.371469022546756E-4,6.705669587080798E-4
33.050000000000004,-5.416746945364568E-6,1.862875601821132E-5,-4.12868079272629E-6,5.402474113880476E-7,2.7607405421345123E-4,8.360023536509376E-4,6.84073722441759E-4
33.1,-5.809660337747679E-6,1.6426193712843738E-5,-3.672116171823559E-6,6.761327210433344E-7,2.6400793560667213E-4,8.339803031164936E-4,6.974931438204148E-4
33.15,-6.128934068235825E-6,1.4331026147640967E-5,-3.19471929225224E-6,7.997601789598742E-7,2.522328271106215E-4,8.310807506513427E-4,7.10825222844049E-4
33.2,-6.358311903865445E-6,1.2351168572847124E-5,-2.7279755333701975E-6,9.088916753598829E-7,2.4074872931015756E-4,8.273036962554846E-4,7.240699595126646E-4
33.25,-6.497793866520258E-6,1.049316187522288E-5,-2.2606114887702733E-6,1.0018665187817743E-6,2.2955564220528441E-4,8.226491399289206E-4,7.36801111336519E-4
33.300000000000004,-6.564147345681175E-6,8.757006054767665E-6,-1.7925212840747838E-6,1.0799502180251921E-6,2.18653565795998E-4,8.172850407682264E-4,7.491312777079843E-4
33.35,-6.568763327505278E-6,7.137172890851315E-6,-1.3498803905599178E-6,1.1423925658093447E-6,2.0804250008230147E-4,8.11139333675046E-4,7.611815565682346E-4
33.4,-6.499117433325119E-6,5.617863851368978E-6,-9.195750424706161E-7,1.1894968493088154E-6,1.9778320938173345E-4,8.041686616254316E-4,7.729519479172729E-4
33.45,-6.3552096631406834E-6,4.211509456687144E-6,-5.059591173143953E-7,1.222346424030698E-6,1.8787540960659783E-4,7.963730246193821E-4,7.844424517551001E-4
33.5,-6.170244827701116E-6,2.918109671438037E-6,-1.2457905779234973E-7,1.2426805312941815E-6,1.7828593382901455E-4,7.877524226569E-4,7.953427204294676E-4
33.550000000000004,-5.937878897763106E-6,1.7376644956212923E-6,2.332853875560394E-7,1.2494604296881257E-6,1.69014782048981E-4,7.783068557379826E-4,8.055578969574236E-4
33.6,-5.6503934103564126E-6,6.497063261736322E-7,5.634734197996542E-7,1.2465242532232032E-6,1.600619542664993E-4,7.680496511972747E-4,8.15297040948146E-4
33.65,-5.30916715824398E-6,-3.4149935890142213E-7,8.60020521692915E-7,1.2332583884714545E-6,1.514274504815685E-4,7.575825015030998E-4,8.245601524016373E-4
33.7,-4.962780034317748E-6,-1.2302225869579437E-6,1.1269345488427899E-6,1.210397401842683E-6,1.4308604791240655E-4,7.464515612036582E-4,8.333472313178952E-4
33.75,-4.582645839359992E-6,-2.016463357995677E-6,1.3615923083393994E-6,1.1822718015665384E-6,1.3503787656306997E-4,7.346568252012459E-4,8.414831238568864E-4
33.800000000000004,-4.168764221331793E-6,-2.706941131665367E-6,1.562668422036964E-6,1.1466301006594133E-6,1.2729581200212668E-4,7.221982934958597E-4,8.487062732918703E-4
33.85,-3.733557619195108E-6,-3.32561948527018E-6,1.73148401586055E-6,1.107497719665733E-6,1.1985985422957883E-4,7.090759660875033E-4,8.552762176828887E-4
33.9,-3.3071993121645695E-6,-3.8543471676755615E-6,1.8692843660619838E-6,1.0655996957041098E-6,1.1273000324542536E-4,6.952898429761745E-4,8.611929570299446E-4
33.95,-2.867727715473256E-6,-4.293124182157415E-6,1.9760498564857664E-6,1.0202187088959257E-6,1.0588351500640402E-4,6.810648580015147E-4,8.66456491333037E-4
34,-2.4151429732570193E-6,-4.641950528715625E-6,2.051481279025798E-6,9.75900129631389E-7,9.924798255927006E-5,6.669148324290457E-4,8.710082138677156E-4
34.050000000000004,-1.9713466285725356E-6,-4.93063550343426E-6,2.101436910322186E-6,9.304986223587727E-7,9.288418389309764E-5,6.523332167977973E-4,8.745240880684945E-4
34.1,-1.5456067719742272E-6,-5.15534938474717E-6,2.1238638531910218E-6,8.860626117761932E-7,8.679211895257841E-5,6.373200131858444E-4,8.77251357907244E-4
34.15,-1.1248631564037122E-6,-5.30620131903775E-6,2.1190329704116545E-6,8.439995005252386E-7,8.097178773771102E-5,6.218752215931849E-4,8.791900244537968E-4
34.2,-7.091157818609307E-7,-5.383191306306003E-6,2.096755829798884E-6,8.032033232492445E-7,7.542319024849513E-5,6.059988420198161E-4,8.803400877081535E-4
34.25,-3.236055401451796E-7,-5.39417572346502E-6,2.052129824609518E-6,7.661749384326271E-7,7.005929681977441E-5,5.896908744657433E-4,8.807015476703137E-4
34.300000000000004,3.940542021166249E-8,-5.374710584970975E-6,1.9877578351401055E-6,7.318591189935355E-7,6.492085791892782E-5,5.734491577667996E-4,8.800360714409142E-4
34.35,3.8404107946355894E-7,-5.298759623629289E-6,1.9131949568087374E-6,7.002336043361995E-7,6.002116131287991E-5,5.574205293614506E-4,8.784951896762934E-4
34.4,7.089712143617378E-7,-5.166322776931393E-6,1.823101815414127E-6,6.712983944606127E-7,5.536020700162994E-5,5.412198868072247E-4,8.760857073966126E-4
34.45,9.981152747364237E-7,-4.977400044877262E-6,1.7224373593160016E-6,6.450534893667727E-7,5.093799498517726E-5,5.248472301041192E-4,8.728076246018704E-4
34.5,1.2612627828275868E-6,-4.764992237489236E-6,1.6184908422358615E-6,6.212798243362386E-7,4.6662490709777054E-5,5.083025592521395E-4,8.686609412920658E-4
34.550000000000004,1.4984138319452363E-6,-4.527760712562964E-6,1.506396944295193E-6,6.000775769933047E-7,4.2593799029292774E-5,4.915858742512803E-4,8.636571371062805E-4
34.6,1.7073710364432275E-6,-4.252876204389389E-6,1.3924914429387383E-6,5.814793790289372E-7,3.8732234300938996E-5,4.746971751015467E-4,8.577925283643981E-4
34.65,1.8842992656627822E-6,-3.940338712968476E-6,1.2800941178484337E-6,5.654852304431319E-7,3.507779652471505E-5,4.5832790873893086E-4,8.510643002065723E-4
34.7,2.0322090427561325E-6,-3.597168658724078E-6,1.1659547104875475E-6,5.520951312358869E-7,3.159562276407692E-5,4.4219308840087073E-4,8.434724526327991E-4
34.75,2.1511003677232384E-6,-3.2647760346484293E-6,1.0568351329643313E-6,5.397431708811988E-7,2.828211769834241E-5,4.2612221581231157E-4,8.350169856430834E-4
34.800000000000004,2.243619673800864E-6,-2.9137435634194493E-6,9.527060389383005E-7,5.287065486453158E-7,2.5153610156762573E-5,4.101152909732487E-4,8.258456669551719E-4
34.85,2.3103326340498934E-6,-2.5440711005350865E-6,8.519032573457311E-7,5.195184989681514E-7,2.221010013933836E-5,3.9417231388368687E-4,8.159885671351517E-4
34.9,2.349988104119101E-6,-2.1557586459952925E-6,7.601442732279523E-7,5.121790218497042E-7,1.9426790033306014E-5,3.782932845436235E-4,8.053564441816416E-4
34.95,2.362586084008483E-6,-1.7784200502304555E-6,6.754695568286127E-7,5.066881172899725E-7,1.680496677277689E-5,3.6249658968984895E-4,7.939492980946386E-4
35,2.3582637867560884E-6,-1.413731459945313E-6,5.976466970622499E-7,5.014910298160259E-7,1.4352884190009194E-5,3.4745136047125834E-4,7.81767128874147E-4
35.050000000000004,2.332891515443143E-6,-1.0483186955153924E-6,5.294366623049351E-7,4.962159447059935E-7,1.206587511452416E-5,3.3265088856070313E-4,7.689778125029632E-4
35.1,2.2854265623404375E-6,-6.821817569408012E-7,4.694634642615981E-7,4.91832788225843E-7,9.916339158492579E-6,3.1809516794184664E-4,7.557922003086706E-4
35.15,2.2181132632731884E-6,-3.194077372020817E-7,4.177619161052911E-7,4.883415603755749E-7,7.92136974594188E-6,3.037841986146865E-4,7.419886085797938E-4
35.2,2.146082476578586E-6,7.202732865796883E-9,3.7446349907527706E-7,4.857422611551871E-7,6.0809669584259226E-6,2.897179805792212E-4,7.275670373163307E-4
35.25,2.0597567400583406E-6,3.203216951760187E-7,3.3949501558168597E-7,4.831118900907055E-7,4.380368342420768E-6,2.7589651383545436E-4,7.125274865182855E-4
35.300000000000004,1.9591359958464703E-6,6.199493167072977E-7,3.121449595294018E-7,4.795982203655376E-7,2.816514179491752E-6,2.6242484896451E-4,6.969688982322404E-4
35.35,1.8508652899782035E-6,9.06085597459548E-7,2.913409828366502E-7,4.762054768868495E-7,1.3959837911243694E-6,2.4953426417974615E-4,6.813334654070252E-4
35.4,1.7432512260460223E-6,1.166294534948448E-6,2.777941565966346E-7,4.729336596546433E-7,1.1654394532607636E-7,2.369946400491909E-4,6.652748433462814E-4
35.45,1.6291098256179262E-6,1.3985294813923335E-6,2.6991163845813924E-7,4.697827686689156E-7,-1.048087916556666E-6,2.248059777105661E-4,6.487930311150237E-4
35.5,1.5084410886939491E-6,1.6092743911598598E-6,2.6682852978194336E-7,4.661262097187424E-7,-2.0824120748487322E-6,2.1296827716387528E-4,6.318880287132562E-4
35.550000000000004,1.3913854507486662E-6,1.7985292642510867E-6,2.6937711000777697E-7,4.609816849269441E-7,-2.986428373769762E-6,2.014815384091151E-4,6.145598361409752E-4
35.6,1.2783412959775742E-6,1.965854221681911E-6,2.749625195678689E-7,4.558371681815286E-7,-3.783971745770405E-6,1.9034576144628894E-4,5.974670911317826E-4
35.65,1.1655619592553064E-6,2.1060743872408915E-6,2.8356604275621384E-7,4.506926514361128E-7,-4.4657013442853214E-6,1.7962175768629774E-4,5.801685271100696E-4
35.7,1.0530474405818443E-6,2.222678804495595E-6,2.958416167751061E-7,4.4554813469069636E-7,-5.030978372119145E-6,1.6932606937639606E-4,5.626608817780069E-4
35.75,9.515153693286788E-7,2.3156675075305604E-6,3.085224004406897E-7,4.4040361794528034E-7,-5.508422443389219E-6,1.594126934961024E-4,5.449441551356007E-4
35.800000000000004,8.55647897400167E-7,2.3850404963458202E-6,3.2270261565805165E-7,4.352591011998638E-7,-5.883877545840859E-6,1.4988163004541404E-4,5.270183471828454E-4
35.85,7.649162760588735E-7,2.4343417359989703E-6,3.3845534222804204E-7,4.301145844544481E-7,-6.161490563605958E-6,1.4073287902433378E-4,5.093853804583983E-4
35.9,6.802481405297809E-7,2.4645822689592065E-6,3.5286094316622485E-7,4.2497006770903233E-7,-6.364220609501109E-6,1.3196644043286012E-4,4.918576354199478E-4
35.95,6.056912610021082E-7,2.473638251722274E-6,3.6737071298972753E-7,4.198255509636159E-7,-6.479729793294947E-6,1.2356187285806174E-4,4.7433026761108295E-4
36,5.385643944382747E-7,2.4615096842881717E-6,3.815506158935941E-7,4.1468090593430165E-7,-6.5158773592589594E-6,1.1550558331443228E-4,4.5680327703180633E-4
36.050000000000004,4.788675363243546E-7,2.4289570469685976E-6,3.9371517584527284E-7,4.095252477983799E-7,-6.4916643454137635E-6,1.0781797332945764E-4,4.392766636821138E-4
36.1,4.2719644027484257E-7,2.3912421506904495E-6,4.0479926676931467E-7,4.043695895321904E-7,-6.395645892777286E-6,1.0049904290314016E-4,4.220627717990811E-4
36.15,3.8407209469600083E-7,2.338306298772541E-6,4.143874355696819E-7,3.992139312660002E-7,-6.239933526162163E-6,9.354879203547869E-5,4.0519609824518773E-4
36.2,3.4898131728779697E-7,2.2701493691747267E-6,4.2183771498286393E-7,3.9405827299980963E-7,-6.038496127735859E-6,8.696722072647224E-5,3.8850785168475306E-4
36.25,3.2192410805024153E-7,2.18677136189703E-6,4.2757306030794136E-7,3.889026147336204E-7,-5.7812451390805225E-6,8.061792839562857E-5,3.719980321177822E-4
36.300000000000004,3.008838431383701E-7,2.0978979779841265E-6,4.3159347154491573E-7,3.8374695646743005E-7,-5.486209828406033E-6,7.459391791230462E-5,3.556666395442708E-4
36.35,2.8607902925033196E-7,2.0076251748560984E-6,4.338989486937873E-7,3.785912982012404E-7,-5.161802070130344E-6,6.889603984299949E-5,3.3967160890251223E-4
36.4,2.780778466846487E-7,1.909272810271957E-6,4.3448949175455477E-7,3.7343563993505036E-7,-4.7991983605595336E-6,6.352429418771229E-5,3.2417876126317137E-4
36.45,2.768802954413209E-7,1.8028408842316898E-6,4.341343056731247E-7,3.6827998166886015E-7,-4.420416040421796E-6,5.846900815102186E-5,3.090016656277574E-4
36.5,2.775511018319529E-7,1.6886601256948534E-6,4.326230878439954E-7,3.6312432340267067E-7,-4.026203378484423E-6,5.3588443440419824E-5,2.94140321996275E-4
36.550000000000004,2.8292808101849616E-7,1.5847310264912098E-6,4.297232292065873E-7,3.5841273116728906E-7,-3.610629316448196E-6,4.898089595124263E-5,2.7959473036871964E-4
36.6,2.930192378448911E-7,1.479435002894572E-6,4.25434729760902E-7,3.538632494718395E-7,-3.1977981830442058E-6,4.464636677539431E-5,2.65411901513146E-4
36.65,3.0658297679163364E-7,1.3727718868589497E-6,4.1975758950693814E-7,3.493137677763899E-7,-2.781342127637673E-6,4.058485591287415E-5,2.517646138002206E-4
36.7,3.198720630275415E-7,1.264741678384334E-6,4.128181074111904E-7,3.4476428608093983E-7,-2.358491033536045E-6,3.6723990260788273E-5,2.385136072701269E-4
36.75,3.3550642232222415E-7,1.1616250377753105E-6,4.065672802136736E-7,3.4021480438548995E-7,-1.9536980882531615E-6,3.3059963165044665E-5,2.256588818324885E-4
36.800000000000004,3.534860448353844E-7,1.06703476607556E-6,3.9957555279788925E-7,3.356653226900399E-7,-1.55516650293413E-6,2.9624729911048405E-5,2.132004374873013E-4
36.85,3.714950826868842E-7,9.760339481309724E-7,3.918429090840312E-7,3.3111584099459007E-7,-1.164821998316503E-6,2.64182904988005E-5,2.0114004521168164E-4
36.9,3.8819075431588984E-7,8.886225839415381E-7,3.833693490720989E-7,3.265663592991409E-7,-7.983187381761126E-7,2.3379286602905702E-5,1.8957393142559923E-4
36.95,4.051674822831957E-7,8.048006735072414E-7,3.7415487276209036E-7,3.220168776036903E-7,-4.475084549459727E-7,2.050427968344156E-5,1.7843609234138665E-4
37,4.224252665887981E-7,7.315629167694505E-7,3.650073103218912E-7,3.174673959082407E-7,-1.1489017808587308E-7,1.781805155962589E-5,1.6772652701428794E-4
37.050000000000004,4.3696779665633203E-7,6.64559467016208E-7,3.56797884751877E-7,3.132132240131043E-7,1.9162430563101113E-7,1.5316858785677937E-5,1.5744523544429997E-4
37.1,4.494990843533328E-7,6.037186595386598E-7,3.485135759833269E-7,3.093147274959905E-7,4.765886881888599E-7,1.2942518948782515E-5,1.4759221763142562E-4
37.15,4.60637060029653E-7,5.490404943367973E-7,3.4015438401623895E-7,3.054162309788774E-7,7.377545387664153E-7,1.0729213149762719E-5,1.3813068854693549E-4
37.2,4.7038172368529154E-7,5.011814411920842E-7,3.3172030885061215E-7,3.015177344617634E-7,9.717380599573626E-7,8.676941813912206E-6,1.2907621863723822E-4
37.25,4.787330753202462E-7,4.6063482033960296E-7,3.2321135048644945E-7,2.976192379446499E-7,1.180803809389526E-6,6.766317701818494E-6,1.2043524146026241E-4
37.300000000000004,4.856911149345205E-7,4.268102079888159E-7,3.1552903647879693E-7,2.937207414275359E-7,1.3643057090295283E-6,4.98179812165265E-6,1.1220775701600556E-4
37.35,4.91255842528111E-7,3.9970760413973065E-7,3.084360690163096E-7,2.898222449104224E-7,1.5218104145311693E-6,3.3387777960624005E-6,1.0439376530447035E-4
37.4,4.954466406593829E-7,3.7932700879234325E-7,3.0165333533452347E-7,2.859237483933092E-7,1.6537004796640087E-6,1.8298751607024344E-6,9.6912841562922E-5
37.45,4.982957520170238E-7,3.6273126113570314E-7,2.951808354334378E-7,2.820252518761951E-7,1.7620956725014977E-6,4.311194228031485E-7,8.976294965750605E-5
37.5,4.99767140110553E-7,3.516145671175926E-7,2.890185693130542E-7,2.781267553590815E-7,1.8473511632370998E-6,-8.424575781263046E-7,8.298287369309099E-5
37.550000000000004,4.9986080528361E-7,3.4609379885900963E-7,2.831818270106328E-7,2.7432493900626583E-7,1.9087510492506777E-6,-1.9915150133014396E-6,7.657261366967497E-5
37.6,4.985767475361948E-7,3.461689563599564E-7,2.7792609051944577E-7,2.709798336140182E-7,1.9512033730070777E-6,-3.0422181756613085E-6,7.05321695872597E-5
37.65,4.959149668683069E-7,3.4957433227680795E-7,2.7306478952582725E-7,2.6763472977395356E-7,1.9738746007804583E-6,-3.980552962118898E-6,6.479896362953797E-5
37.7,4.918754632799455E-7,3.541459969697585E-7,2.6859792177885165E-7,2.6428962593388856E-7,1.9759589327694052E-6,-4.808265475611563E-6,5.9318596297927794E-5
37.75,4.86458236771113E-7,3.622180527596187E-7,2.645254872785195E-7,2.60944522093824E-7,1.9654310790077766E-6,-5.540795691450922E-6,5.4157247910317393E-5
37.800000000000004,4.815715757797148E-7,3.7379049964639167E-7,2.6084748602483034E-7,2.575994182537588E-7,1.9390031791001025E-6,-6.170063872981872E-6,4.9314918466705254E-5
37.85,4.7615005141545395E-7,3.888633376300737E-7,2.574226584643648E-7,2.542543144136943E-7,1.8970322083635755E-6,-6.704639622640328E-6,4.479160796709276E-5
37.9,4.69892002163838E-7,4.019064687827171E-7,2.540937849823587E-7,2.509092105736296E-7,1.8483745713281602E-6,-7.152217345369449E-6,4.0472355476074644E-5
37.95,4.627974280248666E-7,4.1584240108230113E-7,2.5104142872217663E-7,2.475641067335645E-7,1.7885518182247E-6,-7.507240696292027E-6,3.6387407691469725E-5
38,4.548663289985418E-7,4.310662059939182E-7,2.4826558968381957E-7,2.4421900289349994E-7,1.7192722648041864E-6,-7.784608662635494E-6,3.256601206860736E-5
38.050000000000004,4.460987050848611E-7,4.475778835175734E-7,2.4576626786728637E-7,2.4087389905343435E-7,1.6477696455793485E-6,-7.980095068161517E-6,2.9008168607486436E-5
38.1,4.364945562838274E-7,4.6367859838131997E-7,2.435434632725779E-7,2.379255717417324E-7,1.570041801105649E-6,-8.09662787207002E-6,2.5654669891683163E-5
38.15,4.270991617241921E-7,4.773416684272096E-7,2.4119767827168705E-7,2.3502341349994634E-7,1.4886231962378548E-6,-8.147062511788204E-6,2.248235511764738E-5
38.2,4.190878444744991E-7,4.90576580072538E-7,2.388299474025858E-7,2.321212552581596E-7,1.408455805195758E-6,-8.124515182840706E-6,1.9528769343802545E-5
38.25,4.109481387681983E-7,5.03383333317301E-7,2.3656686655009866E-7,2.292190970163733E-7,1.3264309986684891E-6,-8.040054579312142E-6,1.679391257014951E-5
38.300000000000004,4.0268004460528694E-7,5.157619281615027E-7,2.344084357142251E-7,2.263169387745865E-7,1.245345796990879E-6,-7.896521907699758E-6,1.4214984923516358E-5
38.35,3.9428356198576705E-7,5.254536246229633E-7,2.3235465489496607E-7,2.2341478053280047E-7,1.167756880962831E-6,-7.690972565528256E-6,1.180405929252056E-5
38.400000000000006,3.8575869090963725E-7,5.335346357196792E-7,2.303849484553769E-7,2.2051262229101346E-7,1.0916675794362523E-6,-7.444359014577376E-6,9.575951286351047E-6
38.45,3.7710543137689887E-7,5.402431114721005E-7,2.2812547694495246E-7,2.176104640492273E-7,1.0196185951033905E-6,-7.14705283388521E-6,7.511209575585897E-6
38.5,3.68323783387552E-7,5.45579051880227E-7,2.2584833721949972E-7,2.1470830580744087E-7,9.524258807556568E-7,-6.8076779790491685E-6,5.575148850307144E-6
38.550000000000004,3.610230167599165E-7,5.495424569440605E-7,2.2355353279371097E-7,2.118061475656544E-7,8.89032897479242E-7,-6.437874853739555E-6,3.793203035564213E-6
38.6,3.541679016289665E-7,5.521333266635991E-7,2.21241063667587E-7,2.0913399846260132E-7,8.310476351733385E-7,-6.03023834265309E-6,2.1653721313576104E-6
38.650000000000006,3.476091304878895E-7,5.533516610388437E-7,2.1891092984112685E-7,2.066047265192728E-7,7.783673712505334E-7,-5.603927676557424E-6,6.513117773869268E-7
38.7,3.4134670333668747E-7,5.531974600697938E-7,2.1653171149253098E-7,2.0407545457594438E-7,7.306399301334364E-7,-5.156182697023147E-6,-7.29666854316506E-7
38.75,3.3538062017535827E-7,5.516707237564509E-7,2.1406732895132373E-7,2.0154618263261595E-7,6.882530520478601E-7,-4.687957305981438E-6,-1.9759807314415078E-6
38.800000000000004,3.2971088100390246E-7,5.503358167032076E-7,2.115587235730104E-7,1.9901691068928715E-7,6.510769751267678E-7,-4.217687811794275E-6,-3.1164464385274843E-6
38.85,3.24337485822321E-7,5.48245595373391E-7,2.0900589535759132E-7,1.9648763874595906E-7,6.190574119228716E-7,-3.7360434089212887E-6,-4.141561352300476E-6
38.900000000000006,3.193858669294855E-7,5.451545896919755E-7,2.064088443050662E-7,1.9395836680263008E-7,5.914251513709841E-7,-3.2536431779224387E-6,-5.050515649987143E-6
38.95,3.149472196712384E-7,5.410627996589626E-7,2.0376757041543602E-7,1.9142909485930173E-7,5.685589633969384E-7,-2.775940873706804E-6,-5.8618792549229805E-6
39,3.108781793809255E-7,5.359702252743509E-7,2.0114445937712566E-7,1.8889982291597332E-7,5.502165814557868E-7,-2.2979720663199933E-6,-6.566345408433616E-6
39.050000000000004,3.0717874605854706E-7,5.298768665381409E-7,1.9852438518190285E-7,1.8637055097264468E-7,5.349720608588163E-7,-1.8369058107601308E-6,-7.174499582510659E-6
39.1,3.0384891970410414E-7,5.227827234503327E-7,1.958871181903345E-7,1.8388276999621635E-7,5.235872523078113E-7,-1.3855473233649972E-6,-7.690427684843675E-6
39.150000000000006,3.008887003175954E-7,5.146877960109251E-7,1.932326584024195E-7,1.8149176203737547E-7,5.155390445178058E-7,-9.478773481624809E-7,-8.112165184824115E-6
39.2,2.9829808789902225E-7,5.055920842199203E-7,1.9056100581815834E-7,1.7912388532806032E-7,5.095032100035773E-7,-5.322494660380961E-7,-8.455056409551527E-6
39.25,2.9607708244838376E-7,4.981595710608115E-7,1.8787812347842714E-7,1.7677913986827042E-7,5.062706811400479E-7,-1.3381565242229923E-7,-8.711961223946792E-6
39.300000000000004,2.932176867106635E-7,4.909230335328863E-7,1.8530254585317552E-7,1.744575256580051E-7,5.050344385855267E-7,2.406606835845313E-7,-8.891885326016775E-6
39.35,2.904439138022598E-7,4.833474390712476E-7,1.827482811300374E-7,1.7215904269726584E-7,5.048186425073901E-7,5.910309237504098E-7,-8.997376476076652E-6
