% Model,COMSOL_3D_CNN_Design_1_1_Phase_1.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 9 2025, 16:34"
% Table,Table 31 - 3D_Pipe_1_Outlet_Concentration_Surface_Average
% Time (s),Concentration Pipe_1 (mol/m^3)
12.200000000000001,0.9935871835430047
12.4,0.9907630817734271
12.600000000000001,0.9891713803546361
12.8,0.9887721280706332
13,0.9890301487590124
13.200000000000001,0.9897298576122892
13.4,0.9903940253042774
13.600000000000001,0.99093632437431
13.8,0.9912727633272655
14,0.99140323646471
14.200000000000001,0.9914010171607032
14.4,0.9913112598858119
14.600000000000001,0.9912217728111029
14.8,0.9911384388648583
15,0.9910872703763866
15.200000000000001,0.9910662890876007
15.4,0.9910663595784653
15.600000000000001,0.9910791011934448
15.8,0.9910912769942012
16,0.9911033947713853
16.2,0.9911107656836583
16.400000000000002,0.9911148440476435
16.6,0.9911166519848207
16.8,0.9911183198381767
17,0.9911217993388787
17.2,0.9911277058356457
17.400000000000002,0.9911375405779865
17.6,0.9911522292884585
17.8,0.9911725155271386
18,0.99120022556292
18.2,0.9912371141020264
18.400000000000002,0.9912846377199325
18.6,0.9913460094157703
18.8,0.9914229759160603
19,0.9915175955069132
19.200000000000003,0.9916335213961266
19.400000000000002,0.9917716990828931
19.6,0.9919340034855931
19.8,0.9921219177299158
20,0.9923347938356466
20.200000000000003,0.9925724391947937
20.400000000000002,0.9928312748900749
20.6,0.9931095057615854
20.8,0.9934028360173419
21,0.993703654716494
21.200000000000003,0.9940091059069018
21.400000000000002,0.994311038185185
21.6,0.9946015780805073
21.8,0.9948773244538566
22,0.9951300884670342
22.200000000000003,0.9953557490853561
22.400000000000002,0.9955518940215566
22.6,0.995715275311142
22.8,0.9958464915754855
23,0.9959450098977133
23.200000000000003,0.9960090058591714
23.400000000000002,0.9960467326687827
23.6,0.9960637791476841
23.8,0.9960640569718886
24,0.996050180570677
24.200000000000003,0.9960263626534488
24.400000000000002,0.9960000512875083
24.6,0.9959724014597998
24.8,0.9959475933750662
25,0.9959262202066109
25.200000000000003,0.9959092446927298
25.400000000000002,0.9958991075254585
25.6,0.9958949984090985
25.8,0.995895677310565
26,0.9958991403595314
26.200000000000003,0.9959067800937733
26.400000000000002,0.9959174071661875
26.6,0.9959305871294745
26.8,0.9959468214945395
27,0.9959659380396684
27.200000000000003,0.9959879793326174
27.400000000000002,0.996013123006357
27.6,0.9960432003245255
27.8,0.9960773049556232
28,0.9961166178610015
28.200000000000003,0.9961637513972508
28.400000000000002,0.9962171519811742
28.6,0.996279016370344
28.8,0.9963505466749935
29,0.9964306195750068
29.200000000000003,0.9965215907471597
29.400000000000002,0.996623100093916
29.6,0.9967347964585799
29.8,0.9968574058215306
30,0.9969905783845485
30.200000000000003,0.9971338157686886
30.400000000000002,0.9972856888635309
30.6,0.9974470089565994
30.8,0.9976154354999587
31,0.9977891863891091
31.200000000000003,0.9979697040345334
31.400000000000002,0.9981512879041791
31.6,0.9983342065212735
31.8,0.9985196432425045
32,0.9986981024134459
32.2,0.9988740464157717
32.4,0.9990456073642564
32.6,0.9992057307159177
32.800000000000004,0.9993582628355732
33,0.99950002871242
33.2,0.9996277982414534
33.4,0.9997439237312445
33.6,0.9998460583695896
33.800000000000004,0.9999340323254153
34,1.0000084930661461
34.2,1.0000714257302146
34.4,1.0001220196510106
34.6,1.0001602128856526
34.800000000000004,1.0001860054341445
35,1.000199397296484
35.2,1.000206319842041
35.4,1.0002118190935898
35.6,1.0002094910858255
35.800000000000004,1.0001993358187484
36,1.0001813532923582
36.2,1.0001618411919004
36.4,1.0001454375358314
36.6,1.0001262024344268
36.800000000000004,1.000104135887685
37,1.0000792378956063
37.2,1.0000595837103932
37.4,1.0000475342779158
37.6,1.000035484845438
37.800000000000004,1.0000234354129605
38,1.0000113859804824
38.2,1.0000039599062736
38.400000000000006,1.000000784200458
38.6,0.9999976084946427
38.800000000000004,0.9999944327888266
39,0.9999912570830116
39.2,0.9999899748197606
39.400000000000006,0.9999902442622212
39.6,0.9999905137046821
39.800000000000004,0.9999907831471425
40,0.9999910525896035
