% Model,COMSOL_3D_CNN_Design_1_2_Phase_2.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 16 2025, 12:17"
% Table,Table 6 - Concentration_Outlet_Pipe_3
% Time (s),Concentration_Outlet_Pipe_3 (mol/m^3)
15.8,5.307238363014808
15.850000000000001,5.307220267183488
15.9,5.307206288520651
15.950000000000001,5.30719101068501
16,5.307174433676571
16.05,5.307156557495334
16.1,5.30714682421852
16.150000000000002,5.307139606006838
16.2,5.30713485323731
16.25,5.307132565909932
16.3,5.3071329344989175
16.35,5.307135859961488
16.400000000000002,5.307141332208187
16.45,5.307149351239015
16.5,5.30715529761278
16.55,5.307161178503607
16.6,5.30716748548999
16.650000000000002,5.307174218571921
16.7,5.307178977453849
16.75,5.307182572768462
16.8,5.307185404732117
16.85,5.307187473344792
16.900000000000002,5.307189688384926
16.95,5.3071918431612515
17,5.307193723503045
17.05,5.307195329410314
17.1,5.307197741429663
17.150000000000002,5.3072008518228015
17.2,5.307204320898203
17.25,5.3072081486558655
17.3,5.3072115241225735
17.35,5.30721440756233
17.400000000000002,5.3072171283949565
17.45,5.307219686620462
17.5,5.307221194373171
17.55,5.307221452081727
17.6,5.307220916505067
17.650000000000002,5.307219587643196
17.7,5.307219108480317
17.75,5.3072201951099816
17.8,5.30722178933688
17.85,5.307223891161006
17.900000000000002,5.307231315099056
17.95,5.30724740312631
18,5.307268292632549
18.05,5.307293983617782
18.1,5.30733061792604
18.150000000000002,5.307384445867418
18.2,5.30744932578735
18.25,5.307525257685845
18.3,5.307618797560271
18.35,5.307739352423663
18.400000000000002,5.307878698837171
18.45,5.308036836800806
18.5,5.3082216574640215
18.55,5.308448893227909
18.6,5.308705962893494
18.650000000000002,5.308992866460763
18.7,5.3093234848540956
18.75,5.309736425766392
18.8,5.310202917749385
18.85,5.310722960803064
18.900000000000002,5.311318094245441
18.95,5.312073946894944
19,5.312930276762653
19.05,5.31388708384858
19.1,5.314973066282846
19.150000000000002,5.316360455284492
19.200000000000003,5.317933775188538
19.25,5.319693025994994
19.3,5.32166907553054
19.35,5.3241766844493235
19.400000000000002,5.327013294546992
19.450000000000003,5.330178905823559
19.5,5.333696055917753
19.55,5.338107481310154
19.6,5.343076101084137
19.650000000000002,5.348601915239708
19.700000000000003,5.3546849237768654
19.75,5.362207839994936
19.8,5.370645633801391
19.85,5.379992974343546
19.900000000000002,5.3902498616213865
19.950000000000003,5.402654805207265
20,5.416565534646246
20.05,5.4319153625023615
20.1,5.44870428877563
20.150000000000002,5.468623284651667
20.200000000000003,5.490940276826612
20.25,5.515473657621588
20.3,5.542223427036599
20.35,5.573471169737546
20.400000000000002,5.60845043034453
20.450000000000003,5.6467782433108376
20.5,5.688454608636458
20.55,5.73639297673736
20.6,5.789937431627957
20.650000000000002,5.848398404909371
20.700000000000003,5.9117758965816005
20.75,5.983615384524888
20.8,6.063571806389341
20.85,6.150525345621844
20.900000000000002,6.244476002222408
20.950000000000003,6.349564947688021
21,6.466006671940195
21.05,6.592111876582916
21.1,6.727880561616181
21.150000000000002,6.877936310246522
21.200000000000003,7.043333791739112
21.25,7.221684954267748
21.3,7.412989797832448
21.35,7.622141634613913
21.400000000000002,7.8512929489178935
21.450000000000003,8.09728000429743
21.5,8.360102800752495
21.55,8.644641667643096
21.6,8.954308609340805
21.650000000000002,9.285173320805418
21.700000000000003,9.637235802036967
21.75,10.015040026187378
21.8,10.423238979420102
21.85,10.85727127111823
21.900000000000002,11.317136901281781
21.950000000000003,11.806700385045422
22,12.33153888495383
22.05,12.886785452442178
22.1,13.472440087510456
22.150000000000002,14.091382875102669
22.200000000000003,14.74938850636108
22.25,15.441845239868282
22.3,16.168753075624377
22.35,16.93186012369378
22.400000000000002,17.73605735073612
22.450000000000003,18.57770387565646
22.5,19.456799698454756
22.55,20.37399931746244
22.6,21.33192179046476
22.650000000000002,22.328726215472983
22.700000000000003,23.36441259248711
22.75,24.438719797009835
22.8,25.550068253747114
22.85,26.69951620787817
22.900000000000002,27.887063659403005
22.950000000000003,29.111990402515456
23,30.366871274057196
23.05,31.656481450546565
23.1,32.98082093198343
23.150000000000002,34.33930186263879
23.200000000000003,35.717456762311684
23.25,37.12426588212303
23.3,38.55972922207304
23.35,40.0238467821616
23.400000000000002,41.49470711694405
23.450000000000003,42.98531558377605
23.5,44.49582171225056
23.55,46.02622550236774
23.6,47.550723794487155
23.650000000000002,49.08266156870565
23.700000000000003,50.62345080783204
23.75,52.17309151186625
23.8,53.683989893707974
23.85,55.176675634926724
23.900000000000002,56.65630713182584
23.950000000000003,58.122884384405275
24,59.57640739266497
24.05,61.016876156604944
24.1,62.44429067622534
24.150000000000002,63.85865095152599
24.200000000000003,65.21167563846802
24.25,66.52464724897136
24.3,67.81042678676373
24.35,69.0690142518449
24.400000000000002,70.30040964421501
24.450000000000003,71.50461296387388
24.5,72.68162421082152
24.55,73.83144338505824
24.6,74.91336975038986
24.650000000000002,75.93524466855611
24.700000000000003,76.9158180122805
24.75,77.855089781563
24.8,78.75305997640368
24.85,79.6097285968025
24.900000000000002,80.42509564275952
24.950000000000003,81.19916111427467
25,81.92100032488773
25.05,82.58890933933327
25.1,83.2109005632811
25.150000000000002,83.78697399673136
25.200000000000003,84.31712963968403
25.25,84.801367492139
25.3,85.23968755409639
25.35,85.63208982555624
25.400000000000002,85.98830008113168
25.450000000000003,86.31495185689417
25.5,86.60091218363405
25.55,86.84618106135163
25.6,87.05075849004646
25.650000000000002,87.2146444697188
25.700000000000003,87.33783900036858
25.75,87.42034208199583
25.8,87.47950899616829
25.85,87.54255575331796
25.900000000000002,87.57760129404414
25.950000000000003,87.58464561834676
26,87.56368872622573
26.05,87.51473061768127
26.1,87.4377712927132
26.150000000000002,87.33281075132165
26.200000000000003,87.21311226962122
26.25,87.12348085710131
26.3,87.02080668951689
26.35,86.90508976686804
26.400000000000002,86.77633008915475
26.450000000000003,86.63452765637703
26.5,86.47968246853492
26.55,86.31179452562833
26.6,86.13595565915159
26.650000000000002,85.99870161316635
26.700000000000003,85.8605830887223
26.75,85.72160008581938
26.8,85.58175260445759
26.85,85.44104064463713
26.900000000000002,85.29946420635778
26.950000000000003,85.15702328961966
27,85.01371789442258
27.05,84.97453249619593
27.1,84.93633952577478
27.150000000000002,84.89814655535376
27.200000000000003,84.85995358493267
27.25,84.82176061451165
27.3,84.78356764409057
27.35,84.74537467366952
27.400000000000002,84.70718170324848
27.450000000000003,84.6689887328274
27.5,84.63079576240642
27.55,84.59260279198529
27.6,84.55440982156424
27.650000000000002,84.51621685114324
27.700000000000003,84.47802388072216
27.75,84.4398309103011
27.8,84.40163793988005
27.85,84.39211999078526
27.900000000000002,84.39125646130086
27.950000000000003,84.3903929318164
28,84.38952940233195
28.05,84.3886658728475
28.1,84.38780234336308
28.150000000000002,84.38693881387854
28.200000000000003,84.38607528439404
28.25,84.38521175490956
28.3,84.38434822542517
28.35,84.3834846959407
28.400000000000002,84.38262116645618
28.450000000000003,84.38175763697173
28.5,84.3808941074873
28.55,84.38003057800282
28.6,84.37916704851833
28.650000000000002,84.38080766145048
28.700000000000003,84.38453278796632
28.75,84.38825791448224
28.8,84.39198304099803
28.85,84.395708167514
28.900000000000002,84.3994332940298
28.950000000000003,84.4031584205457
29,84.40688354706157
29.05,84.41060867357749
29.1,84.41433380009337
29.150000000000002,84.41805892660912
29.200000000000003,84.42178405312504
29.25,84.42550917964085
29.3,84.42923430615677
29.35,84.43295943267267
29.400000000000002,84.43668455918856
29.450000000000003,84.44040968570447
29.5,84.44413481222031
29.55,84.44785993873613
29.6,84.45158506525205
29.650000000000002,84.4553101917679
29.700000000000003,84.45903531828378
29.75,84.46276044479967
29.8,84.46648557131552
29.85,84.47021069783143
29.900000000000002,84.47393582434724
29.950000000000003,84.47766095086314
30,84.48138607737901
30.05,84.48511120389487
30.1,84.48883633041078
30.150000000000002,84.4925614569267
30.200000000000003,84.49628658344258
30.25,84.49970855900263
30.3,84.50042777837592
30.35,84.50114699774923
30.400000000000002,84.50186621712251
30.450000000000003,84.50258543649589
30.5,84.50330465586916
30.55,84.5040238752425
30.6,84.50474309461576
30.650000000000002,84.50546231398907
30.700000000000003,84.50618153336234
30.75,84.50690075273569
30.8,84.50761997210901
30.85,84.50833919148228
30.900000000000002,84.50905841085553
30.950000000000003,84.50977763022892
31,84.51049684960223
31.05,84.51121606897551
31.1,84.51193528834884
31.150000000000002,84.51265450772215
31.200000000000003,84.51337372709543
31.25,84.51409294646872
31.3,84.51481216584206
31.35,84.5155313852153
31.400000000000002,84.51625060458865
31.450000000000003,84.51696982396192
31.5,84.51768904333524
31.55,84.51840826270853
31.6,84.51912748208184
31.650000000000002,84.51984670145518
31.700000000000003,84.52056592082849
31.75,84.52128514020178
31.8,84.52200435957509
31.85,84.52272357894832
31.900000000000002,84.52344279832171
31.950000000000003,84.52416201769498
32,84.52488123706831
32.050000000000004,84.52560045644158
32.1,84.52631967581485
32.15,84.52703889518821
32.2,84.52775811456152
32.25,84.52847733393477
32.300000000000004,84.52919655330813
32.35,84.52991577268135
32.4,84.5306349920547
32.45,84.531354211428
32.5,84.53207343080133
32.550000000000004,84.53279265017463
32.6,84.53351186954797
32.65,84.53423108892126
32.7,84.53495030829451
32.75,84.53566952766785
32.800000000000004,84.53638874704116
32.85,84.53710796641447
32.9,84.53782718578783
32.95,84.53854640516099
33,84.53926562453437
33.050000000000004,84.53998484390766
33.1,84.54070406328101
33.15,84.54142328265432
33.2,84.54214250202763
33.25,84.54286172140084
33.300000000000004,84.54358094077418
33.35,84.5443001601475
33.4,84.54501937952078
33.45,84.54573859889408
33.5,84.54631141553925
33.550000000000004,84.54633713161112
33.6,84.54636284768311
33.65,84.54638856375503
33.7,84.54641427982702
33.75,84.546439995899
33.800000000000004,84.54646571197098
33.85,84.54649142804287
33.9,84.54651714411482
33.95,84.54654286018682
34,84.54656857625884
34.050000000000004,84.54659429233077
34.1,84.5466200084027
34.15,84.54664572447469
34.2,84.5466714405466
34.25,84.54669715661858
34.300000000000004,84.54672287269051
34.35,84.5467485887625
34.4,84.54677430483443
34.45,84.54680002090636
34.5,84.54682573697838
34.550000000000004,84.54685145305034
34.6,84.5468771691223
34.65,84.54690288519427
34.7,84.54692860126622
34.75,84.5469543173382
34.800000000000004,84.54698003341011
34.85,84.5470057494821
34.9,84.54703146555404
34.95,84.54705718162599
35,84.547082897698
35.050000000000004,84.54710861376995
35.1,84.54713432984187
35.15,84.54716004591384
35.2,84.54718576198583
35.25,84.5472114780577
35.300000000000004,84.54723719412974
35.35,84.54726291020172
35.4,84.54728862627363
35.45,84.54731434234562
35.5,84.54734005841755
35.550000000000004,84.54736577448955
35.6,84.54739149056151
35.65,84.54741720663344
35.7,84.54744292270544
35.75,84.54746863877736
35.800000000000004,84.54749435484926
35.85,84.54752007092125
35.9,84.54754578699328
35.95,84.54757150306516
36,84.54759721913713
36.050000000000004,84.54762293520913
36.1,84.54764865128112
36.15,84.54767436735303
36.2,84.547700083425
36.25,84.54772579949693
36.300000000000004,84.5477515155689
36.35,84.5477772316409
36.4,84.54780294771288
36.45,84.54782866378473
36.5,84.54785437985673
36.550000000000004,84.54788009592878
36.6,84.54790581200074
36.65,84.54793152807264
36.7,84.54795724414458
36.75,84.54798296021657
36.800000000000004,84.54800867628855
36.85,84.5480343923605
36.9,84.5480601084325
36.95,84.54808582450437
37,84.5481115405764
37.050000000000004,84.54813725664827
37.1,84.54816297272023
37.15,84.5481886887922
37.2,84.5482144048642
37.25,84.5482401209362
37.300000000000004,84.54826583700813
37.35,84.54829155308002
37.4,84.54831726915207
37.45,84.54834298522393
37.5,84.5483621984787
37.550000000000004,84.54835711099051
37.6,84.54835202350253
37.65,84.54834693601437
37.7,84.54834184852628
37.75,84.5483367610382
37.800000000000004,84.54833167355007
37.85,84.548326586062
37.9,84.54832149857394
37.95,84.54831641108582
38,84.54831132359767
38.050000000000004,84.5483062361096
38.1,84.54830114862153
38.15,84.54829606113343
38.2,84.5482909736453
38.25,84.5482858861572
38.300000000000004,84.54828079866905
38.35,84.548275711181
38.400000000000006,84.54827062369293
38.45,84.5482655362048
38.5,84.54826044871673
38.550000000000004,84.54825536122867
38.6,84.54825027374056
38.650000000000006,84.54824518625246
38.7,84.54824009876438
38.75,84.54823501127626
38.800000000000004,84.54822992378817
38.85,84.54822483630007
38.900000000000006,84.54821974881199
38.95,84.54821466132384
39,84.54820957383578
39.050000000000004,84.54820448634763
39.1,84.5481993988596
39.150000000000006,84.54819431137152
39.2,84.54818922388336
39.25,84.54818413639522
39.300000000000004,84.54817904890716
39.35,84.54817396141911
39.400000000000006,84.54816887393099
39.45,84.54816378644288
39.5,84.54815869895481
39.550000000000004,84.54815361146669
39.6,84.5481485239786
39.650000000000006,84.54814343649056
39.7,84.54813834900241
39.75,84.54813326151431
39.800000000000004,84.54812817402627
39.85,84.54812308653813
39.900000000000006,84.54811799904999
39.95,84.5481129115619
40,84.54810782407381
