% Model,COMSOL_3D_CNN_Design_1_2_Phase_2.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 16 2025, 14:47"
% Table,Table 4 - Concentration_Outlet_Pipe_1
% Time (s),Concentration_Outlet_Pipe_1 (mol/m^3),Concentration_Outlet_Pipe_1 (mol/m^3),Concentration_Outlet_Pipe_1 (mol/m^3)
19.25,84.44427798237426,84.4447871999927,84.001871286829
19.3,84.44375644819269,84.444196167243,84.00917008563661
19.35,84.443323200381,84.4436977902429,84.01677260679396
19.400000000000002,84.44297618883337,84.44329002308702,84.02467864747334
19.450000000000003,84.4427154135495,84.44292158222291,84.03288634276848
19.5,84.44253862140582,84.44262747821057,84.0413956926793
19.55,84.44239155416314,84.44240771104997,84.0502066972057
19.6,84.4423079103428,84.44226228074095,84.05926470894413
19.650000000000002,84.44228768994503,84.44218647162074,84.06859352182826
19.700000000000003,84.4423308929697,84.44212477594547,84.07820123234505
19.75,84.4423795927941,84.44211624000107,84.0880878404945
19.8,84.44246824366303,84.44216086378762,84.0982494300279
19.85,84.44259719540511,84.44225864730514,84.10852621541129
19.900000000000002,84.44276644802021,84.44239977299067,84.11902484517748
19.950000000000003,84.44291941108264,84.44251288711736,84.12974531932664
20,84.44308543144557,84.44264990497045,84.14068763785875
20.05,84.44326755621532,84.44281082654993,84.15180155129471
20.1,84.44346578539181,84.44299565185571,84.1628894824036
20.150000000000002,84.4436521234105,84.44319834540674,84.17410368139134
20.200000000000003,84.44383869041022,84.44338871515234,84.18544414825799
20.25,84.44402849307104,84.44358958757867,84.1969108830034
20.3,84.44422153139313,84.44380096268566,84.20837898162519
20.35,84.44438662520339,84.44402284047322,84.2196924391497
20.400000000000002,84.44453424889349,84.44424427280462,84.23100917280745
20.450000000000003,84.44466963607665,84.44442542739374,84.24232918259857
20.5,84.4447927867532,84.44459777837172,84.2536524685228
20.55,84.44490910828571,84.44476132573809,84.26478078450201
20.6,84.44501738329448,84.44491606949303,84.27566202474087
20.650000000000002,84.44511633194091,84.44506303435418,84.28641764512308
20.700000000000003,84.4452059542248,84.4452050143285,84.29704764564885
20.75,84.44529616404942,84.44533968514399,84.30755202631816
20.8,84.44538599654769,84.44546704680064,84.31768009842445
20.85,84.44547232047677,84.44558709929854,84.32749477345925
20.900000000000002,84.44555513583629,84.44570555037804,84.33706406537267
20.950000000000003,84.44564567024993,84.44583423898874,84.34638797416468
21,84.44574450524662,84.44596269835101,84.35546649983533
21.05,84.44584706076843,84.44609092846488,84.36403811011131
21.1,84.44595333681534,84.44621892933034,84.37225109940987
21.150000000000002,84.44607312306495,84.44635534100804,84.38012115748948
21.200000000000003,84.44620865260636,84.44651385017714,84.38764828434986
21.25,84.44635486913201,84.44668143451104,84.39482112975409
21.3,84.446511772642,84.44685809400967,84.4015393846417
21.35,84.44668795644681,84.44704382867299,84.40787401301391
21.400000000000002,84.44688720059642,84.4472460182671,84.41382501487088
21.450000000000003,84.4471039491469,84.44747353595399,84.41939239021241
21.5,84.44733820209822,84.44771713772522,84.4245232136729
21.55,84.4475989099903,84.44797682358086,84.42909767902847
21.6,84.44789233045066,84.4482525935209,84.43321807694544
21.650000000000002,84.4482112552867,84.44855712797042,84.43688440742373
21.700000000000003,84.44855568449849,84.44890179582936,84.44009667046338
21.75,84.44893005588624,84.44927330186358,84.44298877524785
21.8,84.4493389137157,84.44967164607314,84.44565358709417
21.85,84.44977780317646,84.45009682845809,84.44797090744552
21.900000000000002,84.45024672426835,84.45055913594183,84.44994073630163
21.950000000000003,84.45074964224492,84.45106521445807,84.45156307366295
22,84.45129227965108,84.45160600032212,84.45292141561181
22.05,84.45186964266931,84.45218149353411,84.45401466990984
22.1,84.45248173129963,84.45279169409407,84.45480696736506
22.150000000000002,84.45313268103264,84.45344398460944,84.45529830797723
22.200000000000003,84.45383078370041,84.45414159152087,84.45548869174634
22.25,84.45456941734106,84.45487904235192,84.4555582791761
22.3,84.45534858195441,84.45565633710281,84.45543212926854
22.35,84.45617203701653,84.45647347577338,84.45508120756992
22.400000000000002,84.45705030101385,84.45733724766376,84.45450551407987
22.450000000000003,84.45797554388729,84.45824941762692,84.45370931776846
22.5,84.45894776563678,84.45920575814694,84.45298671004402
22.55,84.45996828902261,84.46020626922385,84.45214273433966
22.6,84.4610424072372,84.46125095085786,84.45117739065518
22.650000000000002,84.46216639976377,84.46234604987819,84.45009067899085
22.700000000000003,84.46334026660244,84.46349224074665,84.44892689870476
22.75,84.46456408433602,84.46468627027916,84.44787478782192
22.8,84.46583831622338,84.46592813847579,84.4467905573454
22.85,84.46716265190165,84.46721784533656,84.44567420727508
22.900000000000002,84.46853709137082,84.46855443727114,84.44452573761104
22.950000000000003,84.46996151384909,84.4699379370805,84.4434005125507
23,84.47143467410265,84.47136875694328,84.4423727929487
23.05,84.47295737295038,84.47284689685932,84.44136921113322
23.1,84.47452961039225,84.47437235682868,84.44038976710436
23.150000000000002,84.47615105257282,84.47593765865854,84.43943446086202
23.200000000000003,84.4778134831069,84.47754384519524,84.43856582512383
23.25,84.47952200206728,84.47919356798376,84.43780297478463
23.3,84.48127660945386,84.4808868270239,84.43710582399429
23.35,84.48307730526683,84.48262362231573,84.43647437275263
23.400000000000002,84.48490558681267,84.48438797608873,84.4359086210598
23.450000000000003,84.4867724362122,84.48618374746647,84.43541368263425
23.5,84.48867797973267,84.4880155038196,84.43498840048196
23.55,84.49062221737425,84.48988324514814,84.43463130302823
23.6,84.49257795314323,84.49178697145217,84.43434239027307
23.650000000000002,84.4945592523712,84.4936998850549,84.43412166221637
23.700000000000003,84.49656760325848,84.49563089313759,84.43393307639214
23.75,84.49860300580536,84.49758601483876,84.43379648985744
23.8,84.50059808768592,84.49956525015851,84.43371445382624
23.85,84.50258191009642,84.50156859909659,84.43368696829837
23.900000000000002,84.50456177510684,84.50355678459681,84.43370961971858
23.950000000000003,84.50653768271725,84.5055460589543,84.43373819702094
24,84.50850963292747,84.50754308610675,84.4338037126488
24.05,84.51047762573758,84.5095478660542,84.4339061666018
24.1,84.51244166114763,84.51156039879652,84.43404555888026
24.150000000000002,84.51440173915753,84.51353470119484,84.43420789951355
24.200000000000003,84.51632889099541,84.5154931736776,84.43435922746751
24.25,84.51823588615319,84.51744133743968,84.43452809016708
24.3,84.52013044122383,84.51937919248098,84.434714487612
24.35,84.52201255620761,84.52130673880148,84.4349184198024
24.400000000000002,84.52388223110424,84.52317029517657,84.435124248385
24.450000000000003,84.52573946591382,84.52499957991424,84.43532015778382
24.5,84.5275842606364,84.52679862277132,84.43552082642651
24.55,84.52941661527184,84.52856742374767,84.43572625431302
24.6,84.53111935536513,84.53030598284342,84.43593644144357
24.650000000000002,84.53271505562539,84.53195073376497,84.43612108712522
24.700000000000003,84.5342576955708,84.53354071331677,84.4362796041674
24.75,84.53574727520126,84.53507808508691,84.43642566283982
24.8,84.5371837945168,84.5365628490753,84.43655926314243
24.85,84.53856725351744,84.53799500528201,84.43668040507518
24.900000000000002,84.53989765220322,84.53937455370703,84.43678234225096
24.950000000000003,84.54117499057396,84.54070149435029,84.4368677462663
25,84.5423972714547,84.54197582721186,84.43693779438969
25.05,84.54356418334388,84.5431975522917,84.43699248662129
25.1,84.5446771910137,84.54436492242695,84.43703193643917
25.150000000000002,84.54573629446406,84.54544111078935,84.43707945830491
25.200000000000003,84.54674149369511,84.54645736594001,84.43711969905293
25.25,84.54769278870673,84.54741368787884,84.43715265868339
25.3,84.54859017949899,84.54831007660584,84.4371783371962
25.35,84.54943366607179,84.54914653212111,84.4372014056277
25.400000000000002,84.5501986757327,84.5499230544245,84.43724348465658
25.450000000000003,84.55086844849595,84.55063964351615,84.43728828273596
25.5,84.55147111240709,84.55129629939604,84.43733579986593
25.55,84.55200666746595,84.551893022064,84.43738603604649
25.6,84.55247511367274,84.55243389048643,84.43744235331222
25.650000000000002,84.55287645102726,84.55294434313339,84.43750959052323
25.700000000000003,84.55321067952958,84.5534008710371,84.4375830752752
25.75,84.55347779917973,84.55380347419774,84.43766280756815
25.8,84.55370941125733,84.55415215261534,84.43774878740211
25.85,84.55395507190218,84.55444690628987,84.43784658992747
25.900000000000002,84.55415673064273,84.55468773522135,84.4379581679488
25.950000000000003,84.55431438747928,84.55487463940968,84.43807978292949
26,84.55442804241157,84.55500761885487,84.43821143486956
26.05,84.55449769543988,84.55508667355711,84.43835312376888
26.1,84.55452334656385,84.55513552825187,84.43851119282338
26.150000000000002,84.55450499578372,84.55522629471983,84.43868436833935
26.200000000000003,84.55445537435591,84.55528419061183,84.43887071736897
26.25,84.55441749006043,84.55530921592782,84.43907023991208
26.3,84.55434996230471,84.55530137066748,84.43928293596892
26.35,84.55425279108887,84.55526065483132,84.43951555168096
26.400000000000002,84.55412597641279,84.55518706841899,84.43976448152932
26.450000000000003,84.55396951827649,84.55508061143063,84.44002917345207
26.5,84.55378341668005,84.55494128386624,84.44030962744957
26.55,84.55356767162333,84.5547690857257,84.44060710901881
26.6,84.55333037122296,84.55458561385673,84.44093615792885
26.650000000000002,84.55314543515144,84.5544263683017,84.44128665878598
26.700000000000003,84.55295020019527,84.55424790010302,84.44165861159011
26.75,84.55274466635461,84.55405020926084,84.44205201634131
26.8,84.55252883362935,84.55383329577496,84.44247066446623
26.85,84.55230270201952,84.55359715964555,84.44292443234986
26.900000000000002,84.55206627152508,84.55334180087247,84.44340514078634
26.950000000000003,84.55181954214613,84.55306721945567,84.44391278977527
27,84.55156251388254,84.55277341539548,84.44444737931684
27.05,84.55148333013145,84.55246038869169,84.44501442649539
27.1,84.55140588378258,84.55222750674409,84.44561845907265
27.150000000000002,84.55132843743354,84.55213985816819,84.44625406125962
27.200000000000003,84.55125099108454,84.55205220959232,84.44692123305623
27.25,84.5511735447356,84.55196456101643,84.44761997446246
27.3,84.55109609838664,84.55187691244046,84.44835096210822
27.35,84.55101865203774,84.55178926386462,84.44911423184325
27.400000000000002,84.55094120568876,84.55170161528866,84.44990946330513
27.450000000000003,84.55086375933979,84.55161396671274,84.45073665649376
27.5,84.55078631299087,84.55152631813678,84.45159581140908
27.55,84.55070886664191,84.55143866956095,84.45249276435547
27.6,84.55063142029297,84.55135102098504,84.45342532383106
27.650000000000002,84.55055397394396,84.55126337240907,84.4543923914013
27.700000000000003,84.55047652759501,84.55117572383321,84.45539396706657
27.75,84.55039908124614,84.55108807525731,84.45643005082671
27.8,84.5503216348971,84.55100042668131,84.45751352501169
27.85,84.55029691569689,84.55091277810547,84.45863602125831
27.900000000000002,84.5502881100983,84.55082512952954,84.45979748141325
27.950000000000003,84.55027930449982,84.55073748095364,84.46099790547652
28,84.55027049890126,84.55064983237772,84.46223821906405
28.05,84.55026169330283,84.55056218380182,84.46352309098492
28.1,84.55025288770423,84.55051491766959,84.46484904029639
28.150000000000002,84.55024408210575,84.55049795279163,84.46621606699858
28.200000000000003,84.55023527650722,84.55048098791359,84.46762417109124
28.25,84.55022647090875,84.55046402303547,84.46907039593728
28.3,84.55021766531014,84.55044705815752,84.47055017831538
28.35,84.55020885971177,84.55043009327952,84.47206783011394
28.400000000000002,84.5502000541132,84.55041312840149,84.47362335133319
28.450000000000003,84.55019124851471,84.55039616352343,84.47521674197301
28.5,84.55018244291617,84.55037919864542,84.47683799083515
28.55,84.55017363731761,84.5503622337674,84.47848312630774
28.6,84.55016483171913,84.55034526888936,84.48015916948808
28.650000000000002,84.55015914448282,84.55032830401134,84.48186612037611
28.700000000000003,84.55015605305266,84.55031133913343,84.483603978972
28.75,84.55015296162253,84.55029437425534,84.48535577549755
28.8,84.55014987019239,84.55027740937729,84.48712447204035
28.85,84.55014677876224,84.55026044449924,84.48891553634793
28.900000000000002,84.55014368733215,84.55024347962123,84.49072896842044
28.950000000000003,84.55014059590206,84.55022651474323,84.49256476825752
29,84.55013750447186,84.55022054987187,84.49439711738547
29.05,84.5501344130417,84.55021868786743,84.49623937869877
29.1,84.55013132161169,84.55021682586296,84.49809395723493
29.150000000000002,84.55012823018161,84.5502149638586,84.49996085299374
29.200000000000003,84.55012513875138,84.5502131018541,84.50183784706972
29.25,84.55012204732131,84.55021123984969,84.50369525295373
29.3,84.5501189558911,84.55020937784518,84.5055535592494
29.35,84.55011586446095,84.5502075158407,84.50741276595704
29.400000000000002,84.55011277303086,84.5502056538363,84.5092728730765
29.450000000000003,84.55010968160077,84.55020379183182,84.5111178831055
29.5,84.5501065901706,84.55020192982745,84.51290304085495
29.55,84.55010349874044,84.55020006782293,84.51466488568518
29.6,84.55010040731038,84.55019820581857,84.51640341759612
29.650000000000002,84.5500973158802,84.55019634381408,84.51811863658794
29.700000000000003,84.55009422445015,84.55019448180963,84.5198105426604
29.75,84.55009113301998,84.5501926198052,84.52147913581373
29.8,84.55008804158983,84.55019075780079,84.52312441604776
29.85,84.55008495015967,84.55018889579631,84.52474638336265
29.900000000000002,84.55008185872963,84.55018703379194,84.52634503775829
29.950000000000003,84.55007876729945,84.55018517178745,84.52789521059245
30,84.5500756758694,84.55018330978297,84.5294003595717
30.05,84.55007258443925,84.55018330978297,84.5294003595717
30.1,84.55006949300905,84.55018330978297,84.5294003595717
30.150000000000002,84.55006640157896,84.55018330978297,84.5294003595717
30.200000000000003,84.55006331014876,84.55018330978297,84.5294003595717
30.25,84.55006013489937,84.55018330978297,84.5294003595717
30.3,84.55005621235537,84.55018330978297,84.5294003595717
30.35,84.55005228981146,84.55018330978297,84.5294003595717
30.400000000000002,84.55004836726741,84.55018330978297,84.5294003595717
30.450000000000003,84.55004444472351,84.55018330978297,84.5294003595717
30.5,84.55004052217954,84.55018330978297,84.5294003595717
30.55,84.55003659963556,84.55018330978297,84.5294003595717
30.6,84.55003267709154,84.55018330978297,84.5294003595717
30.650000000000002,84.55002875454763,84.55018330978297,84.5294003595717
30.700000000000003,84.55002483200367,84.55018330978297,84.5294003595717
30.75,84.55002090945969,84.55018330978297,84.5294003595717
30.8,84.55001698691571,84.55018330978297,84.5294003595717
30.85,84.55001306437177,84.55018330978297,84.5294003595717
30.900000000000002,84.55000914182777,84.55018330978297,84.5294003595717
30.950000000000003,84.55000521928379,84.55018330978297,84.5294003595717
31,84.55000129673975,84.55018330978297,84.5294003595717
31.05,84.54999737419574,84.55018330978297,84.5294003595717
31.1,84.54999345165187,84.55018330978297,84.5294003595717
31.150000000000002,84.54998952910788,84.55018330978297,84.5294003595717
31.200000000000003,84.54998560656395,84.55018330978297,84.5294003595717
31.25,84.54998168401994,84.55018330978297,84.5294003595717
31.3,84.54997776147597,84.55018330978297,84.5294003595717
31.35,84.54997383893203,84.55018330978297,84.5294003595717
31.400000000000002,84.54996991638802,84.55018330978297,84.5294003595717
31.450000000000003,84.5499659938441,84.55018330978297,84.5294003595717
31.5,84.5499620713,84.55018330978297,84.5294003595717
31.55,84.54995814875609,84.55018330978297,84.5294003595717
31.6,84.54995422621215,84.55018330978297,84.5294003595717
31.650000000000002,84.54995030366808,84.55018330978297,84.5294003595717
31.700000000000003,84.54994638112419,84.55018330978297,84.5294003595717
31.75,84.54994245858019,84.55018330978297,84.5294003595717
31.8,84.54993853603622,84.55018330978297,84.5294003595717
31.85,84.54993461349224,84.55018330978297,84.5294003595717
31.900000000000002,84.54993069094836,84.55018330978297,84.5294003595717
31.950000000000003,84.54992676840426,84.55018330978297,84.5294003595717
32,84.54992284586038,84.55018330978297,84.5294003595717
32.050000000000004,84.5499189233164,84.55018330978297,84.5294003595717
32.1,84.54991500077244,84.55018330978297,84.5294003595717
32.15,84.54991107822839,84.55018330978297,84.5294003595717
32.2,84.54990715568448,84.55018330978297,84.5294003595717
32.25,84.54990323314048,84.55018330978297,84.5294003595717
32.300000000000004,84.54989931059652,84.55018330978297,84.5294003595717
32.35,84.54989538805259,84.55018330978297,84.5294003595717
32.4,84.54989146550864,84.55018330978297,84.5294003595717
32.45,84.5498875429646,84.55018330978297,84.5294003595717
32.5,84.54988362042059,84.55018330978297,84.5294003595717
32.550000000000004,84.54987969787653,84.55018330978297,84.5294003595717
32.6,84.54987577533271,84.55018330978297,84.5294003595717
32.65,84.5498718527887,84.55018330978297,84.5294003595717
32.7,84.54986793024464,84.55018330978297,84.5294003595717
32.75,84.54986400770073,84.55018330978297,84.5294003595717
32.800000000000004,84.54986008515678,84.55018330978297,84.5294003595717
32.85,84.54985616261278,84.55018330978297,84.5294003595717
32.9,84.54985224006882,84.55018330978297,84.5294003595717
32.95,84.54984831752486,84.55018330978297,84.5294003595717
33,84.5498443949809,84.55018330978297,84.5294003595717
33.050000000000004,84.54984047243684,84.55018330978297,84.5294003595717
33.1,84.54983654989294,84.55018330978297,84.5294003595717
33.15,84.5498326273489,84.55018330978297,84.5294003595717
33.2,84.54982870480507,84.55018330978297,84.5294003595717
33.25,84.54982478226098,84.55018330978297,84.5294003595717
33.300000000000004,84.54982085971697,84.55018330978297,84.5294003595717
33.35,84.54981693717303,84.55018330978297,84.5294003595717
33.4,84.54981301462905,84.55018330978297,84.5294003595717
33.45,84.54980909208516,84.55018330978297,84.5294003595717
33.5,84.54980532254753,84.55018330978297,84.5294003595717
33.550000000000004,84.5498021247883,84.55018330978297,84.5294003595717
33.6,84.54979892702909,84.55018330978297,84.5294003595717
33.65,84.5497957292698,84.55018330978297,84.5294003595717
33.7,84.54979253151055,84.55018330978297,84.5294003595717
33.75,84.54978933375135,84.55018330978297,84.5294003595717
33.800000000000004,84.5497861359921,84.55018330978297,84.5294003595717
33.85,84.5497829382329,84.55018330978297,84.5294003595717
33.9,84.54977974047367,84.55018330978297,84.5294003595717
33.95,84.54977654271434,84.55018330978297,84.5294003595717
34,84.54977334495509,84.55018330978297,84.5294003595717
34.050000000000004,84.54977014719587,84.55018330978297,84.5294003595717
34.1,84.54976694943656,84.55018330978297,84.5294003595717
34.15,84.54976375167747,84.55018330978297,84.5294003595717
34.2,84.54976055391813,84.55018330978297,84.5294003595717
34.25,84.54975735615892,84.55018330978297,84.5294003595717
34.300000000000004,84.54975415839965,84.55018330978297,84.5294003595717
34.35,84.54975096064038,84.55018330978297,84.5294003595717
34.4,84.54974776288113,84.55018330978297,84.5294003595717
34.45,84.54974456512196,84.55018330978297,84.5294003595717
34.5,84.54974136736264,84.55018330978297,84.5294003595717
34.550000000000004,84.54973816960343,84.55018330978297,84.5294003595717
34.6,84.54973497184419,84.55018330978297,84.5294003595717
34.65,84.54973177408495,84.55018330978297,84.5294003595717
34.7,84.54972857632565,84.55018330978297,84.5294003595717
34.75,84.54972537856642,84.55018330978297,84.5294003595717
34.800000000000004,84.54972218080722,84.55018330978297,84.5294003595717
34.85,84.54971898304798,84.55018330978297,84.5294003595717
34.9,84.54971578528871,84.55018330978297,84.5294003595717
34.95,84.54971258752953,84.55018330978297,84.5294003595717
35,84.54970938977024,84.55018330978297,84.5294003595717
35.050000000000004,84.549706192011,84.55018330978297,84.5294003595717
35.1,84.54970299425183,84.55018330978297,84.5294003595717
35.15,84.54969979649253,84.55018330978297,84.5294003595717
35.2,84.54969659873325,84.55018330978297,84.5294003595717
35.25,84.54969340097394,84.55018330978297,84.5294003595717
35.300000000000004,84.54969020321478,84.55018330978297,84.5294003595717
35.35,84.5496870054555,84.55018330978297,84.5294003595717
35.4,84.54968380769637,84.55018330978297,84.5294003595717
35.45,84.54968060993704,84.55018330978297,84.5294003595717
35.5,84.54967741217776,84.55018330978297,84.5294003595717
35.550000000000004,84.54967421441853,84.55018330978297,84.5294003595717
35.6,84.54967101665932,84.55018330978297,84.5294003595717
35.65,84.54966781890006,84.55018330978297,84.5294003595717
35.7,84.54966462114083,84.55018330978297,84.5294003595717
35.75,84.54966142338154,84.55018330978297,84.5294003595717
35.800000000000004,84.54965822562234,84.55018330978297,84.5294003595717
35.85,84.54965502786308,84.55018330978297,84.5294003595717
35.9,84.54965183010384,84.55018330978297,84.5294003595717
35.95,84.54964863234461,84.55018330978297,84.5294003595717
36,84.54964543458533,84.55018330978297,84.5294003595717
36.050000000000004,84.54964223682612,84.55018330978297,84.5294003595717
36.1,84.5496390390669,84.55018330978297,84.5294003595717
36.15,84.54963584130759,84.55018330978297,84.5294003595717
36.2,84.54963264354832,84.55018330978297,84.5294003595717
36.25,84.5496294457892,84.55018330978297,84.5294003595717
36.300000000000004,84.5496262480298,84.55018330978297,84.5294003595717
36.35,84.54962305027067,84.55018330978297,84.5294003595717
36.4,84.5496198525115,84.55018330978297,84.5294003595717
36.45,84.54961665475213,84.55018330978297,84.5294003595717
36.5,84.5496134569929,84.55018330978297,84.5294003595717
36.550000000000004,84.54961025923373,84.55018330978297,84.5294003595717
36.6,84.54960706147445,84.55018330978297,84.5294003595717
36.65,84.5496038637152,84.55018330978297,84.5294003595717
36.7,84.54960066595592,84.55018330978297,84.5294003595717
36.75,84.54959746819668,84.55018330978297,84.5294003595717
36.800000000000004,84.54959427043741,84.55018330978297,84.5294003595717
36.85,84.54959107267815,84.55018330978297,84.5294003595717
36.9,84.54958787491901,84.55018330978297,84.5294003595717
36.95,84.54958467715974,84.55018330978297,84.5294003595717
37,84.5495814794004,84.55018330978297,84.5294003595717
37.050000000000004,84.54957828164117,84.55018330978297,84.5294003595717
37.1,84.54957508388192,84.55018330978297,84.5294003595717
37.15,84.54957188612272,84.55018330978297,84.5294003595717
37.2,84.54956868836351,84.55018330978297,84.5294003595717
37.25,84.5495654906042,84.55018330978297,84.5294003595717
37.300000000000004,84.54956229284504,84.55018330978297,84.5294003595717
37.35,84.54955909508574,84.55018330978297,84.5294003595717
37.4,84.54955589732647,84.55018330978297,84.5294003595717
37.45,84.54955269956731,84.55018330978297,84.5294003595717
37.5,84.54955004036282,84.55018330978297,84.5294003595717
37.550000000000004,84.54954939371385,84.55018330978297,84.5294003595717
37.6,84.54954874706496,84.55018330978297,84.5294003595717
37.65,84.54954810041598,84.55018330978297,84.5294003595717
37.7,84.54954745376703,84.55018330978297,84.5294003595717
37.75,84.54954680711816,84.55018330978297,84.5294003595717
37.800000000000004,84.54954616046912,84.55018330978297,84.5294003595717
37.85,84.54954551382018,84.55018330978297,84.5294003595717
37.9,84.5495448671713,84.55018330978297,84.5294003595717
37.95,84.54954422052232,84.55018330978297,84.5294003595717
38,84.54954357387335,84.55018330978297,84.5294003595717
38.050000000000004,84.54954292722445,84.55018330978297,84.5294003595717
38.1,84.54954228057548,84.55018330978297,84.5294003595717
38.15,84.5495416339266,84.55018330978297,84.5294003595717
38.2,84.54954098727758,84.55018330978297,84.5294003595717
38.25,84.54954034062862,84.55018330978297,84.5294003595717
38.300000000000004,84.54953969397963,84.55018330978297,84.5294003595717
38.35,84.54953904733068,84.55018330978297,84.5294003595717
38.400000000000006,84.54953840068181,84.55018330978297,84.5294003595717
38.45,84.54953775403291,84.55018330978297,84.5294003595717
38.5,84.54953710738387,84.55018330978297,84.5294003595717
38.550000000000004,84.54953646073497,84.55018330978297,84.5294003595717
38.6,84.54953581408606,84.55018330978297,84.5294003595717
38.650000000000006,84.54953516743711,84.55018330978297,84.5294003595717
38.7,84.54953452078814,84.55018330978297,84.5294003595717
38.75,84.54953387413916,84.55018330978297,84.5294003595717
38.800000000000004,84.54953322749024,84.55018330978297,84.5294003595717
38.85,84.54953258084132,84.55018330978297,84.5294003595717
38.900000000000006,84.54953193419244,84.55018330978297,84.5294003595717
38.95,84.54953128754342,84.55018330978297,84.5294003595717
39,84.5495306408945,84.55018330978297,84.5294003595717
39.050000000000004,84.54952999424549,84.55018330978297,84.5294003595717
39.1,84.54952934759656,84.55018330978297,84.5294003595717
39.150000000000006,84.54952870094762,84.55018330978297,84.5294003595717
39.2,84.54952805429873,84.55018330978297,84.5294003595717
39.25,84.54952740764975,84.55018330978297,84.5294003595717
39.300000000000004,84.5495267610008,84.55018330978297,84.5294003595717
39.35,84.54952611435183,84.55018330978297,84.5294003595717
39.400000000000006,84.54952546770294,84.55018330978297,84.5294003595717
39.45,84.54952482105405,84.55018330978297,84.5294003595717
39.5,84.54952417440506,84.55018330978297,84.5294003595717
39.550000000000004,84.5495235277561,84.55018330978297,84.5294003595717
39.6,84.54952288110718,84.55018330978297,84.5294003595717
39.650000000000006,84.54952223445821,84.55018330978297,84.5294003595717
39.7,84.5495215878093,84.55018330978297,84.5294003595717
39.75,84.54952094116031,84.55018330978297,84.5294003595717
39.800000000000004,84.5495202945114,84.55018330978297,84.5294003595717
39.85,84.54951964786245,84.55018330978297,84.5294003595717
39.900000000000006,84.54951900121345,84.55018330978297,84.5294003595717
39.95,84.5495183545646,84.55018330978297,84.5294003595717
40,84.54951770791563,84.55018330978297,84.5294003595717
